Land;Jahr;Anm;Insgesamt;Steinkohle;Braunkohle;"Mineral�le und Mineral�l produkte";Gase;"Erneuerbare Energietr�ger";Stromaustauschsaldo;Kernenergie;"Andere Energietr�ger";Stand
Baden-W�rttemberg;1990;;1429676;188734;5340;655003;185624;28213;10303;351024;5435;
Baden-W�rttemberg;1991;;1514777;194749;5923;699708;199555;28554;10678;370623;4987;
Baden-W�rttemberg;1992;;1528019;181301;5170;705464;201968;29219;9263;390061;5573;
Baden-W�rttemberg;1993;;1551559;178379;5292;721825;211775;30326;13720;384419;5823;
Baden-W�rttemberg;1994;;1514465;162678;5112;680846;201302;32098;9748;417446;5235;
Baden-W�rttemberg;1995;;1555861;190934;4027;680115;228087;31473;6192;410464;4569;
Baden-W�rttemberg;1996;;1622552;200211;4147;701901;250587;30216;875;430501;4114;
Baden-W�rttemberg;1997;;1579913;184229;4173;679800;241638;33641;7564;423776;5092;
Baden-W�rttemberg;1998;;1601213;200029;3208;682876;244557;32823;3830;428012;5878;
Baden-W�rttemberg;1999;;1583922;184088;2785;662664;254619;35553;8136;430045;6032;
Baden-W�rttemberg;2000;;1560553;174893;3344;639309;248556;43039;17388;427686;6338;
Baden-W�rttemberg;2001;;1616065;208471;2945;662545;246049;48943;31936;408747;6429;
Baden-W�rttemberg;2002;;1588200;206606;1997;631599;246112;42475;26126;422739;10546;
Baden-W�rttemberg;2003;;1635563;194825;3094;604538;275506;71560;44868;433466;7706;31.03.2009
Baden-W�rttemberg;2004;;1614521;194234;4229;585194;283431;80391;45479;412854;8709;31.03.2009
Baden-W�rttemberg;2005;;1657113;213530;3722;589816;310067;97860;35247;396574;10297;31.03.2009
Baden-W�rttemberg;2006;;1702956;212263;4421;606326;304218;125943;34820;403409;11556;20.08.2009
Baden-W�rttemberg;2007;;1601892;199868;4462;524035;296265;138862;38442;385679;14279;31.08.2009
Baden-W�rttemberg;2008;;1625572;183590;4087;572854;296724;141628;50857;363908;11924;15.04.2011
Baden-W�rttemberg;2009;;1545594;154097;3860;533521;271185;144194;50270;374969;13498;18.04.2011
Baden-W�rttemberg;2010;;1548074.13076538;167927;4243.27332;523033;273081.685929704;163147.17151567602;55563;345483;15596;30.07.2013
Baden-W�rttemberg;2011;;1434738;159631;5829;508823;254975;149271;61011;281581;13617;12.11.2013
Baden-W�rttemberg;2012;;1392815.2689;164174.3596;5333.8243999999995;495300.8438;241401.0365;168533.65689999997;63760.4041;238967.6727;15343.4709;16.03.2015
Baden-W�rttemberg;2013;;1445477.39;196581.39;4725.93;510545.12000000005;270624.11;171161.02999999997;55267.35;219493.53;17078.91;18.03.2016
Baden-W�rttemberg;2014;;1388732.54;171724.31;4404.57;493829.1300000001;245672.45;171959.90000000002;47451.39;235657.61;18033.190495;13.02.2017
Baden-W�rttemberg;2015;;1418188.63499017;173224.926652;4567.00008333;500910.3339129928;262382.575879414;174537.83200540952;39266.6664279346;245638.090909091;17661.20912;31.01.2018
Baden-W�rttemberg;2016;;1451615.27598475;173085.897586;5319.26969141;517474.7997940395;275908.372731606;183392.95095285316;41634.9434456594;236844.676363636;17954.365419550002;01.02.2019
Baden-W�rttemberg;2017;;1425912.85073692;164258.55392;5643.5590590500005;525363.2273045437;284096.31251871097;185475.95932592955;42299.6357418694;200668.658181818;18106.944685000002;05.03.2020
Baden-W�rttemberg;2018;;1406900.19145775;160832.210544576;7233.821838716909;492200.69737563975;270483.77863849915;195759.28693056054;37556.5326604842;225789.152727273;17044.710742000003;09.03.2021
Baden-W�rttemberg;2019;p);1407893.14565698;111994.58499999999;6544.95957874343;513591.1809239841;276542.39273954136;199506.71286208538;53712.8292929922;229284.076363636;16716.408896;11.03.2021
Baden-W�rttemberg;2020;;;;;;;;;;;
Bayern;1990;;1785107.85223487;96123.4507871182;48348.138407385246;863904.9818592411;270454.531098771;61349.83756896769;-7992.60344168261;448309.090909091;4610.42504597846;04.02.2021
Bayern;1991;;1879723.42612326;99844.0138007671;43003.7224223632;909641.5090636439;285420.897234459;56973.7689521922;-9384.00000000003;489855.909090909;4367.605558921;04.02.2021
Bayern;1992;;1863576.53820515;96646.2802547771;43716.30044843002;900435.9955156951;274838.162891326;63259.38127513779;-4719;484636.363636364;4763.0541834252;04.02.2021
Bayern;1993;;1884424.54179464;98643.2162162162;41975.62162162149;934479.125;277804.112061522;65039.9201371678;2046.6;459480;4955.94675811186;04.02.2021
Bayern;1994;;1876089.6;93400;40978.392;920265;270655;68275.4;-2134.8;479520;5130;04.02.2021
Bayern;1995;;1952962;99276;34393.182;903094;296876;108068.6;-8130;510636;8748.4;04.02.2021
Bayern;1996;;2020547;109470;38526.193;934503;318388;105929.4;-6570;511289;9011.6;12.10.2016
Bayern;1997;;2008185.77587165;103846;36527.699994500006;929090;307333;106513.57587164649;-4986;520184;9679.2;12.10.2016
Bayern;1998;;2043130.01474407;102708.5923588632;41569.4534306;959293.0879874997;309700.1416271178;110107.01117379172;-5829.0552;515434.148316;10145.7516;12.10.2016
Bayern;1999;;2027316.75667465;97141.1008519817;36049.557682860366;925516.0745480949;326747.06902739377;120086.73153518279;-8961.0048;519402.111613;11335.3488;27.09.2001
Bayern;2000;;2037323.61733267;96072.2021666088;35300.74841559798;907298.206962;324848.8068257614;129444.86387730992;-8429.0364;540772.362617;12015.7736;08.12.2002
Bayern;2001;;2089719.96204172;79334.29168791609;37964.67693739515;924964.5945600001;346356.570328994;133220.66827140778;2321.02144940084;553990.11065;11568.3388;28.11.2003
Bayern;2002;;2027273.16777856;66933.4541406431;24888.300547840096;876800.6914930001;341133.178564457;145946.97346059722;-5986.06630337423;565204.99901;12351.6392;10.01.2005
Bayern;2003;;2002229.52880912;68300.89829699999;9493.347763530945;864592.5655059998;362099.24353506445;138729.98598372898;-12499.1763034054;558454.117086;13058.545999999998;29.11.2006
Bayern;2004;;2003840.01621897;64307.860968999994;4654.0378382;859150.885272;371004.254465231;145225.3926586419;-705.27271230011;541789.877774;18412.9804;28.09.2019
Bayern;2005;;2008059.38924066;57032.967463;5294.651410286257;846742.409413257;366955.336373695;161614.06838860028;-8030.18678868576;560421.784325;18029.088391999998;26.10.2009
Bayern;2006;;2075051.2143986;51611.716583999994;6056.757849005622;867956.3784289528;384593.688480202;190028.55811960038;-1793.85320131062;557684.9376777;18913.193738;18.11.2009
Bayern;2007;;1977854.78808245;59600.0057644;6585.278069343207;767341.4139576049;366545.526272541;206331.15480136054;-7407.86250359527;560250.8206588;18608.451061999996;30.11.2009
Bayern;2008;;2039701.7644462;58673.965554;6575.221719935142;807865.5191031297;385091.660797292;206977.89295662788;-919.831828133452;555152.8987782;20284.2710491524;29.04.2013
Bayern;2009;;2004322.3842866;53790.155671;6694.574633;777367.5367272628;374994.909119464;214681.9753990594;-18135.7193275632;566947.6484878;27981.303576573035;04.02.2021
Bayern;2010;;2081418.699;51614.612617;8807.476707;784598.5769888003;428416.7938915;269358.82179099997;-7011.3839054;516843.6554791;28789.857747199996;04.02.2021
Bayern;2011;;2037593;52220;9425;758867;412919;288426;9508;477372;28856;07.03.2017
Bayern;2012;;1989896.01724454;56545.334306000004;9109.829146;723741.284350954;409429.464418107;307829.2296983504;-27205.7203511066;476327.02588413;34119.5697921037;30.12.2015
Bayern;2013;;2002800.75;58064.08788;9435.960210000001;741871.423871;385746.6314;319169.620085;-20107.30797;468448.1297;40172.23068;21.21.2015
Bayern;2014;;1931844.931;52445.74522;8484.784642999999;719228.815419;351291.3628;314707.12540160003;-18274.89694;462740.9871;41221.00703;21.11.2018
Bayern;2015;;1934442.827;53000.82225999999;8624.664352;731482.3155754;375496.0512;330370.79217470007;-5988.710091;400236.3738;41220.51764;21.11.2018
Bayern;2016;;1936862.811;49939.13939;10368.892328999998;742274.99130714;396508.8991;346265.68420623004;7179.341243;342574.9997;41750.86320000001;21.11.2018
Bayern;2017;;1945969.972;47440.62652;11568.78656054;741778.71117;412602.79907;359518.41988499;-1622.4769;339739.467;34943.638430000006;21.11.2019
Bayern;2018;;1830783.42;37497.36561;11215.57947684;688118.3062651001;418959.0438;360560.92744056997;46006.00117;245338.4107;23087.785999999996;04.02.2021
Bayern;2019;;1866903.645;35365.820999999996;10830.29048158;729928.4107746;410639.3535;375733.63185013994;34324.62573;244564.9636;25516.5482;14.01.2022
Bayern;2020;;;;;;;;;;;
Berlin;1990;;356207.653228;82829;47961;150757;58873.253228;2251.4;12632.4;0;903.6;10.03.2022
Berlin;1991;;374152.52;92928;31076;167072;69842;2578;9164.52;0;1492;10.03.2022
Berlin;1992;;339349.6068;91427;27226;137920;69001;2522.8;9763.6068;0;1489.2;10.03.2022
Berlin;1993;;357565.0208;92926;26160;156486;68693;2117.2;9944.0208;0;1238.8;10.03.2022
Berlin;1994;;345819.1556;89281;25482;151460;65461;2153.4;10720.1556;0;1261.6;10.03.2022
Berlin;1995;;339262.001397901;83882;18226;152443;68477.0013979012;1837.8;13311;0;1085.2;10.03.2022
Berlin;1996;;347934.64594993;83823;12107;156695;78990.6459499304;1678.8;13657;0;983.2;10.03.2022
Berlin;1997;;325627.997297629;85761;13847;143811;68551.9972976293;1305;11608;0;744;10.03.2022
Berlin;1998;;317928.488678849;84566.364737;12535.268289;137421.321;68108.7058634487;1921.1598374;12241.1304;0;1134.538552;10.03.2022
Berlin;1999;;334726.374023206;81805.275587;12600.702751;138869.099769;84946.9711450055;2140.8879712;13059.6768;0;1303.76;10.03.2022
Berlin;2000;;331517.934060633;83967.54834200001;13072.363503999999;132802.231;85638.9310914332;2454.7493231999997;12060.0468;0;1522.064;10.03.2022
Berlin;2001;;347727.666341666;71817.48938199999;14052.672252;141259.600287;100350.395545266;2242.332075400003;16613.4888;0;1391.688;10.03.2022
Berlin;2002;;322289.382687082;49518.340042;13410.153833999999;130351.43176600001;101923.580418482;2242.5070266;23451.6816;0;1391.688;10.03.2022
Berlin;2003;;317687.055348934;49205.75832;13107.851200000001;127101.5350084;106496.146620534;2367.1286;18166.1328;0;1242.5028;10.03.2022
Berlin;2004;;306615.369720446;43825.071276;13827.185762;118023.492115897;106879.895902549;3211.3866;19577.739564;0;1270.5985;10.03.2022
Berlin;2005;;299067.624091124;47843.87083;13240.381526;114814.72333999;103018.599143134;3713.416052;15544.962;0;891.6712;10.03.2022
Berlin;2006;;304874.916226977;45233.453566000004;12056.174191;120295.5882005831;101504.650469394;5406.7002;19294.038;0;1084.3116;10.03.2022
Berlin;2007;;271331.901339704;43902.137861;12545.800027000001;95197.20992859417;92485.5937881096;6247.365735;19913.8356;0;1039.9584;10.03.2022
Berlin;2008;;287334.524482265;42900.50464;12956.410488000001;107926.06043454798;94798.0118;6398.7361123;19615.5828;0;2738.971;10.03.2022
Berlin;2009;;283301.553979452;38054.237349;13116.049422;99170.97280013781;103253.764821264;8301.72238830359;18289.451844;0;3115.02;10.03.2022
Berlin;2010;;309269.75695687;45085.297808;14363.962242;101631.7936136644;113941.701588197;9676.81500800807;22481.034772;0;2089.151925;10.03.2022
Berlin;2011;;276789.477959495;38499.004138;12473.208336;92296.22422044098;98430.9354029662;9437.112724087858;23418.651588;0;2234.34155;10.03.2022
Berlin;2012;;280369.843057519;36266.968188;13085.293506999998;98112.7713523813;96274.1780821307;10560.688892006809;24027.490336;0;2042.4527;10.03.2022
Berlin;2013;;288998.868877938;40535.29703;12018.319201;101017.5254004575;98889.518482951;11330.955001529124;22922.005332;0;2285.24843;10.03.2022
Berlin;2014;;271832.412281332;43245.313974;12274.44067;98976.18719709931;80313.0948547368;11237.840525495867;23461.84564;0;2323.68942;10.03.2022
Berlin;2015;;264997.795676438;39810.263;12172.618549;96020.76701156028;79417.7204728783;11200.314084999789;24300.198908;0;2075.91365;10.03.2022
Berlin;2016;;272122.960777807;36894.364;12411.651958000002;97315.1478746905;88557.4769111738;11221.474028942535;23385.53928;0;2337.306725;10.03.2022
Berlin;2017;;270556.724739727;37166.84717;6046.699191780001;96234.47056484809;94794.0131218502;11569.63793924856;22297.601252;0;2447.4555;10.03.2022
Berlin;2018;;266504.013745793;30493.983;553.217558615;93864.77500681915;100536.003418255;13928.487093703756;24566.8716684;0;2560.676;10.03.2022
Berlin;2019;;264306.664701133;20744.094;445.35781876;94044.28813547867;104747.783450527;14795.581513567968;26389.4152828;0;3140.1445;10.03.2022
Berlin;2020;" p )";237633.483830352;22229.209;551.107648;72461.84568930061;104811.555017771;14517.497827680467;20580.5116476;0;2481.757;10.03.2022
Brandenburg;1990;;873163;43259;699912;171650;28553;964;-73940;2764;0;10.03.2022
Brandenburg;1991;;671289;31329;537576;137356;18283;2268;-55523;0;0;10.03.2022
Brandenburg;1992;;598400;27521;438138;148065;29577;2554;-47455;0;0;10.03.2022
Brandenburg;1993;;603552;32337;398601;182770;36844;2784;-49784;0;0;10.03.2022
Brandenburg;1994;;587113;31337;357629;195263;42916.736;8067.26399999997;-48100;0;0;10.03.2022
Brandenburg;1995;;563334.9482;35039.303;297992.171;193161.75900000005;67153.376;8408.3392;-37112;0;-1308;10.03.2022
Brandenburg;1996;;578346.803;31596.502;277222.824;212363.53499999997;74579.6;2809.342;-37029;0;16804;10.03.2022
Brandenburg;1997;;575234.021;33729.271;275576.19299999997;207767.509;87241.744;3363.504;-41677.2;0;9233;10.03.2022
Brandenburg;1998;;625230.177;31312.489999999998;336412;201887.489;101269.576;7704.022;-72482.4;0;19127;10.03.2022
Brandenburg;1999;;610655.761743853;31310.619640999998;342216.538575;212681.41893900002;98035.6776;9966.63335985276;-83720.538;0;165.01510299999995;10.03.2022
Brandenburg;2000;;617903.1591346;32155.772018;355139.624416;198357.954254;104636.067448;10941.234208599999;-86180.4;0;2852.90679;10.03.2022
Brandenburg;2001;;637498.650000217;33097.467309;345552.68589729915;210627.69860200002;110485.110667751;13666.9389185439;-78171.617987496;0;2240.366593119904;10.03.2022
Brandenburg;2002;;643364.430483269;34892.538365;348155.18599499995;211729.95547500002;111684.709423689;18867.09258669006;-83785.0370381093;0;1819.9856759999998;10.03.2022
Brandenburg;2003;;626382.368291916;32130.090745;329464.636791391;201036.00262000837;103047.561890426;34873.66019545415;-79656.0158843639;0;5486.431934;10.03.2022
Brandenburg;2004;;637468.09407481;31701.646044999998;343766.164273;189469.3358395582;103711.900269277;41016.09993217455;-80668.7201646;0;8471.6678804;10.03.2022
Brandenburg;2005;;667170.471731832;32253.546238000003;344842.675468;213010.3381194783;99860.9174254513;48686.995080902525;-85526.3052;0;14042.3046;10.03.2022
Brandenburg;2006;;655598.507004452;40010.418194785;327377.1901;206625.94475385698;103194.797045944;55780.107757865335;-85408.5712319999;0;8018.620384;10.03.2022
Brandenburg;2007;;657557.766356904;39353.269406;334572.37614199996;198698.94337134997;101740.950027854;75582.59967610009;-100767.5941464;0;8377.22188;10.03.2022
Brandenburg;2008;;641124.159171387;31129.268752;325686.073842;201528.3952009;102398.445127958;68437.14907492902;-96658.2042264;0;8603.0314;10.03.2022
Brandenburg;2009;;622048.591277787;22772.175235;304578.01848100004;197487.02540632006;103587.684347144;74844.08942872306;-92451.6822204;0;11231.2806;10.03.2022
Brandenburg;2010;;654695.984445465;31149.716259;313613.806635;193511.61047177514;112087.723430996;91442.41773369422;-104358.98952;0;17249.699435000002;10.03.2022
Brandenburg;2011;;669671.405546423;30718.884488000003;326990.730594;206293.7089316561;100813.893361752;102603.953663015;-108944.795232;0;11195.02974;10.03.2022
Brandenburg;2012;;670209.227996212;25895.760576;334223.479166;203725.4340933999;105286.330597519;102195.15582729282;-115056.289044;0;13939.35678;10.03.2022
Brandenburg;2013;;655169.331388855;31725.766649;331844.393487;188824.95729606692;107283.645895292;99137.31668949626;-115513.429428;0;11866.6808;10.03.2022
Brandenburg;2014;;650025.392250768;30961.086494;321849.188771;192317.71360017;101724.284091347;102814.33353225123;-112175.296848;0;12534.08261;10.03.2022
Brandenburg;2015;;650282.450104227;34687.26799;318958.15532499994;196405.11518719353;97014.3128159178;106868.92545371501;-115280.0445876;0;11628.717920000001;10.03.2022
Brandenburg;2016;;653700.076548818;30354.96190418301;320570.533929;198169.5291447925;103416.605259471;106543.6354193709;-117548.668738;0;12193.47963;10.03.2022
Brandenburg;2017;;664681.144006702;34331.499850315;308360.6030019099;211387.57430775271;102542.887824909;117324.13707001493;-123768.4802832;0;14502.922235;10.03.2022
Brandenburg;2018;;681911.680964695;31482.00652;321434.84379846003;218405.10772068318;103362.784165889;119083.22371846247;-128835.9114588;0;16979.626500000002;10.03.2022
Brandenburg;2019;;616705.540829652;29946.5695426667;258487.11948738003;191624.23674391565;106448.053197471;128501.06486421879;-116135.881506;0;17834.3785;10.03.2022
Brandenburg;2020;;;;;;;;;;;
Bremen;1990;;162327.776538564;73900.785933;295.87344999999993;52182.52930864101;37833.7042624;2451.4489428638;-5731.1172;0;1396.12684165967;18.11.2020
Bremen;1991;;165768.898906627;75108.971755;286.628281;52719.27406167081;38074.5024713167;2616.3740122355994;-4664.25;0;1627.39832540378;25.06.2019
Bremen;1992;;159665.265328992;67119.95040500001;185.03593600000002;53590.753166751;39064.520443025;2444.2090505108863;-4229.0496;0;1489.84592770483;25.06.2019
Bremen;1993;;154579.500254288;66479.145705;122.399065;51507.82659393999;36259.4065503828;2688.204062919316;-4199.6592;0;1722.1774770455002;25.06.2019
Bremen;1994;;163772.343404454;73161.1810112793;107.391749;53434.164545;36769.8619768251;2270.6582909513745;-3440.592;0;1469.67783139778;13.06.2019
Bremen;1995;;163466.934193448;69932.22118527;117.878557;54696.318372;37847.6196814478;2781.451245997472;-3874.3092;0;1955.44845173299;13.06.2019
Bremen;1996;;171702.649453943;79466.1380864332;110.972177;53020.56183400001;38907.2925570159;2740.64741887723;-6118.7184;0;3587.15278061677;13.06.2019
Bremen;1997;;171132.284560241;79714.013951;91.249938;51527.648493;37207.8286524997;2759.613076200355;-5020.8264;0;4852.7568495406795;13.06.2019
Bremen;1998;;164427.060679244;80100.511228;58.556445;48172.49951900001;34191.6611988699;2821.955453470065;-5776.2792;0;4855.60176890443;13.06.2019
Bremen;1999;;154631.052899026;72997.916492;88.46444;45010.54276899999;32878.7974679605;3068.272307945935;-4244.76072;0;4889.97214211954;13.06.2019
Bremen;2000;;166186.740788514;86931.588866;128.737704;41801.91981399999;32978.785424395;3147.491481030847;-4505.85162;0;5816.4791190877695;18.06.2019
Bremen;2001;;166499.478515036;86676.545367;126.184134;43708.911206;32207.4270204316;3090.753618932116;-4844.7375975;0;5429.37776617222;18.06.2019
Bremen;2002;;164107.125265193;90391.237202;110.637424;37216.360852;32316.9203136388;3257.226282917959;-5157.6833052;0;5955.58449583597;18.06.2019
Bremen;2003;" LAK3)";171773.321454867;97121.38525322799;101.49002239999999;36027.03539520164;35261.0115858003;4441.33846261562;-6132.63974437887;0;4953.7004799999995;10.05.2022
Bremen;2004;" LAK3)";155355.461199773;84230.5201418898;94.0082447;34193.63364002168;33731.4775039921;3755.319886272295;-4136.32069710305;0;3486.8224800000003;10.05.2022
Bremen;2005;" LAK3)";145820.195211082;78667.050361;123.89034889999999;32496.400659000003;31574.2533431601;6152.447865887508;-6887.40378409203;0;3693.55641722687;10.05.2022
Bremen;2006;" LAK3)";151282.201923938;85286.02753699999;234.35035480000002;30345.5743619;32549.4307267739;6184.376606311323;-6442.14053874991;0;3124.582875903;10.05.2022
Bremen;2007;" LAK3)";161651.784885956;99532.688995;258.820154;25669.148122320003;33106.2498464562;6466.403156005996;-6190.39513345346;0;2808.8697456268;10.05.2022
Bremen;2008;" LAK3)";159653.291066222;91887.67662;321.684212;28325.6882143834;33748.2581751542;7464.916271636369;-5594.16018695244;0;3499.22776;10.05.2022
Bremen;2009;" LAK3)";153581.988989108;87201.542303;347.90923728;28359.512962639998;32369.8586803488;8142.321475764844;-6800.82074992519;0;3961.6650799999998;10.05.2022
Bremen;2010;" LAK3)";169067.24141398;98435.10498;268.5593844;27047.630287599997;35326.6670889106;8905.043850029879;-6962.51432696046;0;6046.75015;10.05.2022
Bremen;2011;" LAK3)";160115.274772784;92214.41130800001;337.144604;26188.353433346314;32740.5207682947;8450.150070571019;-5199.77951142832;0;5384.4741;10.05.2022
Bremen;2012;" LAK3)";160194.064123217;96459.231612;1205.218846;26375.4533679002;27359.0102424384;8909.980962159032;-5706.73610728107;0;5591.9052;10.05.2022
Bremen;2013;" LAK3)";158639.62267956;89026.9642850122;4400.9040589999995;25286.437025951807;30386.7238053889;9887.398182632222;-6829.43092842466;0;6480.626249999999;10.05.2022
Bremen;2014;" LAK3)";160911.603623836;88552.754686;3374.88791;25171.662980616413;29121.7557090009;11858.07992271708;-4275.82636949797;0;7108.288785000001;10.05.2022
Bremen;2015;" LAK3)";159766.085502226;89226.273193;3538.2439617;25225.98735920604;29850.2230221771;10913.628637271995;-5918.89678112864;0;6930.62611;10.05.2022
Bremen;2016;" LAK3)";157863.171005288;84754.63600999999;3894.74466971;25466.816246783543;30256.0639626099;10333.932928907403;-3728.14913772242;0;6885.126325;06.04.2022
Bremen;2017;" LAK3)";160527.537690215;84273.2883;3825.77515474;25517.533149165447;41712.8885626369;10332.969834401569;-11785.3600707289;0;6650.44276;03.02.2022
Bremen;2018;" LAK3)";152613.457714756;79115.23730929449;4736.542288484157;24177.378490094423;34582.8080782625;9932.969268125793;-6010.31414200574;0;6078.8364225000005;14.12.2021
Bremen;2019;;143181.031163913;68933.264;3541.25811856;25261.360155264094;35706.5961738075;9398.68880525406;-4978.22097897291;0;5318.08489;14.12.2021
Bremen;2020;" p)";124535.763238736;50595.987536;2454.14946788;23399.770190210213;32373.6366722428;9569.805690749628;654.954511653457;0;5487.45917;22.06.2022
Hamburg;1990;" LAK3)";239642.537032148;13159.292;556.852;133116.93599999996;49940.832;1958.3958768575699;39995.4052373856;0;914.823917905046;30.06.2022
Hamburg;1991;;260288.496669374;16148.708;644.776;140619.78399999999;60872.716;2033.9751999999999;39054.0705432125;0;914.466926161369;30.06.2022
Hamburg;1992;;245519.250232558;15474.624;644.776;128896.58400000006;56154.128;1957.4494817457798;41477.4957629818;0;914.192987830519;30.06.2022
Hamburg;1993;;253736.543021767;18610.58;644.776;129746.51599999999;60521.02;1959.3054709346998;41338.9152368758;0;915.430313956466;30.06.2022
Hamburg;1994;;247241.839694073;17027.948;556.852;125760.62800000003;60755.484;1957.5726623327;40269.0799235182;0;914.275108221798;30.06.2022
Hamburg;1995;;250776;14262;389;128791;63472;2460.2;40173;0;1228.8;30.06.2022
Hamburg;1996;;267040;16643;389;131732;75595;2486.6;38984;0;1210.4;30.06.2022
Hamburg;1997;;258994;15275;441;129327;71800;2651.2;38185;0;1314.8;30.06.2022
Hamburg;1998;;;;;;;;;;;
Hamburg;1999;;;;;;;;;;;
Hamburg;2000;;;;;;;;;;;
Hamburg;2001;;;;;;;;;;;
Hamburg;2002;;;;;;;;;;;
Hamburg;2003;" LAK3)";247874.911272752;13823.7961988431;190.91619;104986.25025038514;71958.0431504297;5426.154503819419;42105.148489275;0;9384.60249;30.06.2022
Hamburg;2004;" LAK3)";247712.678590046;13416.49785;208.85086;106027.42999873351;67718.1029107221;6923.086822530783;42851.4716480596;0;10567.2385;30.06.2022
Hamburg;2005;" LAK3)";249572.052149023;12398.697278;163.340149;110513.62801256591;63101.5648844213;8534.596187169613;44059.7788003661;0;10800.4468375;30.06.2022
Hamburg;2006;" LAK3)";258757.622840802;11620.64521;245.604199;118272.91776521417;66842.2544349517;12688.916588890579;38150.2069177459;0;10937.077725;30.06.2022
Hamburg;2007;" LAK3)";250458.341089069;12982.95485;290.5489647271259;111269.36712580251;61603.8242730627;14366.141058117331;39387.7134398596;0;10557.7913775;30.06.2022
Hamburg;2008;" LAK3)";243603.592840764;12132.570334;277.00118000000003;101476.73235525312;64867.8343887865;12721.4296281453;41566.7105920788;0;10561.3143625;30.06.2022
Hamburg;2009;" LAK3)";240538.621534475;13157.098539;406.005316;101364.58328612066;64810.9049547677;13362.573170936543;36432.0681276496;0;11005.38814;30.06.2022
Hamburg;2010;" LAK3)";258942.216480869;13358.873865;562.131181;111508.57391896764;69398.7629636572;12785.888000963267;40282.0664712799;0;11045.92008;30.06.2022
Hamburg;2011;" LAK3)";242507.731335037;13725.86972076;491.44739300000003;102407.76941521426;63326.1415486057;12258.672659376518;39995.3157980803;0;10302.5148;30.06.2022
Hamburg;2012;" LAK3)";243500.971923204;12809.870071999998;389.100664;103193.99026415279;63513.6477376449;12664.745766494369;40192.6417389114;0;10736.97568;30.06.2022
Hamburg;2013;" LAK3)";241554.825613802;13880.376900000001;423.09659800000003;97244.68614523458;68508.280682;11483.52181705226;39520.7459063163;0;10494.117565199998;30.06.2022
Hamburg;2014;" LAK3)";243087.441107337;29004.883987999998;438.887278;95464.17225339456;61872.3965428055;12515.024222467931;33711.3558516689;0;10080.720971;30.06.2022
Hamburg;2015;" LAK3)";260965.003653455;60715.43263;311.582259;93125.20793602118;64214.5860064291;12625.563692777458;19684.3338574278;0;10288.2972718;30.06.2022
Hamburg;2016;" LAK3)";268902.315325439;70997.29129400001;385.69764416;96575.32784413967;64094.9942153938;11834.95613669737;14952.7196790483;0;10061.328512;30.06.2022
Hamburg;2017;" LAK3)";272525.454194176;75364.13448263239;363.6999753;97879.54241212776;65228.9373977902;12220.303439856925;11538.0509024686;0;9930.785584;30.06.2022
Hamburg;2018;" LAK3)";278955.063037865;78117.07470399998;349.54123216;99329.68791121122;68181.6114896508;13240.863372676913;9833.25030816622;0;9903.034020000001;30.06.2022
Hamburg;2019;" LAK3)";268233.840220018;60810.8669156765;342.27952367999995;102299.41878614912;66025.2525171936;13247.113839327156;15463.466867416;0;10045.44177057542;30.06.2022
Hamburg;2020;" p)";235862.09025666;28060.5267337485;321.04585180000004;90695.33289281838;64969.5739472298;13301.168115395396;28606.1342427963;0;9908.30847287159;30.06.2022
Hessen;1990;;929860;53952;16390;469093;178433;8336;39027;164628;0;31.07.2007
Hessen;1991;;959229;66218;14415;497944;192943;8834;52637;126239;0;08.03.2007
Hessen;1992;;993808;62059;8583;516777;187462;9039;40710;169177;0;09.06.2009
Hessen;1993;;1018258;73189;8181;524212;193135;9024;27670;182846;0;21.09.2009
Hessen;1994;;1007927;85164;8170;511856.30600000004;190421;9258;23539;179519;0;12.05.2003
Hessen;1995;;988380;87500;7094;510669;205741;9532;47354;120490;0;06.03.2006
Hessen;1996;;1050905;98236;8708;535700;220026;7811;42829;137595;0;06.03.2006
Hessen;1997;;1063685;81032;7793;533002;215011;8465;26798;191584;0;03.12.2002
Hessen;1998;;1073441;91515;6890;520199;213616;8586;21208;211427;0;03.12.2002
Hessen;1999;;1029955;75510;5638;510235;215138;7979;29904;185551;0;03.12.2002
