,Kennziffer,Raumeinheit,Aggregated,Neubauwohnungen je Einwohner_1996,Neubauwohnungen je Einwohner_1997,Neubauwohnungen je Einwohner_1998,Neubauwohnungen je Einwohner_1999,Neubauwohnungen je Einwohner_2000,Neubauwohnungen je Einwohner_2001,Neubauwohnungen je Einwohner_2002,Neubauwohnungen je Einwohner_2003,Neubauwohnungen je Einwohner_2004,Neubauwohnungen je Einwohner_2005,Neubauwohnungen je Einwohner_2006,Neubauwohnungen je Einwohner_2007,Neubauwohnungen je Einwohner_2008,Neubauwohnungen je Einwohner_2009,Neubauwohnungen je Einwohner_2010,Neubauwohnungen je Einwohner_2011,Neubauwohnungen je Einwohner_2012,Neubauwohnungen je Einwohner_2013,Neubauwohnungen je Einwohner_2014,Neubauwohnungen je Einwohner_2015,Neubauwohnungen je Einwohner_2016,Neubauwohnungen je Einwohner_2017,Neubauwohnungen je Einwohner_2018,Neubauwohnungen je Einwohner_2019,Neubauwohnungen in Ein- und Zweifamilienhäusern je Einwohner_2000,Neubauwohnungen in Ein- und Zweifamilienhäusern je Einwohner_2001,Neubauwohnungen in Ein- und Zweifamilienhäusern je Einwohner_2015,Neubauwohnungen in Ein- und Zweifamilienhäusern je Einwohner_2016,Neubauwohnungen in Ein- und Zweifamilienhäusern je Einwohner_2017,Neubauwohnungen in Ein- und Zweifamilienhäusern je Einwohner_2018,Neubauwohnungen in Ein- und Zweifamilienhäusern je Einwohner_2019,Fertiggestellte Wohngebäude mit erneuerbarer Heizenergie_2016,Fertiggestellte Wohngebäude mit erneuerbarer Heizenergie_2017,Fertiggestellte Wohngebäude mit erneuerbarer Heizenergie_2018,Fertiggestellte Wohngebäude mit erneuerbarer Heizenergie_2019,Fertiggestellte Wohnungen mit erneuerbarer Heizenergie_2017,Fertiggestellte Wohnungen mit erneuerbarer Heizenergie_2018,Fertiggestellte Wohnungen mit erneuerbarer Heizenergie_2019,Nahversorgung Haltestellen des ÖV Durchschnittsdistanz_2018,Nahversorgung Haltestellen des ÖV Anteil der Bev. 1km Radius_2018,Pkw-Dichte_1995,Pkw-Dichte_1996,Pkw-Dichte_1997,Pkw-Dichte_1998,Pkw-Dichte_1999,Pkw-Dichte_2000,Pkw-Dichte_2001,Pkw-Dichte_2002,Pkw-Dichte_2003,Pkw-Dichte_2004,Pkw-Dichte_2005,Pkw-Dichte_2006,Pkw-Dichte_2007,Pkw-Dichte_2008,Pkw-Dichte_2009,Pkw-Dichte_2010,Pkw-Dichte_2011,Pkw-Dichte_2012,Pkw-Dichte_2013,Pkw-Dichte_2014,Pkw-Dichte_2015,Pkw-Dichte_2016,Pkw-Dichte_2017,Pkw-Dichte_2018,Pkw-Dichte_2019,Ländlichkeit_2019,Einwohnerdichte_1996,Einwohnerdichte_2000,Einwohnerdichte_2004,Einwohnerdichte_2008,Einwohnerdichte_2009,Einwohnerdichte_2010,Einwohnerdichte_2011,Einwohnerdichte_2012,Einwohnerdichte_2013,Einwohnerdichte_2014,Einwohnerdichte_2015,Einwohnerdichte_2016,Einwohnerdichte_2017,Einwohnerdichte_2018,Einwohnerdichte_2019,Siedlungs- und Verkehrsfläche_2016,Siedlungs- und Verkehrsfläche_2017,Siedlungs- und Verkehrsfläche_2018,Siedlungs- und Verkehrsfläche_2019,Bevölkerung gesamt_1995,Bevölkerung gesamt_1996,Bevölkerung gesamt_1997,Bevölkerung gesamt_1998,Bevölkerung gesamt_1999,Bevölkerung gesamt_2000,Bevölkerung gesamt_2001,Bevölkerung gesamt_2002,Bevölkerung gesamt_2003,Bevölkerung gesamt_2004,Bevölkerung gesamt_2005,Bevölkerung gesamt_2006,Bevölkerung gesamt_2007,Bevölkerung gesamt_2008,Bevölkerung gesamt_2009,Bevölkerung gesamt_2010,Bevölkerung gesamt_2011,Bevölkerung gesamt_2012,Bevölkerung gesamt_2013,Bevölkerung gesamt_2014,Bevölkerung gesamt_2015,Bevölkerung gesamt_2016,Bevölkerung gesamt_2017,Bevölkerung gesamt_2018,Bevölkerung gesamt_2019,Bodenfläche gesamt_1996,Bodenfläche gesamt_2000,Bodenfläche gesamt_2004,Bodenfläche gesamt_2008,Bodenfläche gesamt_2009,Bodenfläche gesamt_2010,Bodenfläche gesamt_2011,Bodenfläche gesamt_2012,Bodenfläche gesamt_2013,Bodenfläche gesamt_2014,Bodenfläche gesamt_2015,Bodenfläche gesamt_2016,Bodenfläche gesamt_2017,Bodenfläche gesamt_2018,Bodenfläche gesamt_2019,neubauwohnungen_2018,neubauwohnungen_erneuerbareheiz_2018,neubauwohngebäude_erneuerbareheiz_2018,neubauwohnungen_2019,neubauwohnungen_erneuerbareheiz_2019,neubauwohngebäude_erneuerbareheiz_2019
168,7331,Alzey-Worms,Landkreis,"8,55","6,12","5,34","7,32","5,60","6,90","3,77","4,61","5,23","4,77","2,64","2,52","5,65","1,93","1,84","1,56","2,97","2,75","3,47","2,95","3,32","3,34",3.73,3.01,"3,59","5,53","2,11","1,91","2,18","1,61","1,39","30,38","54,20",0.5411,0.5761,"48,29",0.31579999999999997,0.4929,"476,00","90,00","539,76","544,44","548,14","552,52","553,89","563,68","580,11","587,06","591,93","600,45","611,44","627,00","636,50","569,98","578,62","588,46","595,80","606,56","614,26","616,20","619,21","623,05","630,86","637,47","646,55","19,18","201,46","211,15","215,62","212,95","212,13","212,13","212,72","212,83","212,90","214,23","216,40","218,00","218,54","219,78","220,53","15,17","15,18","15,24","15,31",116.712,118.484,120.218,121.428,123.113,124.183,125.303,126.103,126.772,126.814,126.328,126.058,125.697,125.244,124.758,124.760,125.109,125.173,125.213,125.998,127.274,128.197,128.519,129244,129687,588.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0,588.0,482080.12,152240.901896,260853.55293200002,390357.87,192407.394123,224885.16890699998
169,7332,Bad Dürkheim,Landkreis,"7,37","10,90","6,30","8,53","7,54","3,87","3,61","3,38","3,84","4,00","3,54","2,61","3,41","2,65","1,76","2,38","2,42","2,75","3,41","2,68","3,43","3,07",2.68,2.82,"4,37","2,55","1,47","1,77","1,76","1,63","1,51","35,68","38,08",0.46380000000000005,0.4646,"31,77",0.4484,0.4739,"292,00","98,00","557,15","562,97","566,99","571,62","575,22","582,68","595,58","602,08","609,06","618,35","621,48","632,74","640,72","581,54","585,94","595,07","612,82","621,09","627,66","632,26","636,82","644,15","655,11","664,97","674,41","9,14","221,25","224,97","227,07","224,57","223,68","223,18","220,10","220,11","220,31","221,14","222,27","223,60","223,23","223,09","223,11","12,97","12,96","12,88","12,88",130.558,131.602,132.432,133.027,133.517,133.815,134.303,134.726,134.818,135.061,135.116,134.628,134.341,133.576,133.052,132.757,130.920,130.927,131.041,131.530,132.203,132.960,132.739,132660,132671,595.0,595.0,595.0,595.0,595.0,595.0,595.0,595.0,595.0,595.0,595.0,595.0,595.0,595.0,595.0,355528.80000000005,159419.11392000003,164894.25744000004,374132.22,177301.259058,173821.829412
170,7333,Donnersbergkreis,Landkreis,"7,28","8,81","8,79","8,32","6,44","5,58","5,12","4,61","3,62","3,60","3,80","3,60","2,92","1,23","1,17","1,58","0,97","2,18","1,99","1,79","1,90","1,84",1.92,1.67,"4,50","4,23","1,48","1,26","1,20","1,40","0,93","44,44","51,16",0.5149,0.5146999999999999,"43,75",0.44780000000000003,0.31620000000000004,"331,00","97,00","531,66","542,56","550,89","549,77","553,41","562,85","579,71","587,19","593,08","598,08","611,98","619,04","630,17","559,19","566,96","581,50","589,63","600,28","607,79","612,02","616,44","624,62","636,93","648,10","653,85","66,56","118,95","121,46","122,88","119,84","118,63","117,55","117,46","116,98","116,49","116,13","116,55","116,52","116,36","116,36","116,71","10,75","10,79","10,81","10,86",76.302,76.777,77.279,77.815,78.258,78.401,78.740,78.942,79.215,79.317,78.825,78.320,77.877,77.350,76.571,75.878,75.822,75.508,75.192,74.962,75.230,75.203,75.102,75101,75325,645.0,645.0,645.0,645.0,645.0,645.0,645.0,645.0,645.0,645.0,645.0,645.0,645.0,645.0,645.0,144193.91999999998,64570.037376,74245.449408,125792.75,39775.667550000006,64745.52842499999
171,7334,Germersheim,Landkreis,"9,28","8,15","6,75","6,53","5,21","5,42","4,85","4,50","5,11","4,30","4,56","3,93","2,68","2,75","2,35","3,22","2,89","3,36","3,48","3,10","4,15","3,97",4.49,1.05,"3,15","2,93","1,85","2,47","1,98","1,67","0,45","41,75","52,02",0.5023,0.5,"45,87",0.2991,0.2541,"378,00","99,00","535,94","538,18","537,49","540,94","547,20","556,95","579,19","591,88","599,37","602,04","614,80","623,26","626,16","556,75","563,83","571,86","584,18","590,45","595,18","600,57","602,39","609,01","617,39","624,39","634,52","14,05","259,11","266,29","270,58","271,13","269,78","269,48","268,30","269,58","270,71","272,51","274,74","276,71","277,30","278,59","278,45","16,06","16,08","16,12","16,18",118.836,120.032,121.539,122.139,123.003,123.362,124.380,124.669,124.852,125.348,125.268,125.425,125.822,125.603,124.982,124.838,124.294,124.889,125.434,126.266,127.303,128.205,128.477,129075,129013,463.0,463.0,463.0,463.0,463.0,463.0,463.0,463.0,463.0,463.0,463.0,463.0,463.0,463.0,463.0,579546.75,173342.432925,291106.332525,135463.65,34421.313465,67731.825
172,7335,Kaiserslautern,Landkreis,"6,34","7,18","6,19","10,52","8,99","7,28","6,99","6,23","5,72","7,20","5,93","3,97","4,51","2,46","1,81","2,23","3,44","3,75","3,58","3,27","4,02","2,25",1.64,1.91,"6,28","5,65","2,44","3,12","1,68","1,36","1,42","33,12","41,10",0.4265,0.4507,"31,74",0.4304,0.3743,"336,00","97,00","513,68","516,27","525,27","532,49","542,26","555,93","570,76","576,77","578,51","587,05","594,81","609,94","618,34","556,87","562,64","576,80","588,08","598,37","606,21","605,47","607,73","612,92","622,85","629,15","638,80","18,51","171,70","172,05","171,35","167,52","165,89","164,76","163,95","163,22","162,71","162,98","164,04","164,85","165,08","165,71","165,59","14,82","15,00","15,18","15,32",108.746,109.855,109.917,110.017,110.142,110.103,110.207,110.145,110.029,109.637,109.202,108.364,107.875,107.192,106.149,105.428,104.910,104.443,104.117,104.288,104.966,105.504,105.649,106057,105979,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,173933.47999999998,74860.96979199999,74182.62921999999,202419.88999999998,75765.76482699999,91230.64442299999
173,7336,Kusel,Landkreis,"6,18","7,30","6,69","2,45","10,59","6,34","5,25","4,56","4,13","4,29","2,45","3,34","2,76","2,74","0,80","1,13","1,55","2,12","2,82","1,45","2,37","2,46",1.79,2.56,"7,73","3,58","1,31","1,69","2,06","1,59","1,17","47,01","60,87",0.4951,0.6125,"54,12",0.4917,0.4907,"328,00","97,00","529,58","537,72","544,07","552,37","560,57","573,37","592,70","601,59","607,09","614,09","622,95","638,08","651,20","583,85","591,17","601,36","609,53","621,51","630,72","634,48","637,38","642,58","651,07","660,79","670,39","58,55","138,77","137,21","134,60","129,04","127,85","126,62","126,37","125,17","124,00","123,63","123,83","123,60","123,37","122,95","122,42","12,12","12,11","12,13","12,31",79.402,79.578,79.611,79.489,79.184,78.685,78.530,78.111,77.667,77.184,76.541,75.809,74.876,73.987,73.306,72.602,72.458,71.766,71.098,70.883,70.997,70.899,70.764,70526,70219,573.0,573.0,573.0,573.0,573.0,573.0,573.0,573.0,573.0,573.0,573.0,574.0,574.0,574.0,574.0,126241.54000000001,62072.965218000005,62502.186454,179760.64,88208.54604800002,110103.39200000002
174,7337,Südliche Weinstraße,Landkreis,"5,60","10,54","6,98","8,49","4,18","4,59","4,82","3,75","4,38","3,81","5,69","4,37","2,68","3,66","2,18","3,03","2,94","3,16","3,93","3,54","4,27","2,56",3.78,3.37,"2,49","2,31","1,70","2,57","1,15","2,15","1,87","40,15","37,69",0.5575,0.5602,"25,34",0.5621,0.49520000000000003,"320,00","96,00","550,35","552,57","559,41","564,71","567,62","578,06","598,52","603,93","608,47","613,52","624,21","640,19","646,87","586,22","592,38","602,56","617,91","625,53","635,20","638,68","644,35","652,48","665,43","675,54","685,07","37,02","168,22","170,94","173,37","171,33","170,56","170,36","169,26","169,97","170,40","171,50","172,74","173,27","172,87","172,45","172,71","12,40","12,35","12,37","12,36",106.835,107.637,108.179,108.330,109.028,109.375,109.694,110.276,110.524,110.938,110.639,110.211,109.957,109.625,109.133,109.002,108.300,108.752,109.026,109.735,110.526,110.885,110.622,110356,110521,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,417145.68,234477.58672800002,232558.71659999999,372455.77,184440.09730400002,208649.72235400003
175,7338,Rhein-Pfalz-Kreis,Landkreis,"8,28","6,40","5,30","5,65","8,78","5,36","4,13","4,29","4,30","4,16","4,53","3,16","3,43","2,73","2,42","2,80","2,83","3,75","4,07","4,10","4,50","4,00",4.2,3.84,"3,47","2,65","2,49","2,50","1,73","1,85","1,54","25,94","37,36",0.4493,0.4571,"25,30",0.37060000000000004,0.24309999999999998,"261,00","99,00","550,54","556,54","562,86","568,19","569,59","575,52","588,84","592,10","595,99","602,35","607,27","622,27","633,54","577,68","583,37","592,79","605,63","612,47","619,20","622,98","626,21","629,48","636,71","643,64","651,39","0,00","474,19","482,11","487,81","488,90","487,75","486,90","483,18","485,58","488,84","492,07","496,97","501,80","503,72","505,59","506,93","22,36","22,50","22,47","22,55",143.416,144.571,145.613,145.739,146.479,146.986,147.396,148.060,148.270,148.718,148.902,149.187,149.202,149.084,148.733,148.475,147.341,148.079,149.068,150.051,151.546,153.043,153.629,154201,154609,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,305.0,647644.2000000001,240016.94052000006,290986.53906000004,593698.5599999999,144328.11993599997,271379.61177599995
176,7339,Mainz-Bingen,Landkreis,"8,10","8,33","4,53","5,65","5,09","4,30","4,28","4,57","4,42","4,60","4,57","4,05","3,99","2,99","2,35","2,72","2,58","3,35","3,00","2,96","2,89","5,43",7.69,10.22,"3,09","2,63","1,16","1,26","3,11","3,92","3,85","39,93","37,56",0.4618,0.4769,"33,93",0.3996,0.38270000000000004,"328,00","97,00","549,55","555,81","563,40","565,83","568,66","701,41","790,66","777,97","757,81","667,99","624,89","629,14","638,34","577,04","578,15","585,83","599,94","608,46","616,71","623,36","621,06","629,58","640,09","647,28","657,29","7,13","312,55","320,34","330,16","332,49","332,79","334,00","332,27","333,85","335,69","337,63","344,62","345,55","346,55","348,37","349,24","18,50","18,52","18,64","18,72",187.361,189.358,190.620,191.750,193.066,194.156,196.072,197.739,198.824,200.112,200.486,200.938,201.451,201.410,201.583,202.310,201.264,202.222,203.338,204.514,208.749,209.184,209.785,210889,211417,606.0,606.0,606.0,606.0,606.0,606.0,606.0,606.0,606.0,606.0,606.0,605.0,605.0,605.0,605.0,1621736.4100000001,648045.8694360001,748917.8741380001,2160681.74,826892.9018980002,1030429.1218060001
177,7340,Südwestpfalz,Landkreis,"5,67","6,09","4,89","5,67","5,51","3,87","4,65","4,37","3,52","4,46","3,07","2,41","2,14","1,95","1,16","1,83","2,14","2,24","1,65","1,73","1,27","0,91",2.34,1.82,"3,81","2,81","1,25","1,18","0,86","2,01","1,31","54,13","60,81",0.5852,0.6148,"58,54",0.5735,0.5821999999999999,"461,00","92,00","543,51","548,07","556,70","565,29","572,08","585,65","601,52","608,99","614,04","622,68","633,45","648,00","662,63","596,55","601,69","615,11","629,25","640,90","651,20","654,60","659,79","671,13","681,46","691,10","700,65","100,00","110,86","110,50","109,06","105,39","104,44","103,69","102,77","101,90","101,29","101,10","101,16","100,64","100,13","99,75","99,45","9,78","9,78","9,86","9,87",105.187,105.730,105.843,105.842,105.728,105.378,105.271,105.168,104.730,104.018,103.309,102.512,101.596,100.508,99.605,98.887,98.008,97.180,96.599,96.410,96.474,95.957,95.474,95113,94831,954.0,954.0,954.0,954.0,954.0,954.0,954.0,954.0,954.0,954.0,954.0,954.0,954.0,954.0,954.0,222564.41999999998,127640.69486999999,130244.698584,172592.42,100483.306924,106109.819816
178,8111,"Stuttgart, Stadt",kreisfreie Stadt,"4,10","3,99","4,11","3,59","3,00","1,88","1,58","1,55","2,01","1,89","2,52","2,11","2,19","2,58","2,56","2,40","3,15","2,48","3,13","3,41","3,38","3,36",2.91,2.34,"0,65","0,43","0,28","0,16","0,14","0,27","0,11","42,11","34,10",0.5313,0.4276,"25,00",0.4053,0.2527,"222,00","100,00","475,91","475,27","478,94","481,99","484,70","495,62","516,34","525,17","526,58","525,20","529,15","529,28","525,72","451,82","453,41","447,88","462,27","464,27","465,58","463,64","462,73","468,07","471,24","474,94","474,58","0,00","2.824,06","2.815,76","2.848,46","2.893,99","2.901,60","2.925,43","2.850,33","2.883,72","2.914,38","2.953,66","3.008,14","3.029,14","3.051,57","3.061,93","3.067,14","51,62","51,70","51,73","51,73",585.604,585.540,585.274,581.961,582.443,583.875,587.152,588.477,589.161,590.657,592.569,593.923,597.176,600.068,601.646,606.588,591.015,597.939,604.297,612.441,623.738,628.032,632.743,634830,635911,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,207.0,1847355.3,748733.10309,981499.87089,1488031.74,376025.62069799996,636282.3720239999
179,8115,Böblingen,Landkreis,"7,65","5,58","6,51","6,55","6,40","4,50","4,20","3,94","4,46","4,48","4,43","4,45","3,38","2,93","2,45","3,26","2,60","5,02","4,05","4,04","4,71","3,99",3.42,2.84,"3,36","2,13","1,42","1,36","1,42","1,05","0,89","51,96","55,50",0.6637000000000001,0.7861,"38,43",0.5224,0.6984,"260,00","99,00","556,65","560,01","565,99","561,31","568,11","586,06","607,52","621,44","628,22","631,71","645,77","652,14","646,50","569,27","578,54","593,64","601,01","606,56","611,25","615,54","615,25","619,75","627,38","633,95","644,08","0,00","573,91","590,75","602,29","603,44","601,47","601,11","589,88","594,36","599,51","605,81","617,14","624,65","630,58","633,97","635,86","22,75","22,84","22,89","22,96",351.027,354.580,356.164,359.205,362.048,364.986,367.830,370.337,371.678,372.113,372.155,372.228,372.755,372.827,371.616,371.396,364.458,367.208,370.392,374.279,381.281,385.888,389.548,391640,392807,618.0,618.0,618.0,618.0,618.0,618.0,618.0,618.0,618.0,618.0,618.0,618.0,618.0,618.0,618.0,1339408.8,699707.15712,888965.6205600001,1115571.88,779115.4009919999,876951.054868
180,8116,Esslingen,Landkreis,"7,49","6,24","5,10","5,59","4,65","4,42","3,97","3,33","3,60","3,78","3,93","3,35","3,00","2,52","2,56","2,42","3,60","2,15","3,27","3,52","3,15","2,53",2.95,3.05,"2,07","1,91","0,86","0,99","0,84","0,82","0,83","53,93","59,75",0.6325999999999999,0.6762999999999999,"39,46",0.48219999999999996,0.6063000000000001,"223,00","100,00","551,42","554,00","559,03","559,23","562,67","573,04","586,82","592,26","596,12","598,14","601,54","609,66","612,99","552,83","555,28","557,21","572,92","578,21","583,41","586,47","587,94","593,46","600,85","608,59","616,23","0,00","768,33","780,53","799,86","802,28","801,44","802,57","787,18","792,82","798,59","805,60","817,06","824,59","830,29","832,49","834,31","24,83","24,88","24,90","24,92",490.169,492.851,493.131,494.686,497.826,500.666,505.340,509.495,511.564,513.105,514.245,514.108,514.503,514.646,514.109,514.830,504.961,508.577,512.279,516.779,524.127,528.792,532.447,533859,535024,641.0,641.0,641.0,641.0,641.0,641.0,641.0,641.0,641.0,641.0,641.0,641.0,641.0,641.0,641.0,1574884.05,759409.0889099999,996271.6500299999,1631823.2,989374.4061600001,1103602.0301599998
181,8117,Göppingen,Landkreis,"7,14","5,72","5,14","4,76","4,47","3,12","3,70","2,71","2,96","2,60","3,18","2,00","1,90","1,74","1,30","1,90","2,19","1,70","2,39","2,98","2,91","2,03",4.11,2.68,"2,36","1,82","1,22","1,12","0,97","1,27","1,02","62,23","65,27",0.6448,0.703,"47,94",0.5851,0.46880000000000005,"251,00","99,00","522,34","527,78","532,46","533,82","537,85","547,74","566,18","572,65","578,21","588,78","592,91","602,87","612,40","544,63","551,84","559,53","579,07","587,74","594,05","600,03","603,65","609,04","617,13","626,08","634,42","4,73","398,05","399,78","402,41","396,71","394,67","393,15","384,82","385,82","387,34","389,37","393,47","396,39","399,08","400,49","401,88","16,58","16,66","16,72","16,78",255.203,255.669,254.929,255.207,256.136,256.792,257.651,258.488,258.707,258.492,257.783,256.967,255.807,254.833,253.522,252.548,247.194,247.835,248.813,250.117,252.749,254.618,256.345,257253,258145,642.0,642.0,642.0,642.0,642.0,642.0,642.0,642.0,642.0,642.0,642.0,642.0,642.0,642.0,642.0,1057309.83,618631.981533,681753.378384,691828.6000000001,324329.2476800001,486355.50580000004
182,8118,Ludwigsburg,Landkreis,"7,32","7,13","7,18","5,83","6,22","4,81","4,61","4,20","4,34","4,28","4,43","4,00","3,45","3,08","2,66","4,03","4,10","3,17","3,22","3,43","3,00","2,90",2.69,2.5,"2,57","2,04","1,10","0,88","0,81","0,90","0,78","48,74","49,50",0.6265999999999999,0.6729,"37,78",0.4927,0.5434,"232,00","100,00","529,32","533,62","541,68","541,95","545,28","555,86","569,50","576,02","579,10","584,15","588,09","596,46","600,15","537,53","540,64","546,28","560,88","566,00","570,47","573,98","576,12","583,56","589,71","597,17","604,11","0,00","709,66","724,75","745,22","751,14","752,56","754,18","745,59","752,38","759,49","766,39","777,59","783,23","790,12","792,09","794,19","24,50","24,81","24,88","24,93",485.831,487.784,489.007,491.690,495.443,497.764,503.229,507.043,509.681,511.830,513.317,513.998,515.146,515.898,516.874,517.985,512.086,516.748,521.633,526.377,534.074,537.902,542.630,543984,545423,687.0,687.0,687.0,687.0,687.0,687.0,687.0,687.0,687.0,687.0,687.0,687.0,687.0,687.0,687.0,1463316.96,720976.266192,916914.4071359999,1363557.5,740957.1455,917537.84175
183,8119,Rems-Murr-Kreis,Landkreis,"7,91","6,55","6,44","5,42","5,66","4,26","3,98","3,63","3,66","3,87","3,41","3,38","2,62","2,68","2,22","2,51","2,79","2,83","3,37","3,05","3,04","2,44",3.04,2.82,"2,54","2,24","1,32","0,92","0,93","1,05","1,03","46,93","62,09",0.6890999999999999,0.6317,"45,27",0.515,0.4557,"285,00","97,00","526,39","531,28","535,26","535,41","538,70","550,51","567,24","572,73","577,14","580,23","585,73","597,24","602,24","537,39","540,11","544,99","563,57","570,93","577,82","582,31","583,44","590,36","599,06","606,52","613,33","4,01","468,01","476,96","486,47","485,07","484,42","484,13","474,46","476,41","478,97","482,46","488,80","492,61","495,15","496,64","497,91","17,77","17,84","17,91","17,97",399.116,401.635,403.108,404.378,407.213,409.296,412.959,415.764,416.635,417.463,417.697,417.609,417.131,416.255,415.696,415.448,407.150,408.827,411.025,414.016,419.456,422.698,424.878,426158,427248,858.0,858.0,858.0,858.0,858.0,858.0,858.0,858.0,858.0,858.0,858.0,858.0,858.0,858.0,858.0,1295520.32,667192.9648000001,892743.052512,1204839.3599999999,549045.296352,761097.023712
184,8121,"Heilbronn, Stadt",kreisfreie Stadt,"5,09","3,88","2,26","3,38","2,25","3,59","3,23","2,40","4,16","3,12","2,21","1,99","2,45","1,12","1,58","1,65","2,49","2,38","4,13","5,92","5,51","2,58",4.16,7.38,"0,60","1,56","0,59","0,48","0,43","0,45","0,55","48,75","55,00",0.6409999999999999,0.602,"29,03",0.42950000000000005,0.3389,"191,00","100,00","515,99","542,79","555,96","532,51","536,03","547,03","555,22","566,59","584,67","577,05","569,30","552,21","553,06","476,82","472,38","474,09","503,02","510,00","513,86","507,91","504,13","510,75","515,82","521,20","526,98","0,00","1.217,14","1.194,48","1.214,66","1.222,45","1.225,62","1.230,27","1.168,56","1.176,72","1.182,64","1.199,85","1.227,14","1.239,07","1.252,51","1.260,99","1.267,19","35,92","36,03","36,07","36,10",121.509,121.556,120.987,120.012,119.526,119.305,120.163,120.683,120.705,121.320,121.613,121.384,121.627,122.098,122.415,122.879,116.716,117.531,118.122,119.841,122.567,123.771,125.113,125960,126592,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,523993.60000000003,225055.25120000003,335879.89759999997,934248.96,316616.97254399996,562417.8739199999
185,8125,Heilbronn,Landkreis,"10,37","8,14","8,80","8,17","6,94","5,25","4,24","3,99","4,27","4,12","4,26","3,37","2,64","2,21","2,33","2,83","3,77","3,40","3,26","3,86","4,11","3,79",4.33,3.95,"4,37","3,04","2,00","2,10","1,78","2,03","1,62","62,23","66,17",0.7338,0.7648,"56,92",0.6993,0.6658,"335,00","98,00","548,90","554,22","575,87","572,04","571,30","583,08","608,70","619,03","622,76","623,72","632,02","648,78","656,44","585,91","597,90","595,61","616,84","629,78","640,34","640,53","643,29","649,58","670,28","684,87","701,00","3,85","279,49","291,80","298,98","299,78","299,16","298,53","293,81","295,06","296,41","299,34","304,01","306,91","309,82","311,91","313,17","17,60","17,67","17,72","17,79",303.513,307.315,310.619,313.874,317.578,320.955,324.043,326.229,327.540,328.866,329.503,329.979,330.302,329.743,329.054,328.364,323.168,324.543,326.035,329.250,334.388,337.571,340.772,343068,344456,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1.1,1485484.44,1038799.268892,1090048.482072,1360601.2,905888.2789599999,1040587.79776
186,8126,Hohenlohekreis,Landkreis,"8,56","7,95","7,57","7,53","6,75","5,55","5,20","5,58","4,02","4,02","5,05","3,79","2,73","2,89","2,08","2,98","3,49","4,64","3,40","4,39","3,72","5,57",4.34,6.28,"4,73","4,20","1,61","1,65","2,41","2,47","2,33","74,59","81,11",0.7386,0.8109000000000001,"76,64",0.6806,0.7086,"374,00","93,00","573,54","591,60","601,24","603,05","610,88","616,07","634,09","642,35","645,65","653,17","664,24","677,55","687,21","610,60","618,32","626,78","649,76","661,68","670,16","673,74","680,43","691,70","703,24","714,09","727,83","28,72","135,52","138,72","141,30","140,97","140,36","140,21","138,01","138,39","138,87","140,09","141,85","142,50","143,41","144,20","145,03","13,18","13,31","13,40","13,47",104.347,105.257,105.493,106.130,106.930,107.754,108.920,109.519,109.755,109.756,109.718,109.717,109.900,109.499,109.028,108.913,107.200,107.498,107.866,108.816,110.181,110.689,111.392,112010,112655,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,777.0,486123.39999999997,330855.58603999997,359050.74324,707473.4,501315.65124000004,573690.18006
187,8127,Schwäbisch Hall,Landkreis,"8,90","8,01","6,48","5,54","5,44","4,51","4,24","4,19","3,99","3,74","3,60","3,24","2,14","2,32","3,09","3,25","2,94","3,12","3,89","4,11","4,77","4,39",4.42,4.43,"4,13","3,53","2,47","2,27","2,43","2,19","2,24","52,20","51,72",0.6045,0.5913,"38,27",0.5008,0.5887,"529,00","88,00","520,02","524,32","528,04","532,91","537,95","548,30","566,30","573,75","578,17","580,10","587,38","604,44","615,15","549,41","555,66","565,24","581,04","591,40","600,31","606,07","609,58","618,71","628,63","635,38","645,02","48,65","122,94","125,15","127,38","127,46","127,15","126,97","125,62","125,96","126,47","127,34","129,12","130,02","130,86","131,98","132,58","11,78","11,88","11,92","11,98",180.648,182.460,183.311,183.960,184.819,185.729,186.967,188.229,188.563,189.041,189.580,189.346,189.288,189.158,188.694,188.420,186.427,186.928,187.682,188.974,191.614,192.958,194.203,195861,196761,1.484,1.484,1.484,1.484,1.484,1.484,1.484,1.484,1.484,1.484,1.484,1.484,1.484,1.484,1.484,865705.62,433545.374496,523319.04729,871651.23,513141.079101,515407.37229900004
