,Kennziffer,Raumeinheit,Aggregated,Neubauwohnungen je Einwohner_1996,Neubauwohnungen je Einwohner_1997,Neubauwohnungen je Einwohner_1998,Neubauwohnungen je Einwohner_1999,Neubauwohnungen je Einwohner_2000,Neubauwohnungen je Einwohner_2001,Neubauwohnungen je Einwohner_2002,Neubauwohnungen je Einwohner_2003,Neubauwohnungen je Einwohner_2004,Neubauwohnungen je Einwohner_2005,Neubauwohnungen je Einwohner_2006,Neubauwohnungen je Einwohner_2007,Neubauwohnungen je Einwohner_2008,Neubauwohnungen je Einwohner_2009,Neubauwohnungen je Einwohner_2010,Neubauwohnungen je Einwohner_2011,Neubauwohnungen je Einwohner_2012,Neubauwohnungen je Einwohner_2013,Neubauwohnungen je Einwohner_2014,Neubauwohnungen je Einwohner_2015,Neubauwohnungen je Einwohner_2016,Neubauwohnungen je Einwohner_2017,Neubauwohnungen je Einwohner_2018,Neubauwohnungen je Einwohner_2019,Neubauwohnungen in Ein- und Zweifamilienhäusern je Einwohner_2000,Neubauwohnungen in Ein- und Zweifamilienhäusern je Einwohner_2001,Neubauwohnungen in Ein- und Zweifamilienhäusern je Einwohner_2015,Neubauwohnungen in Ein- und Zweifamilienhäusern je Einwohner_2016,Neubauwohnungen in Ein- und Zweifamilienhäusern je Einwohner_2017,Neubauwohnungen in Ein- und Zweifamilienhäusern je Einwohner_2018,Neubauwohnungen in Ein- und Zweifamilienhäusern je Einwohner_2019,Fertiggestellte Wohngebäude mit erneuerbarer Heizenergie_2016,Fertiggestellte Wohngebäude mit erneuerbarer Heizenergie_2017,Fertiggestellte Wohngebäude mit erneuerbarer Heizenergie_2018,Fertiggestellte Wohngebäude mit erneuerbarer Heizenergie_2019,Fertiggestellte Wohnungen mit erneuerbarer Heizenergie_2017,Fertiggestellte Wohnungen mit erneuerbarer Heizenergie_2018,Fertiggestellte Wohnungen mit erneuerbarer Heizenergie_2019,Nahversorgung Haltestellen des ÖV Durchschnittsdistanz_2018,Nahversorgung Haltestellen des ÖV Anteil der Bev. 1km Radius_2018,Pkw-Dichte_1995,Pkw-Dichte_1996,Pkw-Dichte_1997,Pkw-Dichte_1998,Pkw-Dichte_1999,Pkw-Dichte_2000,Pkw-Dichte_2001,Pkw-Dichte_2002,Pkw-Dichte_2003,Pkw-Dichte_2004,Pkw-Dichte_2005,Pkw-Dichte_2006,Pkw-Dichte_2007,Pkw-Dichte_2008,Pkw-Dichte_2009,Pkw-Dichte_2010,Pkw-Dichte_2011,Pkw-Dichte_2012,Pkw-Dichte_2013,Pkw-Dichte_2014,Pkw-Dichte_2015,Pkw-Dichte_2016,Pkw-Dichte_2017,Pkw-Dichte_2018,Pkw-Dichte_2019,Ländlichkeit_2019,Einwohnerdichte_1996,Einwohnerdichte_2000,Einwohnerdichte_2004,Einwohnerdichte_2008,Einwohnerdichte_2009,Einwohnerdichte_2010,Einwohnerdichte_2011,Einwohnerdichte_2012,Einwohnerdichte_2013,Einwohnerdichte_2014,Einwohnerdichte_2015,Einwohnerdichte_2016,Einwohnerdichte_2017,Einwohnerdichte_2018,Einwohnerdichte_2019,Siedlungs- und Verkehrsfläche_2016,Siedlungs- und Verkehrsfläche_2017,Siedlungs- und Verkehrsfläche_2018,Siedlungs- und Verkehrsfläche_2019,Bevölkerung gesamt_1995,Bevölkerung gesamt_1996,Bevölkerung gesamt_1997,Bevölkerung gesamt_1998,Bevölkerung gesamt_1999,Bevölkerung gesamt_2000,Bevölkerung gesamt_2001,Bevölkerung gesamt_2002,Bevölkerung gesamt_2003,Bevölkerung gesamt_2004,Bevölkerung gesamt_2005,Bevölkerung gesamt_2006,Bevölkerung gesamt_2007,Bevölkerung gesamt_2008,Bevölkerung gesamt_2009,Bevölkerung gesamt_2010,Bevölkerung gesamt_2011,Bevölkerung gesamt_2012,Bevölkerung gesamt_2013,Bevölkerung gesamt_2014,Bevölkerung gesamt_2015,Bevölkerung gesamt_2016,Bevölkerung gesamt_2017,Bevölkerung gesamt_2018,Bevölkerung gesamt_2019,Bodenfläche gesamt_1996,Bodenfläche gesamt_2000,Bodenfläche gesamt_2004,Bodenfläche gesamt_2008,Bodenfläche gesamt_2009,Bodenfläche gesamt_2010,Bodenfläche gesamt_2011,Bodenfläche gesamt_2012,Bodenfläche gesamt_2013,Bodenfläche gesamt_2014,Bodenfläche gesamt_2015,Bodenfläche gesamt_2016,Bodenfläche gesamt_2017,Bodenfläche gesamt_2018,Bodenfläche gesamt_2019,neubauwohnungen_2018,neubauwohnungen_erneuerbareheiz_2018,neubauwohngebäude_erneuerbareheiz_2018,neubauwohnungen_2019,neubauwohnungen_erneuerbareheiz_2019,neubauwohngebäude_erneuerbareheiz_2019
122,6433,Groß-Gerau,Landkreis,"6,77","5,86","5,24","5,32","4,25","3,68","3,48","2,43","3,19","3,68","5,03","1,79","2,17","2,01","2,47","2,08","2,69","2,83","3,29","3,15","4,17","5,48",3.11,3.26,"1,72","1,29","1,17","1,11","1,38","0,70","0,65","38,13","49,63",0.4764,0.5485,"40,31",0.38270000000000004,0.4545,"226,00","99,00","554,19","559,20","574,25","591,04","615,24","614,34","622,89","615,35","633,35","649,63","644,41","642,76","635,49","558,05","555,08","555,68","569,83","573,15","570,99","574,72","582,40","596,76","608,24","628,68","630,74","0,00","545,18","550,20","556,85","559,71","559,76","562,60","557,93","562,59","567,93","575,65","587,24","593,88","599,08","605,98","608,63","23,68","23,74","23,84","23,85",244.964,247.014,247.412,247.499,248.190,249.266,250.478,252.020,251.633,252.283,251.905,252.133,253.013,253.576,253.599,254.887,252.770,254.883,257.301,260.793,266.042,269.045,271.403,274526,275726,453.0,453.0,453.0,453.0,453.0,453.0,453.0,453.0,453.0,453.0,453.0,453.0,453.0,453.0,453.0,853775.86,326740.02162200003,406738.81970399996,898866.7599999999,408534.94242,493028.4178599999
123,6434,Hochtaunuskreis,Landkreis,"6,50","6,48","5,38","5,89","2,35","5,84","4,01","3,67","1,92","2,04","2,97","2,13","1,93","1,51","1,97","2,02","1,66","1,18","2,99","2,37","2,19","2,67",3.18,2.3,"0,60","3,22","0,96","1,05","0,80","0,99","0,70","45,68","46,34",0.6008,0.6474,"30,21",0.4,0.345,"214,00","100,00","579,20","583,32","588,11","593,42","597,98","603,30","625,80","637,82","642,67","641,43","643,53","648,90","653,28","670,59","657,20","650,34","669,45","672,90","674,43","664,86","666,66","678,20","688,46","699,98","703,54","4,98","458,08","468,08","472,39","468,30","469,45","471,82","470,86","473,21","475,43","478,81","484,27","487,70","489,78","490,96","491,69","19,46","19,92","19,97","20,00",220.008,220.823,222.243,222.983,223.976,225.638,226.683,227.167,226.881,227.708,227.338,226.552,226.043,225.737,226.290,227.425,226.964,228.098,229.167,230.798,233.427,234.991,235.995,236564,236914,482.0,482.0,482.0,482.0,482.0,482.0,482.0,482.0,482.0,482.0,482.0,482.0,482.0,482.0,482.0,752273.52,300909.408,451965.93081600004,544902.2,187991.25899999996,352769.6842799999
124,6435,Main-Kinzig-Kreis,Landkreis,"5,41","6,03","5,73","3,89","4,82","3,69","3,39","2,69","2,88","2,84","3,33","2,56","2,57","1,82","1,94","2,24","2,18","2,39","2,41","1,93","2,03","2,70",0.97,4.59,"2,38","2,14","1,05","0,90","1,22","0,35","2,33","47,95","61,12",0.1188,0.6431999999999999,"45,21",0.12140000000000001,0.5282,"304,00","97,00","527,54","533,25","537,88","540,05","539,88","545,99","560,96","570,99","577,43","580,50","583,39","592,98","599,64","539,46","540,87","547,17","562,61","569,83","574,64","578,11","579,49","581,69","590,57","598,48","604,35","13,12","287,92","290,47","293,51","291,55","291,24","291,39","287,52","288,46","289,79","291,67","294,77","298,22","299,29","299,82","300,97","15,95","15,98","16,04","16,10",401.349,402.399,402.152,402.616,404.375,405.942,408.144,409.487,409.589,410.203,409.941,408.826,408.162,407.456,407.022,407.234,401.823,403.134,404.995,407.619,411.956,416.715,418.208,418950,420552,1.398,1.398,1.398,1.398,1.398,1.398,1.398,1.398,1.398,1.398,1.398,1.397,1.397,1.397,1.397,406381.5,49334.714100000005,48278.1222,1930333.68,1019602.2497759999,1241590.6229759997
125,6436,Main-Taunus-Kreis,Landkreis,"7,52","5,69","6,42","9,08","6,65","6,05","2,27","4,40","3,03","3,30","3,68","4,04","2,71","2,51","2,00","2,37","2,23","3,75","2,92","3,48","3,19","4,49",3.43,3.38,"2,72","2,06","1,61","1,18","1,21","1,03","1,03","49,67","42,28",0.5134000000000001,0.5603,"22,74",0.3907,0.4875,"217,00","100,00","588,73","594,19","598,99","597,99","603,87","611,64","630,49","650,35","651,61","648,55","651,73","656,84","666,26","701,69","690,86","705,99","742,22","750,62","758,34","750,17","746,43","752,02","755,16","776,41","791,00","0,00","964,52","990,40","1.007,32","1.016,56","1.019,14","1.022,52","1.010,94","1.016,74","1.025,32","1.034,11","1.047,03","1.059,22","1.064,89","1.068,33","1.072,03","32,43","32,62","32,65","32,67",213.435,214.519,215.401,216.353,218.170,220.264,221.730,222.892,223.082,224.029,224.057,224.347,225.426,226.072,226.647,227.398,224.823,226.113,228.021,229.976,232.848,235.708,236.969,237735,238558,222.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0,223.0,223.0,223.0,223.0,815431.05,318588.911235,418642.3010700001,806326.0399999999,393083.9444999999,451784.48021199997
126,6437,Odenwaldkreis,Landkreis,"4,40","6,18","7,76","7,05","5,26","4,65","3,96","3,50","4,51","2,63","3,35","4,28","2,72","1,58","0,96","1,13","1,26","1,57","2,21","1,38","2,22","1,57",2.75,1.9,"2,73","2,22","0,97","0,85","1,06","1,06","0,94","61,11","64,29",0.6311,0.7674,"62,31",0.4526,0.8077,"393,00","93,00","539,95","546,54","549,82","553,20","554,67","560,68","574,50","581,65","583,03","592,90","599,33","613,55","623,82","561,12","564,38","571,61","579,52","587,69","595,60","600,52","600,45","611,62","622,48","628,14","638,19","21,89","158,78","159,76","161,10","157,20","156,26","155,50","155,11","154,89","154,17","153,98","155,45","154,61","154,81","155,13","154,98","10,81","10,83","10,84","10,87",98.305,99.069,99.313,99.410,99.373,99.667,100.113,100.525,100.654,100.522,100.174,99.640,98.954,98.092,97.502,97.032,96.785,96.648,96.201,96.082,97.000,96.473,96.597,96798,96703,624.0,624.0,624.0,624.0,624.0,624.0,624.0,624.0,624.0,624.0,624.0,624.0,624.0,624.0,624.0,266194.5,120479.6307,167995.34894999999,183735.69999999998,148403.32489,140998.77618
127,6438,Offenbach,Landkreis,"7,65","5,26","5,26","3,99","3,92","2,19","2,70","2,39","2,81","2,50","1,52","2,60","1,79","1,03","1,21","1,36","1,75","1,43","2,22","3,32","2,26","2,57",3.57,2.94,"1,50","0,71","0,87","0,67","0,95","1,03","0,60","29,50","49,32",0.3753,0.48869999999999997,"29,16",0.36729999999999996,0.3832,"216,00","100,00","567,11","568,73","572,31","574,65","577,06","582,82","599,46","607,89","611,70","606,95","608,11","609,19","611,23","555,63","555,35","559,22","571,29","574,89","579,49","581,04","578,05","582,07","588,55","592,94","596,98","0,00","927,20","940,33","949,35","945,32","946,29","948,81","937,47","943,77","949,48","958,94","974,90","982,43","987,23","993,97","998,80","29,99","30,06","30,06","30,03",328.782,330.352,331.335,331.485,333.336,335.030,336.555,337.451,337.305,338.252,337.481,336.579,336.671,336.818,337.163,338.061,334.019,336.265,338.300,341.669,347.357,349.982,351.692,354092,355813,356.0,356.0,356.0,356.0,356.0,356.0,356.0,356.0,356.0,356.0,356.0,356.0,356.0,356.0,356.0,1264108.44,464307.03001199994,474419.89753200003,1046090.22,400861.772304,511224.29051399993
128,6439,Rheingau-Taunus-Kreis,Landkreis,"3,98","8,32","5,54","5,59","4,59","5,28","3,97","2,13","1,83","5,64","2,95","1,60","3,07","1,41","1,65","2,19","1,82","1,89","1,36","2,04","3,80","5,25",2.07,1.68,"2,43","1,94","1,06","1,36","1,37","0,91","0,54","47,88","55,51",0.6069,0.4522,"33,33",0.47950000000000004,0.3368,"272,00","98,00","558,44","562,04","569,22","570,89","573,55","582,75","599,77","607,55","617,17","621,83","627,57","640,61","645,81","582,26","584,13","593,48","608,88","614,89","620,71","617,59","618,55","621,89","628,55","634,50","642,69","12,26","225,75","227,47","228,66","226,11","225,89","225,67","222,44","222,94","223,28","224,43","226,89","228,82","229,97","230,66","230,66","13,33","13,39","13,41","13,42",182.396,183.193,183.197,183.543,184.328,184.576,184.897,185.665,185.487,185.557,185.237,184.288,184.152,183.487,183.303,183.125,180.506,180.911,181.190,182.117,184.114,185.668,186.602,187157,187160,811.0,811.0,811.0,811.0,811.0,811.0,811.0,811.0,811.0,811.0,811.0,811.0,811.0,811.0,811.0,387414.99,185765.487705,235122.157431,314428.8,105899.61984,142184.70335999998
129,6440,Wetteraukreis,Landkreis,"6,44","7,06","4,58","4,85","3,23","3,89","3,42","3,11","2,93","3,31","3,85","3,13","2,71","1,60","1,66","1,76","2,48","2,75","2,72","2,31","3,59","4,68",3.77,3.96,"1,68","1,99","1,04","1,52","1,55","1,60","1,36","49,04","54,43",0.5929,0.493,"27,30",0.41700000000000004,0.3236,"277,00","99,00","529,41","533,64","537,04","540,24","544,21","552,15","565,98","572,14","577,61","582,43","584,46","594,45","602,51","545,06","547,66","555,08","572,25","579,16","584,91","586,10","585,03","589,99","598,08","604,98","610,89","10,48","260,00","267,34","271,35","271,18","270,89","270,74","266,29","267,04","268,38","270,17","274,31","276,12","277,39","278,43","280,14","15,58","15,75","15,79","15,84",283.920,286.174,288.176,290.305,292.569,294.260,296.056,297.863,298.000,298.670,298.885,298.928,299.054,298.496,298.179,298.015,293.113,293.940,295.408,297.369,301.931,303.914,305.312,306460,308339,1.101,1.101,1.101,1.101,1.101,1.101,1.101,1.101,1.101,1.101,1.101,1.101,1.101,1.101,1.101,1155354.2,481782.7014,685009.50518,1221022.44,395122.861584,601964.0629199999
130,6531,Gießen,Landkreis,"4,31","8,21","6,42","5,96","3,86","3,50","3,57","3,57","3,03","2,56","2,72","3,09","2,06","2,38","1,72","2,43","3,02","3,01","3,72","2,94","5,17","4,12",4.23,3.58,"1,99","2,16","1,24","1,16","1,44","1,28","1,54","30,32","35,10",0.47340000000000004,0.4769,"21,85",0.3189,0.32280000000000003,"271,00","98,00","516,01","517,99","522,92","522,59","524,80","529,35","540,93","545,79","548,21","552,75","560,34","572,67","576,48","512,24","512,08","515,90","532,81","541,39","547,10","542,53","541,17","542,47","548,96","553,95","558,53","10,06","296,17","296,71","299,83","298,72","299,27","300,09","295,55","296,08","296,98","304,02","307,14","310,92","312,51","314,64","316,76","18,34","18,41","18,44","18,42",252.365,253.121,252.961,252.774,253.210,253.587,254.331,255.370,256.088,256.246,255.896,255.925,255.776,255.299,255.765,256.473,252.587,253.041,253.820,259.834,262.505,265.699,267.056,268876,270688,855.0,855.0,855.0,855.0,855.0,855.0,855.0,855.0,855.0,855.0,855.0,855.0,855.0,855.0,855.0,1137345.4800000002,362699.4735720001,538419.3502320001,969063.04,312813.54931200005,462146.16377600003
131,6532,Lahn-Dill-Kreis,Landkreis,"3,90","7,71","4,74","5,41","5,05","3,56","3,18","3,37","2,43","2,78","2,21","0,98","2,54","1,41","1,71","1,59","1,29","1,78","2,25","1,67","2,66","2,54",2.41,1.86,"2,70","2,08","0,98","1,53","1,08","1,10","0,84","47,40","49,29",0.6151,0.6075,"48,85",0.48229999999999995,0.5627,"364,00","95,00","523,03","532,22","539,89","542,67","546,44","552,54","568,50","578,77","585,04","591,28","599,88","610,41","623,02","555,65","562,01","570,32","577,64","587,94","597,89","600,75","603,69","609,66","617,88","627,61","635,53","16,59","247,20","246,46","245,11","240,58","238,98","237,74","237,13","236,38","235,65","235,76","237,37","238,28","238,36","238,00","237,57","16,76","16,81","16,84","16,84",262.952,263.647,263.232,262.817,262.951,262.859,263.043,262.852,262.227,261.406,260.512,259.359,258.063,256.582,254.878,253.553,252.899,252.106,251.327,251.440,253.167,254.074,254.164,253777,253319,1.067,1.067,1.066,1.067,1.067,1.067,1.067,1.067,1.067,1.067,1.067,1.066,1.066,1.066,1.066,611602.5700000001,294975.919511,376196.740807,471173.34,265129.238418,286237.80405000004
132,6533,Limburg-Weilburg,Landkreis,"6,97","8,29","7,30","6,09","5,92","5,76","4,37","3,59","3,97","2,98","3,05","4,37","1,79","1,34","1,77","1,70","1,77","1,65","1,94","2,33","2,72","3,22",2.32,3.21,"3,70","3,07","0,87","1,16","1,26","1,18","1,13","50,78","44,93",0.5578,0.6335000000000001,"38,21",0.48619999999999997,0.4696,"342,00","94,00","541,97","549,41","551,94","547,52","549,29","558,53","574,01","582,25","587,59","592,28","600,24","618,35","631,02","558,60","565,55","576,07","585,17","596,64","602,16","606,51","607,45","614,90","623,50","631,64","639,94","12,03","233,41","237,42","238,54","233,91","232,22","231,17","230,84","230,07","230,15","230,72","232,81","233,09","232,88","233,04","232,80","17,27","17,36","17,40","17,43",170.878,172.343,172.953,173.889,175.089,175.317,175.679,175.850,175.836,176.158,175.750,174.541,173.754,172.738,171.487,170.714,170.471,169.904,169.964,170.385,171.922,172.120,171.971,172083,171912,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,738.0,399232.56,194106.870672,222691.92196799998,551837.52,259142.89939200002,349589.06892000005
133,6534,Marburg-Biedenkopf,Landkreis,"6,66","6,87","7,04","5,26","3,79","2,92","3,49","4,24","2,18","3,58","2,92","3,03","1,49","1,63","1,44","1,80","2,03","2,13","2,28","2,20","2,44","2,52",3.32,3.03,"2,05","1,70","0,97","1,11","1,17","1,33","0,97","56,78","61,92",0.6211,0.6667000000000001,"37,52",0.4168,0.4,"322,00","97,00","480,20","484,81","489,04","494,52","495,96","501,33","515,50","523,85","528,32","534,28","540,61","548,55","556,79","490,94","492,45","499,99","528,00","535,74","541,89","546,64","545,33","552,39","557,16","563,80","568,73","19,80","199,72","200,60","200,94","199,44","198,92","198,87","191,34","191,10","191,40","191,36","194,24","194,09","195,00","195,38","195,73","14,01","14,05","14,09","14,13",251.106,252.155,252.675,252.975,253.583,253.279,253.500,253.888,253.821,253.700,253.384,252.938,252.187,251.800,251.150,251.080,241.574,241.279,241.656,241.598,245.241,245.013,246.165,246648,247084,1.263,1.263,1.263,1.263,1.263,1.263,1.263,1.263,1.263,1.263,1.263,1.262,1.262,1.262,1.262,818871.36,341305.582848,508601.001696,748664.5199999999,299465.80799999996,499134.63548399997
134,6535,Vogelsbergkreis,Landkreis,"6,26","4,78","6,79","4,77","5,67","3,96","2,57","2,54","2,84","2,09","1,86","1,54","1,04","0,82","0,79","0,94","0,87","1,22","1,14","1,48","1,81","1,78",1.62,2.06,"2,79","2,76","0,79","0,79","0,99","1,38","1,00","65,06","72,63",0.7328,0.7736,"43,33",0.7047,0.7692,"438,00","92,00","530,95","537,88","546,43","554,63","559,75","569,10","586,08","597,67","604,37","613,50","624,44","638,03","650,50","581,08","586,86","599,47","609,64","622,07","629,05","634,35","629,85","640,42","650,09","662,27","671,19","100,00","81,63","81,22","80,00","76,95","76,07","75,02","74,02","73,30","72,92","72,49","73,51","73,16","72,97","72,57","72,41","10,42","10,45","10,48","10,48",118.581,119.101,119.026,118.496,118.670,118.496,118.475,117.949,117.495,116.718,115.781,114.790,113.479,112.264,110.989,109.451,107.994,106.947,106.383,105.763,107.256,106.737,106.451,105878,105643,1.459,1.459,1.459,1.459,1.459,1.459,1.459,1.459,1.459,1.459,1.459,1.459,1.459,1.459,1.459,171522.36000000002,120871.807092,125691.58540800001,217624.58000000002,167396.826936,168354.375088
135,6611,"Kassel, Stadt",kreisfreie Stadt,"3,96","5,50","3,82","3,60","2,51","2,28","1,83","1,44","1,23","1,26","1,11","1,14","1,38","1,16","0,97","1,09","1,44","1,75","1,64","2,19","2,35","1,56",3.39,0.81,"0,84","0,68","0,45","0,41","0,34","0,60","0,11","6,19","13,68",0.2566,0.31579999999999997,"8,18",0.1807,0.2606,"190,00","100,00","442,18","437,66","434,08","431,67","434,10","437,88","444,20","448,83","449,20","444,89","443,56","448,21","449,24","393,55","394,47","398,79","414,12","421,34","423,77","426,30","424,74","429,23","432,95","437,46","441,99","0,00","1.881,87","1.824,51","1.820,99","1.818,39","1.824,07","1.831,15","1.796,72","1.806,27","1.817,63","1.823,82","1.854,13","1.863,88","1.879,55","1.887,50","1.892,67","60,73","61,05","61,10","61,17",201.573,200.927,199.453,198.071,196.211,194.766,194.748,194.146,194.322,194.464,194.427,193.518,193.803,194.168,194.774,195.530,191.854,192.874,194.087,194.747,197.984,199.062,200.736,201585,202137,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,107.0,683373.15,123485.52820500001,175353.55029,163730.97,42668.290782,51706.24032599999
136,6631,Fulda,Landkreis,"7,43","6,84","7,24","6,44","4,80","4,20","3,85","4,69","4,54","3,35","4,28","2,27","2,56","3,07","1,77","2,37","2,47","3,21","3,88","3,13","3,64","3,48",3.46,3.29,"3,61","2,41","1,24","1,53","1,32","1,50","1,45","68,17","64,38",0.7329000000000001,0.8026000000000001,"52,23",0.4894,0.6785,"525,00","88,00","512,18","515,60","520,15","525,22","531,09","539,37","556,16","564,44","569,47","578,02","587,86","601,02","610,75","548,02","552,02","559,10","571,21","580,62","587,12","591,49","593,33","601,25","609,66","619,14","626,33","44,24","155,14","157,72","159,51","158,23","157,75","157,39","156,44","156,54","156,70","157,44","159,46","160,22","160,66","161,24","161,65","14,21","14,21","14,23","14,30",212.072,214.147,215.457,216.679,217.080,217.710,218.326,219.034,219.571,220.184,219.813,219.420,219.055,218.421,217.759,217.255,215.945,216.093,216.314,217.326,220.132,221.170,221.783,222584,223145,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,1.38,770140.64,376906.829216,564436.0750560001,734147.05,498118.773425,589226.4223300001
137,6632,Hersfeld-Rotenburg,Landkreis,"6,01","4,31","3,66","3,89","3,99","2,32","2,73","2,47","1,35","2,05","1,36","1,56","0,57","0,75","1,04","0,96","1,64","0,94","1,07","1,68","1,37","1,45",1.44,1.84,"1,60","1,55","0,63","0,64","0,55","0,70","0,83","71,25","61,97",0.6786,0.7326999999999999,"30,13",0.6667000000000001,0.4889,"481,00","90,00","526,35","533,73","541,65","547,34","551,48","561,83","579,29","592,62","597,70","606,57","608,00","621,12","629,94","569,19","574,80","580,92","593,90","603,84","611,73","615,24","610,83","617,73","625,46","634,24","643,60","57,13","121,27","119,10","116,47","113,01","111,94","111,41","110,08","109,53","109,06","108,82","110,44","110,26","110,32","110,07","109,97","12,16","12,26","12,22","12,27",133.159,133.045,132.618,131.799,131.131,130.654,130.010,129.153,128.517,127.777,127.156,126.100,125.211,123.984,122.812,122.233,120.776,120.165,119.651,119.394,121.166,121.037,121.101,120829,120719,1.097,1.097,1.097,1.097,1.097,1.097,1.097,1.097,1.097,1.097,1.097,1.098,1.098,1.098,1.098,173993.75999999998,116001.639792,118072.16553599999,222122.96000000002,108595.91514400001,162749.492792
138,6633,Kassel,Landkreis,"7,18","9,12","7,58","6,79","5,89","3,74","3,81","1,84","1,77","2,05","1,76","1,28","1,99","0,99","1,07","1,24","0,93","0,66","1,41","1,43","2,54","1,79",2.84,1.96,"3,49","2,27","0,86","1,27","0,97","1,09","0,88","37,25","49,57",0.5472,0.5046,"39,94",0.35090000000000005,0.33990000000000004,"289,00","98,00","529,04","535,29","539,81","544,07","548,45","555,67","569,40","575,34","583,66","587,51","593,68","605,08","613,16","549,58","550,54","558,15","569,84","576,57","584,35","588,74","589,75","594,58","605,12","612,57","621,58","24,13","187,92","190,27","189,39","185,06","184,08","183,32","181,51","181,15","180,48","180,56","182,39","183,17","182,99","182,96","183,07","14,02","14,05","14,16","14,30",242.164,242.940,244.192,244.516,245.591,245.997,245.735,245.837,245.368,244.845,243.791,242.117,240.728,239.236,237.973,236.986,234.680,234.206,233.352,233.451,235.813,236.905,236.674,236633,236764,1.293,1.293,1.293,1.293,1.293,1.293,1.293,1.293,1.293,1.293,1.293,1.293,1.293,1.293,1.293,672037.72,235818.03594800003,367739.040384,464057.44,157733.12385600002,234163.38422400004
139,6634,Schwalm-Eder-Kreis,Landkreis,"5,04","3,88","3,76","3,81","4,08","3,16","2,68","1,49","1,05","0,88","1,47","1,24","0,67","1,34","0,66","0,69","0,44","0,66","0,85","1,24","2,02","2,17",2.08,2.21,"2,14","2,23","0,90","1,51","1,36","1,41","1,12","38,78","52,10",0.562,0.5024000000000001,"39,94",0.4548,0.45399999999999996,"527,00","91,00","534,32","541,97","549,49","556,60","563,48","571,55","585,59","595,47","606,12","609,53","615,60","627,91","637,86","566,91","569,24","577,36","588,16","599,29","607,62","610,34","613,99","619,09","629,68","640,15","650,83","50,03","125,65","125,67","124,33","120,45","119,41","118,70","117,86","117,18","116,63","116,65","117,20","117,68","117,45","117,10","116,75","12,29","12,38","12,49","12,57",192.506,193.316,193.802,193.594,193.367,193.345,193.404,192.947,192.115,191.291,189.935,188.335,187.058,185.310,183.714,182.622,181.327,180.279,179.429,179.466,180.310,181.105,180.754,180222,179673,1.538,1.539,1.539,1.538,1.538,1.538,1.538,1.538,1.539,1.539,1.539,1.539,1.539,1.539,1.539,374861.76,170487.128448,210672.30912000002,397077.33,180273.10782,199491.65059200005
140,6635,Waldeck-Frankenberg,Landkreis,"8,27","8,28","6,03","5,92","5,07","5,03","3,77","2,82","2,78","2,56","2,29","1,60","1,48","0,64","1,12","1,18","0,93","1,43","1,50","1,76","1,73","1,33",2.43,2.2,"3,35","2,89","0,82","0,94","0,75","1,45","1,35","46,21","59,66",0.6306,0.6127,"48,80",0.578,0.5512,"247,00","99,00","524,96","533,14","542,52","545,59","546,64","553,40","569,40","577,07","588,42","594,86","602,78","618,73","629,47","558,26","563,49","573,25","592,14","600,41","610,17","615,68","617,58","624,63","636,22","648,02","659,06","85,00","92,47","92,27","91,56","89,07","88,25","87,57","85,59","85,09","84,72","84,64","85,26","85,45","85,06","84,90","84,60","10,03","10,06","10,10","10,15",170.218,170.936,171.150,170.733,170.709,170.568,170.430,170.401,169.631,169.259,168.293,167.121,166.053,164.652,163.129,161.871,158.210,157.293,156.607,156.460,157.592,157.967,157.256,156953,156406,1.849,1.849,1.849,1.849,1.849,1.848,1.848,1.848,1.848,1.848,1.848,1.849,1.849,1.849,1.849,381395.79000000004,220446.76662,240508.18517400004,344093.2,189664.17184000002,210825.90364
141,6636,Werra-Meißner-Kreis,Landkreis,"3,56","5,85","3,80","4,68","2,73","2,19","2,06","0,67","1,08","0,94","1,33","1,07","0,67","0,18","0,22","0,31","0,45","0,99","0,68","1,16","0,53","0,89",0.67,1.21,"1,83","1,26","0,36","0,46","0,36","0,49","0,74","63,83","54,05",0.6470999999999999,0.5915,"24,42",0.5323,0.4842,"439,00","91,00","509,90","522,16","531,51","536,16","541,27","550,87","565,42","574,79","583,68","591,14","595,38","603,98","613,98","551,03","552,88","558,48","575,19","583,76","590,72","592,19","591,92","596,69","603,03","609,03","616,74","74,34","114,25","111,21","108,02","103,18","102,06","101,25","99,39","98,48","97,94","97,79","98,29","98,52","98,65","98,57","98,19","11,48","11,50","11,53","11,55",117.715,117.069,116.580,115.705,115.020,113.962,113.293,112.442,111.442,110.692,109.492,108.289,107.156,105.732,104.580,103.750,101.843,100.913,100.356,100.206,100.715,100.965,101.101,101017,100629,1.025,1.025,1.025,1.025,1.025,1.025,1.025,1.025,1.025,1.025,1.025,1.025,1.025,1.025,1.025,67681.39,36026.803897,43796.62746899999,121761.09,58956.719778,72021.684735
