agency_id,agency_name,route_id,route_short_name,trip_id
8601,Verkehrsmanagement Elbe-Elster GmbH,20495_3,546,1748659844
8601,Verkehrsmanagement Elbe-Elster GmbH,20495_3,546,1748659845
8601,Verkehrsmanagement Elbe-Elster GmbH,20495_3,546,1748659846
8601,Verkehrsmanagement Elbe-Elster GmbH,20495_3,546,1748659847
8601,Verkehrsmanagement Elbe-Elster GmbH,20495_3,546,1748659848
8601,Verkehrsmanagement Elbe-Elster GmbH,20495_3,546,1748659849
8601,Verkehrsmanagement Elbe-Elster GmbH,20495_3,546,1748659850
8601,Verkehrsmanagement Elbe-Elster GmbH,20495_3,546,1748659851
8601,Verkehrsmanagement Elbe-Elster GmbH,20495_3,546,1748659852
8601,Verkehrsmanagement Elbe-Elster GmbH,20495_3,546,1748659853
8601,Verkehrsmanagement Elbe-Elster GmbH,20495_3,546,1748659854
8601,Verkehrsmanagement Elbe-Elster GmbH,20495_3,546,1748659855
8601,Verkehrsmanagement Elbe-Elster GmbH,20495_3,546,1748659856
8601,Verkehrsmanagement Elbe-Elster GmbH,20495_3,546,1748659857
8601,Verkehrsmanagement Elbe-Elster GmbH,20495_3,546,1748659858
8601,Verkehrsmanagement Elbe-Elster GmbH,20495_3,546,1748659859
8601,Verkehrsmanagement Elbe-Elster GmbH,20495_3,546,1748659860
8601,Verkehrsmanagement Elbe-Elster GmbH,20495_3,546,1748659861
8601,Verkehrsmanagement Elbe-Elster GmbH,20495_3,546,1748659862
8601,Verkehrsmanagement Elbe-Elster GmbH,20495_3,546,1748659863
8601,Verkehrsmanagement Elbe-Elster GmbH,20495_3,546,1748659864
8601,Verkehrsmanagement Elbe-Elster GmbH,20495_3,546,1748659865
8601,Verkehrsmanagement Elbe-Elster GmbH,20495_3,546,1748659866
8601,Verkehrsmanagement Elbe-Elster GmbH,20495_3,546,1748659867
8601,Verkehrsmanagement Elbe-Elster GmbH,20495_3,546,1756891723
8601,Verkehrsmanagement Elbe-Elster GmbH,20499_3,550,1748659975
8601,Verkehrsmanagement Elbe-Elster GmbH,20499_3,550,1748659976
8601,Verkehrsmanagement Elbe-Elster GmbH,20499_3,550,1748659977
8601,Verkehrsmanagement Elbe-Elster GmbH,20499_3,550,1748659978
8601,Verkehrsmanagement Elbe-Elster GmbH,20499_3,550,1748659979
8601,Verkehrsmanagement Elbe-Elster GmbH,20499_3,550,1748659981
8601,Verkehrsmanagement Elbe-Elster GmbH,20499_3,550,1748659982
8601,Verkehrsmanagement Elbe-Elster GmbH,20499_3,550,1748659983
8601,Verkehrsmanagement Elbe-Elster GmbH,20499_3,550,1748659984
8601,Verkehrsmanagement Elbe-Elster GmbH,20499_3,550,1748659985
8601,Verkehrsmanagement Elbe-Elster GmbH,20499_3,550,1748659987
8601,Verkehrsmanagement Elbe-Elster GmbH,20499_3,550,1748659988
8601,Verkehrsmanagement Elbe-Elster GmbH,20499_3,550,1748659989
8601,Verkehrsmanagement Elbe-Elster GmbH,20499_3,550,1748659990
8601,Verkehrsmanagement Elbe-Elster GmbH,20499_3,550,1748659991
8601,Verkehrsmanagement Elbe-Elster GmbH,20499_3,550,1748659993
8601,Verkehrsmanagement Elbe-Elster GmbH,20499_3,550,1748659994
8601,Verkehrsmanagement Elbe-Elster GmbH,20499_3,550,1748659995
8601,Verkehrsmanagement Elbe-Elster GmbH,20499_3,550,1748659996
8601,Verkehrsmanagement Elbe-Elster GmbH,20499_3,550,1748659997
8601,Verkehrsmanagement Elbe-Elster GmbH,20499_3,550,1748659998
8601,Verkehrsmanagement Elbe-Elster GmbH,20499_3,550,1748659999
8601,Verkehrsmanagement Elbe-Elster GmbH,20499_3,550,1748660000
8601,Verkehrsmanagement Elbe-Elster GmbH,20499_3,550,1748660001
8601,Verkehrsmanagement Elbe-Elster GmbH,20499_3,550,1748660002
8601,Verkehrsmanagement Elbe-Elster GmbH,20499_3,550,1748660003
8601,Verkehrsmanagement Elbe-Elster GmbH,20499_3,550,1748660004
8601,Verkehrsmanagement Elbe-Elster GmbH,20499_3,550,1748660005
8601,Verkehrsmanagement Elbe-Elster GmbH,20499_3,550,1748660007
8601,Verkehrsmanagement Elbe-Elster GmbH,20499_3,550,1748660008
8601,Verkehrsmanagement Elbe-Elster GmbH,20499_3,550,1748660009
8601,Verkehrsmanagement Elbe-Elster GmbH,20499_3,550,1748660010
8601,Verkehrsmanagement Elbe-Elster GmbH,20499_3,550,1756891835
8601,Verkehrsmanagement Elbe-Elster GmbH,20499_3,550,1756891841
8601,Verkehrsmanagement Elbe-Elster GmbH,20499_3,550,1756891847
8601,Verkehrsmanagement Elbe-Elster GmbH,20499_3,550,1756891861
8601,Verkehrsmanagement Elbe-Elster GmbH,20500_3,551,1748660124
8601,Verkehrsmanagement Elbe-Elster GmbH,20500_3,551,1748660125
8601,Verkehrsmanagement Elbe-Elster GmbH,20500_3,551,1748660126
8601,Verkehrsmanagement Elbe-Elster GmbH,20500_3,551,1748660127
8601,Verkehrsmanagement Elbe-Elster GmbH,20500_3,551,1748660128
8601,Verkehrsmanagement Elbe-Elster GmbH,20500_3,551,1748660129
8601,Verkehrsmanagement Elbe-Elster GmbH,20500_3,551,1748660130
8601,Verkehrsmanagement Elbe-Elster GmbH,20500_3,551,1748660131
8601,Verkehrsmanagement Elbe-Elster GmbH,20500_3,551,1748660132
8601,Verkehrsmanagement Elbe-Elster GmbH,20500_3,551,1748660133
8601,Verkehrsmanagement Elbe-Elster GmbH,20500_3,551,1748660134
8601,Verkehrsmanagement Elbe-Elster GmbH,20500_3,551,1748660135
8601,Verkehrsmanagement Elbe-Elster GmbH,20500_3,551,1748660136
8601,Verkehrsmanagement Elbe-Elster GmbH,20500_3,551,1748660137
8601,Verkehrsmanagement Elbe-Elster GmbH,20500_3,551,1748660138
8601,Verkehrsmanagement Elbe-Elster GmbH,20500_3,551,1748660139
8601,Verkehrsmanagement Elbe-Elster GmbH,20500_3,551,1748660140
8601,Verkehrsmanagement Elbe-Elster GmbH,20502_3,552,1748660209
8601,Verkehrsmanagement Elbe-Elster GmbH,20502_3,552,1748660210
8601,Verkehrsmanagement Elbe-Elster GmbH,20502_3,552,1748660211
8601,Verkehrsmanagement Elbe-Elster GmbH,20502_3,552,1748660212
8601,Verkehrsmanagement Elbe-Elster GmbH,20502_3,552,1748660213
8601,Verkehrsmanagement Elbe-Elster GmbH,20502_3,552,1748660214
