AGS,Name,waste_organicwaste_kg_per_person_biotonne_2004,waste_organicwaste_kg_per_person_biotonne_2005,waste_organicwaste_kg_per_person_biotonne_2006,waste_organicwaste_kg_per_person_biotonne_2007,waste_organicwaste_kg_per_person_biotonne_2008,waste_organicwaste_kg_per_person_biotonne_2009,waste_organicwaste_kg_per_person_biotonne_2010,waste_organicwaste_kg_per_person_biotonne_2011,waste_organicwaste_kg_per_person_biotonne_2012,waste_organicwaste_kg_per_person_biotonne_2013,waste_organicwaste_kg_per_person_biotonne_2014,waste_organicwaste_kg_per_person_biotonne_2015,waste_organicwaste_kg_per_person_biotonne_2016,waste_organicwaste_kg_per_person_biotonne_2017,waste_organicwaste_kg_per_person_biotonne_2018,waste_organicwaste_kg_per_person_biotonne_2019,waste_organicwaste_kg_per_person_biotonne_2020,waste_organicwaste_kg_per_person_gartenPark_2004,waste_organicwaste_kg_per_person_gartenPark_2005,waste_organicwaste_kg_per_person_gartenPark_2006,waste_organicwaste_kg_per_person_gartenPark_2007,waste_organicwaste_kg_per_person_gartenPark_2008,waste_organicwaste_kg_per_person_gartenPark_2009,waste_organicwaste_kg_per_person_gartenPark_2010,waste_organicwaste_kg_per_person_gartenPark_2011,waste_organicwaste_kg_per_person_gartenPark_2012,waste_organicwaste_kg_per_person_gartenPark_2013,waste_organicwaste_kg_per_person_gartenPark_2014,waste_organicwaste_kg_per_person_gartenPark_2015,waste_organicwaste_kg_per_person_gartenPark_2016,waste_organicwaste_kg_per_person_gartenPark_2017,waste_organicwaste_kg_per_person_gartenPark_2018,waste_organicwaste_kg_per_person_gartenPark_2019,waste_organicwaste_kg_per_person_gartenPark_2020,waste_organicwaste_kg_per_person_sum_2004,waste_organicwaste_kg_per_person_sum_2005,waste_organicwaste_kg_per_person_sum_2006,waste_organicwaste_kg_per_person_sum_2007,waste_organicwaste_kg_per_person_sum_2008,waste_organicwaste_kg_per_person_sum_2009,waste_organicwaste_kg_per_person_sum_2010,waste_organicwaste_kg_per_person_sum_2011,waste_organicwaste_kg_per_person_sum_2012,waste_organicwaste_kg_per_person_sum_2013,waste_organicwaste_kg_per_person_sum_2014,waste_organicwaste_kg_per_person_sum_2015,waste_organicwaste_kg_per_person_sum_2016,waste_organicwaste_kg_per_person_sum_2017,waste_organicwaste_kg_per_person_sum_2018,waste_organicwaste_kg_per_person_sum_2019,waste_organicwaste_kg_per_person_sum_2020,waste_organicwaste_weight_biotonne_2004,waste_organicwaste_weight_biotonne_2005,waste_organicwaste_weight_biotonne_2006,waste_organicwaste_weight_biotonne_2007,waste_organicwaste_weight_biotonne_2008,waste_organicwaste_weight_biotonne_2009,waste_organicwaste_weight_biotonne_2010,waste_organicwaste_weight_biotonne_2011,waste_organicwaste_weight_biotonne_2012,waste_organicwaste_weight_biotonne_2013,waste_organicwaste_weight_biotonne_2014,waste_organicwaste_weight_biotonne_2015,waste_organicwaste_weight_biotonne_2016,waste_organicwaste_weight_biotonne_2017,waste_organicwaste_weight_biotonne_2018,waste_organicwaste_weight_biotonne_2019,waste_organicwaste_weight_biotonne_2020,waste_organicwaste_weight_gartenPark_2004,waste_organicwaste_weight_gartenPark_2005,waste_organicwaste_weight_gartenPark_2006,waste_organicwaste_weight_gartenPark_2007,waste_organicwaste_weight_gartenPark_2008,waste_organicwaste_weight_gartenPark_2009,waste_organicwaste_weight_gartenPark_2010,waste_organicwaste_weight_gartenPark_2011,waste_organicwaste_weight_gartenPark_2012,waste_organicwaste_weight_gartenPark_2013,waste_organicwaste_weight_gartenPark_2014,waste_organicwaste_weight_gartenPark_2015,waste_organicwaste_weight_gartenPark_2016,waste_organicwaste_weight_gartenPark_2017,waste_organicwaste_weight_gartenPark_2018,waste_organicwaste_weight_gartenPark_2019,waste_organicwaste_weight_gartenPark_2020,waste_organicwaste_weight_sum_2004,waste_organicwaste_weight_sum_2005,waste_organicwaste_weight_sum_2006,waste_organicwaste_weight_sum_2007,waste_organicwaste_weight_sum_2008,waste_organicwaste_weight_sum_2009,waste_organicwaste_weight_sum_2010,waste_organicwaste_weight_sum_2011,waste_organicwaste_weight_sum_2012,waste_organicwaste_weight_sum_2013,waste_organicwaste_weight_sum_2014,waste_organicwaste_weight_sum_2015,waste_organicwaste_weight_sum_2016,waste_organicwaste_weight_sum_2017,waste_organicwaste_weight_sum_2018,waste_organicwaste_weight_sum_2019,waste_organicwaste_weight_sum_2020,Unit
9176,"Eichstätt, Landkreis",23940.0,5266.0,18674.0,21919.0,4452.0,17467.0,22282.0,4334.0,17948.0,17325.0,0.0,17325.0,18878.0,0.0,18878.0,20163.0,0.0,20163.0,20835.0,0.0,20835.0,9852.0,0.0,9852.0,9998.0,100.0,9898.0,9928.0,0.0,9928.0,17355.0,719.0,16636.0,17206.0,703.0,16503.0,16387.0,670.0,15717.0,15600.0,600.0,15000.0,16188.0,630.0,15558.0,16023.0,696.0,15327.0,16626.0,681.0,15945.0,179.77156845812465,39.54373765666184,140.2278308014628,164.95209999924745,33.50366117052099,131.44843882872644,168.36807943116648,32.74873244119358,135.61934698997288,131.60293514425047,0.0,131.60293514425047,144.3183903125191,0.0,144.3183903125191,156.53895423314313,0.0,156.53895423314313,163.81133588596498,0.0,163.81133588596498,78.27869503726421,0.0,78.27869503726421,79.95905277553403,0.7997504778509106,79.15930229768313,80.08970563322335,0.0,80.08970563322335,138.82334119905613,5.751309842818862,133.07203135623723,137.98025645754979,5.637575281277315,132.34268117627246,131.29451731017298,5.368116592287539,125.92640071788544,125.38277915752415,4.822414582981699,120.56036457454248,130.81740676390964,5.09111479251687,125.72629197139278,130.02199086283704,5.6478378356446735,124.37415302719239,134.9721142059246,5.5284500044649745,129.44366420145965,Kg per person
9177,"Erding, Landkreis",26462.0,12896.0,13566.0,26138.0,12240.0,13898.0,26321.0,12453.0,13868.0,25835.0,11877.0,13958.0,25881.0,12100.0,13781.0,22868.0,11745.0,11123.0,21443.0,12119.0,9324.0,20095.0,11423.0,8672.0,24811.0,12251.0,12560.0,25974.0,12190.0,13784.0,24383.0,11610.0,12773.0,24183.0,12379.0,11804.0,24354.0,12160.0,12194.0,22088.0,12375.0,9713.0,21510.0,11873.0,9637.0,21247.0,11604.0,9643.0,20855.0,11912.0,8943.0,190.52350404273855,92.84978868321201,97.67371535952654,189.15633005746045,88.57883081732787,100.57749924013258,191.202963823914,90.46200784541625,100.74095597849775,188.73644837964991,86.76689751906724,101.96955086058269,191.103825620805,89.34570882159655,101.75811679920845,170.97953598959228,87.81505379559916,83.16448219399314,162.64534773473707,91.92272392842786,70.72262380630922,154.2944455535251,87.70865645971222,66.58578909381286,193.39927819220665,95.49532695710467,97.903951235102,205.04278632100792,96.22975149199532,108.8130348290126,191.97549818519656,91.40940548456433,100.56609270063223,191.36662182480018,97.95837619688217,93.40824562791802,193.98776524565093,96.85847193015995,97.12929331549098,176.87946442871328,99.09830551907491,77.78115890963836,173.88422269468,95.9798873107362,77.9043353839438,172.60792565031602,94.26942011795863,78.33850553235739,170.77045274027006,97.54100374212884,73.22944899814122,Kg per person
9178,"Freising, Landkreis",18816.0,9960.0,8856.0,19008.0,9052.0,9956.0,17173.0,9048.0,8125.0,15816.0,8509.0,7307.0,15354.0,8570.0,6784.0,14589.0,8134.0,6455.0,13959.0,8329.0,5630.0,14752.0,7792.0,6960.0,14404.0,8139.0,6265.0,14497.0,8029.0,6468.0,13859.0,7580.0,6279.0,14898.0,7853.0,7045.0,15182.0,7729.0,7453.0,15443.0,7580.0,7863.0,14876.0,7275.0,7601.0,16062.0,6787.0,9275.0,15245.0,6770.0,8475.0,104.35187701385922,55.237281837693345,49.11459517616589,105.59589349303081,50.286933285927766,55.308960207103055,95.87641528395007,50.514750217735994,45.36166506621407,88.85543014769911,47.80417647488441,41.05125367281471,87.33639357690141,48.747746056665704,38.58864752023572,84.21994515803146,46.95627074613942,37.26367441189205,81.93969135403887,48.891445611275145,33.048245742763726,87.28477604875451,46.10378084137033,41.18099520738418,86.62184429236376,48.9457921893605,37.67605210300326,88.27146962833066,48.88815821520775,39.383311413122904,83.29977460555973,45.55972952667168,37.74004507888806,90.0273744130817,47.45502559175262,42.57234882132908,91.68871012549673,46.67777898563853,45.0109311398582,93.76897481359144,46.02530784737571,47.74366696621572,91.57166424543865,44.78245881860488,46.78920542683377,99.97821418567739,42.24580623074289,57.73240795493449,95.6597037027741,42.480563730257835,53.17913997251627,Kg per person
9179,"Fürstenfeldbruck, Landkreis",21285.0,6478.0,14807.0,19860.0,5026.0,14834.0,20301.0,5163.0,15138.0,19665.0,4918.0,14747.0,21151.0,5037.0,16114.0,20278.0,4953.0,15325.0,20537.0,4887.0,15650.0,18374.0,4857.0,13517.0,15310.0,4942.0,10368.0,14683.0,4901.0,9782.0,14363.0,4828.0,9535.0,15114.0,4867.0,10247.0,14665.0,4663.0,10002.0,14040.0,4755.0,9285.0,14151.0,4718.0,9433.0,14058.0,4707.0,9351.0,14031.0,4802.0,9229.0,97.3073054768218,29.615068117399655,67.69223735942215,90.55633324365856,22.917227134069883,67.63910610958867,92.56337771293089,23.54094473828196,69.02243297464891,90.27640693932453,22.577135485766487,67.69927145355803,97.5343198513306,23.227288028516487,74.30703182281412,94.98737592572641,23.201127969233795,71.78624795649262,97.66594698446818,23.2406623612551,74.42528462321309,88.22117231312899,23.320465545056464,64.90070676807252,74.61231809896977,24.08452488864197,50.527793210327786,72.3197178728162,24.139408655906298,48.1803092169099,70.22167030087319,23.604415805376018,46.61725449549717,74.40591939112583,23.960143554096163,50.44577583702967,72.65475984047166,23.101885109861527,49.55287473061013,69.79935172112077,23.63931035854197,46.1600413625788,70.62716483165471,23.54737924356914,47.079785588085564,70.36634748702342,23.560563211084023,46.805784275939395,70.5426317615296,24.142663938341183,46.39996782318842,Kg per person
9180,"Garmisch-Partenkirchen, Landkreis",9530.0,5863.0,3667.0,8744.0,5435.0,3309.0,8394.0,5486.0,2908.0,7906.0,5175.0,2731.0,8058.0,4752.0,3306.0,7469.0,4221.0,3248.0,7339.0,4118.0,3221.0,7387.0,3985.0,3402.0,7398.0,4242.0,3156.0,7288.0,4218.0,3070.0,7266.0,4192.0,3074.0,7691.0,4366.0,3325.0,7377.0,4306.0,3071.0,6582.0,4061.0,2521.0,7740.0,4223.0,3517.0,8010.0,4277.0,3733.0,8182.0,4365.0,3817.0,107.95319385131232,66.41443604934356,41.53875780196876,98.88717995114449,61.46521306432643,37.421966886818055,94.88283766828309,62.011823617846204,32.87101405043689,89.68294481311327,58.7034201123022,30.97952470081107,91.69634830501724,54.07558291703176,37.62076538798548,85.47233506894776,48.303484579733365,37.16885048921439,85.40573250631321,47.922170113230386,37.48356239308282,86.45529768383601,46.63927998782815,39.81601769600786,87.33325463345531,50.07673238106481,37.25652225239051,86.52088230405775,50.07479165182705,36.446090652230694,84.15956263899186,48.554484803558196,35.605077835433654,89.11418805399455,50.58803082092579,38.52615723306877,85.30493304655519,49.79301093919841,35.51192210735678,75.7666451791141,46.74693802375909,29.019707155355004,89.04432658789963,48.58322883471578,40.46109775318385,91.69900745269086,48.96337763734817,42.7356298153427,94.0319262638916,50.164917885833155,43.86700837805845,Kg per person
9181,"Landsberg am Lech, Landkreis",30833.0,5353.0,25480.0,29397.0,4938.0,24459.0,28566.0,5357.0,23209.0,30212.0,8449.0,21763.0,31703.0,7675.0,24028.0,26544.0,1217.0,25327.0,25905.0,1099.0,24806.0,22860.0,1058.0,21802.0,24668.0,996.0,23672.0,22877.0,980.0,21897.0,19897.0,977.0,18920.0,20227.0,970.0,19257.0,18273.0,935.0,17338.0,15886.0,922.0,14964.0,15475.0,884.0,14591.0,13270.0,830.0,12440.0,13065.0,804.0,12261.0,254.7781753278411,44.23272378717392,210.54545154066716,244.3600272647171,41.04669914049642,203.3133281242207,237.90923703475445,44.61526929899809,193.29396773575635,253.58189036519752,70.91597351037845,182.6659168548191,267.0288481785639,64.64518846072858,202.38365971783534,225.60493638287565,10.343625963606076,215.26131041926956,223.09202707590555,9.464510239583872,213.62751683632166,198.910603344761,9.205923811844144,189.70467953291683,215.9635099760994,8.719784982008877,207.24372499409048,201.49023683492015,8.631395379561209,192.85884145535894,173.58190986338178,8.52337166087973,165.05853820250204,177.2215115565914,8.498782133281932,168.72272942330943,160.65729433175954,8.220575176500583,152.43671915525897,140.19821553070753,8.136897565108418,132.0613179655991,137.82139771826547,7.872963850271191,129.94843386799425,118.39757316202711,7.4054246966452535,110.99214846538187,117.40548701036116,7.224953046791456,110.1805339635697,Kg per person
9182,"Miesbach, Landkreis",18894.0,11161.0,7733.0,18149.0,10427.0,7722.0,18342.0,10898.0,7444.0,18389.0,10582.0,7807.0,18306.0,10570.0,7736.0,17673.0,10255.0,7418.0,18674.0,10466.0,8208.0,17433.0,9913.0,7520.0,18382.0,10615.0,7767.0,17842.0,10208.0,7634.0,18061.0,9960.0,8101.0,19390.0,10537.0,8853.0,19103.0,10538.0,8565.0,18081.0,10684.0,7397.0,17666.0,10630.0,7036.0,17169.0,10476.0,6693.0,17846.0,10761.0,7085.0,188.5948713853648,111.406126787978,77.18874459738679,181.47185281471855,104.25957404259574,77.21227877212279,183.92395162745922,109.27942562621583,74.6445260012434,185.39354162255896,106.68521711076833,78.70832451179062,185.23090622090905,106.95349496094224,78.27741125996681,179.8119772907637,104.33835948151314,75.47361780925056,192.96704659357465,108.15000051667303,84.81704607690162,181.50110880904538,103.20773771720684,78.29337109183854,193.9868508532171,112.02102174991293,81.96582910330417,189.86708665439338,108.62925796256293,81.23782869183046,188.84160558756182,104.13943810708797,84.70216748047385,203.07067152611958,110.3535670897742,92.71710443634535,200.57538245083526,110.64562530842808,89.92975714240715,189.79289785550085,112.14796309320121,77.64493476229964,185.8698511231522,111.8417591667105,74.02809195644168,180.78340528587975,110.30851847951985,70.4748868063599,189.9682782993762,114.54940282301845,75.41887547635775,Kg per person
9183,"Mühldorf a.Inn, Landkreis",16466.0,1879.0,14587.0,14024.0,1737.0,12287.0,13256.0,1657.0,11599.0,13871.0,1150.0,12721.0,14135.0,524.0,13611.0,12392.0,0.0,12392.0,12562.0,0.0,12562.0,10729.0,0.0,10729.0,11867.0,0.0,11867.0,10662.0,0.0,10662.0,10999.0,0.0,10999.0,11115.0,0.0,11115.0,10061.0,0.0,10061.0,8654.0,0.0,8654.0,8419.0,0.0,8419.0,8362.0,0.0,8362.0,24388.0,0.0,24388.0,141.3596833872754,16.131109260578796,125.2285741266966,121.03010218171775,14.990679370339686,106.03942281137807,115.01952277657267,14.377440347071584,100.64208242950109,121.15891899446221,10.044896319200602,111.11402267526161,124.84322834784759,4.628075815654202,120.21515253219339,110.60927932591892,0.0,110.60927932591892,113.89352288387612,0.0,113.89352288387612,98.2266289470552,0.0,98.2266289470552,110.5315611523523,0.0,110.5315611523523,99.82865649841297,0.0,99.82865649841297,99.73522424330353,0.0,99.73522424330353,100.80901159099565,0.0,100.80901159099565,91.25789129961541,0.0,91.25789129961541,78.29123543460955,0.0,78.29123543460955,76.10533071784349,0.0,76.10533071784349,75.38087081943567,0.0,75.38087081943567,219.83053903010637,0.0,219.83053903010637,Kg per person
9184,"München, Landkreis",45517.0,27491.0,18026.0,43591.0,25848.0,17743.0,43580.0,26512.0,17068.0,42686.0,25907.0,16779.0,44723.0,26467.0,18256.0,42761.0,25808.0,16953.0,43909.0,25997.0,17912.0,42166.0,24819.0,17347.0,46179.0,26833.0,19346.0,46370.0,26364.0,20006.0,43368.0,25278.0,18090.0,44386.0,26402.0,17984.0,44508.0,25745.0,18763.0,42847.0,25560.0,17287.0,40936.0,24061.0,16875.0,40632.0,23301.0,17331.0,42538.0,23376.0,19162.0,130.1657205770908,78.61646910791141,51.5492514691794,124.37762680720056,73.75175833801748,50.62586846918308,124.91723301736171,75.99370540973598,48.92352760762574,123.21574445852444,74.78213680567382,48.433607652850625,130.2339802856685,77.07226161529388,53.161718670374626,125.76653735408216,75.90521260106529,49.86132475301688,131.93810096153845,78.11598557692308,53.82211538461539,127.78311478539672,75.21342137880666,52.569693406590076,141.76469865906972,82.37450267694877,59.39019598212093,144.52011033021148,82.16795748858519,62.35215284162628,134.26001888457193,78.25642772007492,56.003591164497,138.891583456675,82.61649138068611,56.275092075988894,140.16369436580243,81.07563385116347,59.08806051463896,135.82301513335995,81.02402191072142,54.79899322263854,131.4186835659228,77.2441114246548,54.17457214126802,131.46111039213147,75.38824899702342,56.07286139510806,138.93044006505934,76.34674801261994,62.583692052439396,Kg per person
9185,"Neuburg-Schrobenhausen, Landkreis",14349.0,4665.0,9684.0,13116.0,4211.0,8905.0,12982.0,4077.0,8905.0,18862.0,3838.0,15024.0,16556.0,3839.0,12717.0,8999.0,3859.0,5140.0,7916.0,3822.0,4094.0,7204.0,3624.0,3580.0,6514.0,3573.0,2941.0,8114.0,3684.0,4430.0,7939.0,3621.0,4318.0,6914.0,3661.0,3253.0,7565.0,3706.0,3859.0,6017.0,3823.0,2194.0,5983.0,3787.0,2196.0,6569.0,3783.0,2786.0,6891.0,3729.0,3162.0,146.8228793615062,47.7335516218152,99.08932773969099,134.79543282324286,43.277185698282686,91.51824712496018,134.2780306164667,42.170045510964,92.10798510550269,196.14408718439333,39.910985399941765,156.23310178445158,172.89236520849215,40.09022650612475,132.8021387023674,95.07258013396158,40.76953958628267,54.30304054767891,84.65857440778568,40.87481952836747,43.78375487941821,77.71305285868392,39.09385113268608,38.61920172599785,70.9717485808919,38.928777660351045,32.04297092054084,89.19129851714244,40.49553164125619,48.69576687588626,86.86280731315033,39.6183682177752,47.24443909537512,75.763220758728,40.11703083565277,35.646189923075234,82.95865774756004,40.640421098804694,42.318236648755345,66.07223253209176,41.980080599997805,24.09215193209395,65.78701412941888,41.64055198196712,24.146462147451757,72.04351783814612,41.48890668011977,30.554611158026344,75.51449799460845,40.86396212768755,34.6505358669209,Kg per person
9186,"Pfaffenhofen a.d.Ilm, Landkreis",29735.0,7214.0,22521.0,26733.0,6696.0,20037.0,25650.0,6914.0,18736.0,24569.0,6553.0,18016.0,26931.0,6605.0,20326.0,26398.0,6566.0,19832.0,26905.0,6518.0,20387.0,23911.0,6267.0,17644.0,24502.0,6459.0,18043.0,24969.0,6412.0,18557.0,24085.0,6150.0,17935.0,23905.0,6473.0,17432.0,21876.0,6451.0,15425.0,21277.0,6659.0,14618.0,20528.0,7857.0,12671.0,23635.0,8390.0,15245.0,21083.0,8356.0,12727.0,230.27538566383743,55.86704665138467,174.40833901245276,208.48183299929033,52.21989128654651,156.2619417127438,201.7286533334382,54.37629275428427,147.3523605791539,194.61518963277464,51.90741738221222,142.7077722505624,215.3015949154575,52.804093216612706,162.4975016988448,212.66756896107245,52.89700953854086,159.77055942253156,221.26914156948536,53.60461864894649,167.66452292053884,199.2799219915491,52.230658321318145,147.04926367023094,207.0317450929032,54.57587305342673,152.45587203947647,213.45951629863302,54.81606866541851,158.6434476332145,205.2040112123097,52.39795179388435,152.80605941842535,204.33195715909773,55.329042404971325,149.00291475412638,187.41486399657313,55.26665238809167,132.1482116084815,182.7811042291271,57.20446364909327,125.57664058003384,176.94416191149347,67.72458496388367,109.21957694760977,204.08603821810047,72.44687373174796,131.6391644863525,182.72347506543483,72.42030819365239,110.30316687178244,Kg per person
9187,"Rosenheim, Landkreis",39875.0,1445.0,38430.0,36307.0,1311.0,34996.0,40684.0,1203.0,39481.0,49306.0,277.0,49029.0,50563.0,111.0,50452.0,42626.0,64.0,42562.0,39869.0,63.0,39806.0,44813.0,61.0,44752.0,45674.0,51.0,45623.0,43767.0,50.0,43717.0,41949.0,47.0,41902.0,46248.0,48.0,46200.0,50136.0,46.0,50090.0,42704.0,0.0,42704.0,41810.0,0.0,41810.0,38500.0,0.0,38500.0,37400.0,0.0,37400.0,152.35689914068797,5.5211465644713265,146.83575257621666,138.93161902575287,5.016645620479854,133.91497340527303,155.88754823111083,4.609495637646896,151.27805259346394,190.04120270265062,1.0676472061946662,188.97355549645596,196.3870957718689,0.4311248863927664,195.95597088547615,166.45969524434344,0.24992775525824565,166.2097674890852,158.3045463569585,0.25014889815366287,158.05439745880483,179.38833513470237,0.24418558104159158,179.14414955366078,184.81546373814908,0.20636661230997075,184.60909712583913,178.44852893208952,0.20386196098897513,178.24466697110054,167.94916964271417,0.18817161251060965,167.76099803020355,185.87005011675154,0.19291131304281425,185.67713880370874,201.9430615302818,0.18528364509320572,201.7577778851886,172.16092111575628,0.0,172.16092111575628,169.38921030029007,0.0,169.38921030029007,155.83448354023565,0.0,155.83448354023565,152.57085978166864,0.0,152.57085978166864,Kg per person
9188,"Starnberg, Landkreis",18421.0,10624.0,7797.0,18289.0,9774.0,8515.0,19952.0,10222.0,9730.0,19675.0,9669.0,10006.0,20049.0,9460.0,10589.0,17495.0,8913.0,8582.0,18342.0,9109.0,9233.0,16550.0,8565.0,7985.0,18469.0,9191.0,9278.0,18225.0,9017.0,9208.0,17744.0,8487.0,9257.0,18525.0,8800.0,9725.0,17463.0,8373.0,9090.0,16278.0,8235.0,8043.0,16823.0,8108.0,8715.0,17869.0,7795.0,10074.0,18775.0,7928.0,10847.0,134.84371568699217,77.76883097869847,57.07488470829368,133.8216248253053,71.51689873927137,62.30472608603394,146.60670722746377,75.11095435440731,71.49575287305646,145.15474565642407,71.3342432402523,73.82050241617175,148.80651960929848,70.21346079624736,78.59305881305109,130.93001848511835,66.70358701102371,64.22643147409464,139.08836532118022,69.07403335026882,70.0143319709114,126.51841206014785,65.4761449725176,61.04226708763025,142.58472940631515,70.95653516559871,71.62819424071644,142.25944688590363,70.38427613553871,71.87517075036492,136.1958198690543,65.14280451018169,71.05301535887261,142.4890393046689,67.68710099223136,74.8019383124375,134.47455356111536,64.47663270727932,69.99792085383602,125.68428367370574,63.58336872176967,62.10091495193607,130.6245098572083,62.95568720931136,67.66882264789695,138.4217335058215,60.38376029312655,78.03797321269491,146.35610330285385,61.80086215632625,84.55524114652759,Kg per person
9189,"Traunstein, Landkreis",15706.0,3.0,15703.0,16328.0,0.0,16328.0,15743.0,0.0,15743.0,15549.0,0.0,15549.0,15499.0,0.0,15499.0,13610.0,0.0,13610.0,13748.0,0.0,13748.0,12166.0,0.0,12166.0,15877.0,0.0,15877.0,15956.0,0.0,15956.0,15325.0,0.0,15325.0,14539.0,0.0,14539.0,14175.0,0.0,14175.0,12210.0,0.0,12210.0,13146.0,0.0,13146.0,14771.0,0.0,14771.0,21191.0,173.0,21018.0,88.49198523818914,0.016902836859452913,88.47508240132969,92.0826307389507,0.0,92.0826307389507,88.89880229715003,0.0,88.89880229715003,88.20125928867208,0.0,88.20125928867208,88.34812547383301,0.0,88.34812547383301,78.14563452417863,0.0,78.14563452417863,79.94045750037796,0.0,79.94045750037796,71.41180061515344,0.0,71.41180061515344,93.68951517726478,0.0,93.68951517726478,94.51094907805032,0.0,94.51094907805032,89.87162871435189,0.0,89.87162871435189,85.21575017290492,0.0,85.21575017290492,83.09201964899117,0.0,83.09201964899117,71.59358765377083,0.0,71.59358765377083,77.12978174137527,0.0,77.12978174137527,86.42762688261384,0.0,86.42762688261384,124.32457802627178,1.0149663535720361,123.30961167269976,Kg per person
9190,"Weilheim-Schongau, Landkreis",23825.0,10049.0,13776.0,22355.0,9415.0,12940.0,22380.0,9817.0,12563.0,22081.0,9457.0,12624.0,23204.0,9397.0,13807.0,21375.0,9376.0,11999.0,21955.0,9620.0,12335.0,20271.0,9031.0,11240.0,21240.0,9773.0,11467.0,19495.0,9676.0,9819.0,18903.0,9519.0,9384.0,19749.0,10114.0,9635.0,18833.0,9971.0,8862.0,17761.0,9984.0,7777.0,17157.0,9831.0,7326.0,16305.0,9769.0,6536.0,16748.0,10303.0,6445.0,175.01138584042195,73.81697445164323,101.1944113887787,165.00834083762678,69.49467810271778,95.51366273490899,165.35153825693766,72.53154830510978,92.81998995182789,164.47427226410036,70.44215356195811,94.03211870214224,173.34658110399747,70.20073360775143,103.14584749624605,160.82795359125998,70.54610025130543,90.28185333995457,167.35269456513456,73.32875981401021,94.02393475112432,155.46795309348323,69.26304002699655,86.20491306648668,163.92936527537663,75.42757470980489,88.50179056557175,151.0537734387107,74.9728808306214,76.08089260808926,144.38367883167078,72.70741357449474,71.67626525717603,150.91355081268196,77.28693366344956,73.62661714923242,143.84461451506957,76.15752409758184,67.68709041748774,135.2528613964681,76.02976004630017,59.223101350167916,131.19279383989542,75.17376908783655,56.01902475205885,124.4333531755117,74.5531694064136,49.880183769098096,128.20748361810277,78.87041459979179,49.337069018310984,Kg per person
9261,Landshut,11796.0,2804.0,8992.0,9967.0,2545.0,7422.0,11294.0,2739.0,8555.0,11289.0,2508.0,8781.0,11932.0,2536.0,9396.0,10598.0,2448.0,8150.0,11146.0,2526.0,8620.0,10540.0,2443.0,8097.0,11605.0,2634.0,8971.0,11379.0,2560.0,8819.0,10544.0,2301.0,8243.0,11481.0,2377.0,9104.0,11227.0,2396.0,8831.0,10329.0,2394.0,7935.0,10383.0,2431.0,7952.0,10007.0,2268.0,7739.0,10068.0,2290.0,7778.0,161.4452884417984,38.37678779169232,123.06850065010606,135.76984375638528,34.66782907193745,101.10201468444784,155.9858571349649,37.82940169051434,118.15645544445059,158.5689604315031,35.228182546036834,123.34077788546627,170.39628704034274,36.21563727240272,134.18064976794003,153.12594818742687,35.37010012859228,117.75584805883457,165.1039120709831,37.41723325778785,127.68667881319529,159.265023647985,36.91503346983182,122.34999017815319,177.65836930896177,40.32332139248645,137.3350479164753,177.0306641566968,39.827621077523844,137.20304307917294,166.6824749438806,36.37484586929717,130.30762907458345,183.00789033235037,37.88953534709493,145.11835498525545,179.3278599495256,38.271092227582024,141.0567677219436,164.92359769435885,38.22510338661004,126.69849430774879,167.67598469066422,39.25843386140852,128.41755082925567,163.06544127232434,36.95737192021901,126.10806935210533,166.28953670823356,37.823106780080934,128.4664299281526,Kg per person
9262,Passau,11059.0,5933.0,5126.0,9609.0,5619.0,3990.0,10996.0,5790.0,5206.0,11226.0,5570.0,5656.0,11171.0,5725.0,5446.0,10238.0,5450.0,4787.0,10119.0,5573.0,4546.0,9550.0,5305.0,4245.0,9834.0,5571.0,4263.0,10197.0,5665.0,4532.0,10121.0,5432.0,4689.0,10740.0,5632.0,5108.0,9863.0,5515.0,4348.0,9536.0,5407.0,4129.0,9302.0,5300.0,4002.0,8800.0,5135.0,3665.0,8716.0,5278.0,3439.0,210.98922064294572,113.19278832395307,97.79643231899266,181.97829668768819,106.41440827225726,75.56388841543094,209.57136594941775,110.35087384932055,99.2204921000972,216.7976670979703,107.56841312450513,109.22925397346516,218.72185456396602,112.09225829189019,106.62959627207582,202.4680615433295,107.77993117905312,94.6683542301151,202.57447149263294,111.56710442024344,91.00736707238948,193.10874752295064,107.2714037287176,85.83734379423302,200.53835800807536,113.60577511317753,86.93258289489783,209.7155667071139,116.50864817061884,93.20691853649507,200.04348341700597,107.36450962564732,92.67897379135866,212.13976731783436,111.24498785233176,100.8947794655026,194.47128181871955,108.74065895064771,85.73062286807185,187.9348061725232,106.56076939752862,81.37403677499458,183.67427533370193,104.65208119421847,79.02219413948346,173.7379321237488,101.38003198357387,72.35790014017492,172.467696934919,104.43833231098007,68.0491521063775,Kg per person
