stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,timepoint
de:09771:2331:0:A_G,,Untergriesbach,,48.457745,11.152234,0,,0
de:09771:2332:0:A_G,,Oberwittelsbach,,48.468366,11.178483,0,,0
de:09771:2332:0:E_G,,Oberwittelsbach,,48.468467,11.178321,0,,0
de:09771:2335:0:A_G_G,,"Aichach, Stadtpfarrkirche",,48.459336,11.127728,0,,0
de:09771:2335:0:E_G_G,,"Aichach, Stadtpfarrkirche",,48.459348,11.12806,0,,0
de:09771:2336:0:A_G,,Allenberg,,48.453104,11.21066,0,,0
de:09771:2336:0:E_G,,Allenberg,,48.453205,11.210606,0,,0
000010509501,,Untermauerbach,,48.443529,11.18345,0,,0
000010509502,,Untermauerbach,,48.442552,11.184142,0,,0
de:09771:2338:0:E_G,,Obermauerbach,,48.429827,11.185238,0,,0
de:09771:2338:0:A_G,,Obermauerbach,,48.428593,11.185382,0,,0
de:09174:7126:0:1_G,,Xyger,,48.419836,11.180567,0,,0
de:09174:7126:0:2_G,,Xyger,,48.419997,11.180612,0,,0
de:09771:2340:0:A,,"Griesbeckerzell, Hofgarten","Griesbeckerzell, Hofgarten",48.440311,11.059995,0,,0
de:09771:2342:0:E,,"Griesbeckerzell, Siedlung","Griesbeckerzell, Siedlung",48.446413,11.04935,0,,0
de:09771:2342:0:A,,"Griesbeckerzell, Siedlung","Griesbeckerzell, Siedlung",48.447587,11.047984,0,,0
de:09771:2300:31:A_G_G,,Aichach,,48.460611,11.122697,0,,0
de:09771:2300:31:B,,Aichach,,48.460527,11.122643,0,,0
de:09771:2300:31:C,,Aichach,,48.460444,11.122598,0,,0
de:09771:2300:32:D_G,,Aichach,,48.46154,11.123506,0,,0
de:09771:2300:32:E_G,,Aichach,,48.461462,11.12356,0,,0
de:09771:2344:0:a,,"Edenried, Siedlung",,48.447241,11.022616,0,,0
de:09771:2345:0:e,,"Edenried, Gasthof Dallinger",,48.442939,11.021322,0,,0
de:09771:2345:0:a,,"Edenried, Gasthof Dallinger",,48.442856,11.021322,0,,0
de:09771:2346:0:e,,"Zahling, Kirche",,48.429553,11.033423,0,,0
de:09771:2346:0:a,,"Zahling, Kirche",,48.429517,11.033584,0,,0
de:09771:2347:0:e,,"Zahling, Ziegelstadel",,48.424975,11.046376,0,,0
de:09771:2347:0:a,,"Zahling, Ziegelstadel",,48.424933,11.0467,0,,0
