field_1,Unnamed: 0.1,Unnamed: 0,energy,land,bundesland,landkreis,gemeinde,gemeinde_id,landkreis_id,laengengrad,breitengrad,registrierungsdatum,inbetriebnahmedatum,datumEndgueltigeStilllegung,bruttoleistung,nettonennleistung,nameEinheit,betriebsstatus,energietraeger,wind_kraftwerk,wind_nordsee,wind_ostsee
"2485517","24681.0","24681.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.02524","54.823914",2020-11-12,2017-11-09,,"5230.0","5230.0",WK05,"35.0","2497.0",WIK_PROD,,"1540.0"
"2485539","24703.0","24703.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.026565","54.832209",2020-11-13,2017-12-01,,"5230.0","5230.0",WK06,"35.0","2497.0",WIK_PROD,,"1540.0"
"2485633","24797.0","24797.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.03577","54.848461",2020-11-16,2017-11-12,,"5230.0","5230.0",WK09,"35.0","2497.0",WIK_PROD,,"1540.0"
"2485634","24798.0","24798.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.04089","54.853635",2020-11-16,2017-11-12,,"5230.0","5230.0",WK10,"35.0","2497.0",WIK_PROD,,"1540.0"
"2485668","24832.0","24832.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.028552","54.837725",2020-11-16,2017-11-09,,"5230.0","5230.0",WK07,"35.0","2497.0",WIK_PROD,,"1540.0"
"2485670","24834.0","24834.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.031667","54.84319",2020-11-16,2017-11-09,,"5230.0","5230.0",WK08,"35.0","2497.0",WIK_PROD,,"1540.0"
"2485732","24896.0","24896.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.047119","54.858547",2020-11-17,2017-11-26,,"5230.0","5230.0",WK11,"35.0","2497.0",WIK_PROD,,"1540.0"
"2485739","24903.0","24903.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.054531","54.863188",2020-11-17,2017-11-20,,"5230.0","5230.0",WK12,"35.0","2497.0",WIK_PROD,,"1540.0"
"2485802","24966.0","24966.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.063056","54.867455",2020-11-18,2017-12-12,,"5230.0","5230.0",WK13,"35.0","2497.0",WIK_PROD,,"1540.0"
"2485803","24967.0","24967.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.072764","54.871269",2020-11-18,2017-12-19,,"5230.0","5230.0",WK14,"35.0","2497.0",WIK_PROD,,"1540.0"
"2485805","24969.0","24969.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.083668","54.87451",2020-11-18,2017-11-30,,"5230.0","5230.0",WK15,"35.0","2497.0",WIK_PROD,,"1540.0"
"2485807","24971.0","24971.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.045299","54.802314",2020-11-18,2017-11-27,,"5230.0","5230.0",WK16,"35.0","2497.0",WIK_PROD,,"1540.0"
"2485809","24973.0","24973.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.042563","54.807625",2020-11-18,2017-12-12,,"5230.0","5230.0",WK17,"35.0","2497.0",WIK_PROD,,"1540.0"
"2485810","24974.0","24974.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.040246","54.813213",2020-11-18,2017-11-17,,"5230.0","5230.0",WK18,"35.0","2497.0",WIK_PROD,,"1540.0"
"2485811","24975.0","24975.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.039314","54.819619",2020-11-18,2017-12-01,,"5230.0","5230.0",WK19,"35.0","2497.0",WIK_PROD,,"1540.0"
"2486014","25178.0","25178.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.039574","54.825641",2020-11-20,2017-10-24,,"5230.0","5230.0",WK20,"35.0","2497.0",WIK_PROD,,"1540.0"
"2486018","25182.0","25182.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.040422","54.833917",2020-11-20,2017-12-12,,"5230.0","5230.0",WK21,"35.0","2497.0",WIK_PROD,,"1540.0"
"2486019","25183.0","25183.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.043115","54.839785",2020-11-20,2017-12-05,,"5230.0","5230.0",WK22,"35.0","2497.0",WIK_PROD,,"1540.0"
"2486020","25184.0","25184.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.047502","54.845592",2020-11-20,2017-12-18,,"5230.0","5230.0",WK23,"35.0","2497.0",WIK_PROD,,"1540.0"
"2486117","25281.0","25281.0",wind,"84.0","1408.0",Cloppenburg,Barßel,03453001id,"3453","7.0","53.0",2020-11-23,2017-12-27,,"3000.0","3000.0",WEA 5 - 115098 - 05,"35.0","2497.0",,,
"2486387","25551.0","25551.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.052961","54.851244",2020-11-25,2017-11-20,,"5230.0","5230.0",WK24,"35.0","2497.0",WIK_PROD,,"1540.0"
"2486388","25552.0","25552.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.059618","54.856746",2020-11-25,2017-12-04,,"5230.0","5230.0",WK25,"35.0","2497.0",WIK_PROD,,"1540.0"
"2486389","25553.0","25553.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.06859","54.861356",2020-11-25,2017-11-09,,"5230.0","5230.0",WK26,"35.0","2497.0",WIK_PROD,,"1540.0"
"2486390","25554.0","25554.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.078609","54.865816",2020-11-25,2017-11-30,,"5230.0","5230.0",WK27,"35.0","2497.0",WIK_PROD,,"1540.0"
"2486424","25588.0","25588.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.089899","54.869582",2020-11-26,2017-12-02,,"5230.0","5230.0",WK28,"35.0","2497.0",WIK_PROD,,"1540.0"
"2486443","25607.0","25607.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.055288","54.809251",2020-11-26,2017-11-06,,"5230.0","5230.0",WK30,"35.0","2497.0",WIK_PROD,,"1540.0"
"2486444","25608.0","25608.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.053024","54.815074",2020-11-26,2017-11-10,,"5230.0","5230.0",WK31,"35.0","2497.0",WIK_PROD,,"1540.0"
"2486445","25609.0","25609.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.053015","54.821132",2020-11-26,2017-11-20,,"5230.0","5230.0",WK32,"35.0","2497.0",WIK_PROD,,"1540.0"
"2486446","25610.0","25610.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.053267","54.827348",2020-11-26,2017-11-09,,"5230.0","5230.0",WK33,"35.0","2497.0",WIK_PROD,,"1540.0"
"2486450","25614.0","25614.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.059181","54.803507",2020-11-26,2017-12-05,,"5230.0","5230.0",WK29,"35.0","2497.0",WIK_PROD,,"1540.0"
"2486472","25636.0","25636.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.095906","54.864716",2020-11-27,2017-12-19,,"5230.0","5230.0",WK40,"35.0","2497.0",WIK_PROD,,"1540.0"
"2486475","25639.0","25639.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.072493","54.805802",2020-11-27,2017-11-10,,"5230.0","5230.0",WK41,"35.0","2497.0",WIK_PROD,,"1540.0"
"2486478","25642.0","25642.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.068066","54.811956",2020-11-27,2017-10-06,,"5230.0","5230.0",WK42,"35.0","2497.0",WIK_PROD,,"1540.0"
"2486480","25644.0","25644.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.065592","54.817218",2020-11-27,2017-12-13,,"5230.0","5230.0",WK43,"35.0","2497.0",WIK_PROD,,"1540.0"
"2486487","25651.0","25651.0",wind,"84.0","1412.0",Merzig-Wadern,Mettlach,10042114id,"10042","6.452571","49.339913",2020-11-27,2018-03-23,,"3000.0","3000.0",Windanlage,"35.0","2497.0",,,
"2486489","25653.0","25653.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.066255","54.823058",2020-11-27,2017-11-09,,"5230.0","5230.0",WK44,"35.0","2497.0",WIK_PROD,,"1540.0"
"2486565","25729.0","25729.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.085231","54.860556",2020-11-27,2017-11-18,,"5230.0","5230.0",WK39,"35.0","2497.0",WIK_PROD,,"1540.0"
"2486572","25736.0","25736.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.054813","54.835792",2020-11-27,2017-11-09,,"5230.0","5230.0",WK34,"35.0","2497.0",WIK_PROD,,"1540.0"
"2486574","25738.0","25738.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.057141","54.841372",2020-11-27,2017-11-26,,"5230.0","5230.0",WK35,"35.0","2497.0",WIK_PROD,,"1540.0"
"2486577","25741.0","25741.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.061881","54.846911",2020-11-27,2017-11-27,,"5230.0","5230.0",WK36,"35.0","2497.0",WIK_PROD,,"1540.0"
"2486580","25744.0","25744.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.067419","54.852242",2020-11-27,2017-11-20,,"5230.0","5230.0",WK37,"35.0","2497.0",WIK_PROD,,"1540.0"
"2486582","25746.0","25746.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.076482","54.856558",2020-11-27,2017-11-30,,"5230.0","5230.0",WK38,"35.0","2497.0",WIK_PROD,,"1540.0"
"2486659","25823.0","25823.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.066484","54.829279",2020-11-30,2017-11-13,,"5230.0","5230.0",WK45,"35.0","2497.0",WIK_PROD,,"1540.0"
"2486661","25825.0","25825.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.068586","54.837688",2020-11-30,2017-11-26,,"5230.0","5230.0",WK46,"35.0","2497.0",WIK_PROD,,"1540.0"
"2486662","25826.0","25826.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.073423","54.843803",2020-11-30,2017-11-25,,"5230.0","5230.0",WK47,"35.0","2497.0",WIK_PROD,,"1540.0"
"2486664","25828.0","25828.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.079707","54.849998",2020-11-30,2017-11-26,,"5230.0","5230.0",WK48,"35.0","2497.0",WIK_PROD,,"1540.0"
"2486666","25830.0","25830.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.089671","54.855287",2020-11-30,2017-11-13,,"5230.0","5230.0",WK49,"35.0","2497.0",WIK_PROD,,"1540.0"
"2486668","25832.0","25832.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.101326","54.859501",2020-11-30,2017-11-18,,"5230.0","5230.0",WK50,"35.0","2497.0",WIK_PROD,,"1540.0"
"2486670","25834.0","25834.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.085552","54.808123",2020-11-30,2017-12-02,,"5230.0","5230.0",WK51,"35.0","2497.0",WIK_PROD,,"1540.0"
"2486721","25885.0","25885.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.080688","54.813458",2020-11-30,2017-12-05,,"5230.0","5230.0",WK52,"35.0","2497.0",WIK_PROD,,"1540.0"
"2486722","25886.0","25886.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.0784","54.819046",2020-11-30,2017-11-29,,"5230.0","5230.0",WK53,"35.0","2497.0",WIK_PROD,,"1540.0"
"2486723","25887.0","25887.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.079525","54.824935",2020-11-30,2017-11-15,,"5230.0","5230.0",WK54,"35.0","2497.0",WIK_PROD,,"1540.0"
"2486724","25888.0","25888.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.079842","54.83097",2020-11-30,2017-11-16,,"5230.0","5230.0",WK55,"35.0","2497.0",WIK_PROD,,"1540.0"
"2486725","25889.0","25889.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.082109","54.8394",2020-11-30,2017-12-03,,"5230.0","5230.0",WK56,"35.0","2497.0",WIK_PROD,,"1540.0"
"2486761","25925.0","25925.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.641275","54.347063",2020-12-01,2014-09-30,,"3780.0","3780.0",M01,"35.0","2497.0",,"1549.0",
"2486887","26051.0","26051.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.641279","54.355993",2020-12-03,2014-11-23,,"3780.0","3780.0",M03,"35.0","2497.0",,"1549.0",
"2486890","26054.0","26054.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.641168","54.360453",2020-12-03,2014-11-17,,"3780.0","3780.0",M04,"35.0","2497.0",,"1549.0",
"2486893","26057.0","26057.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.641274","54.364995",2020-12-03,2014-11-21,,"3780.0","3780.0",M05,"35.0","2497.0",,"1549.0",
"2486896","26060.0","26060.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.641298","54.369457",2020-12-03,2014-09-05,,"3780.0","3780.0",M06,"35.0","2497.0",,"1549.0",
"2486900","26064.0","26064.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.641273","54.374347",2020-12-03,2014-09-07,,"3780.0","3780.0",M07,"35.0","2497.0",,"1549.0",
"2486903","26067.0","26067.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.641232","54.378823",2020-12-03,2014-10-13,,"3780.0","3780.0",M08,"35.0","2497.0",,"1549.0",
"2486906","26070.0","26070.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.641266","54.383311",2020-12-03,2014-09-04,,"3780.0","3780.0",M09,"35.0","2497.0",,"1549.0",
"2486908","26072.0","26072.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.641263","54.387817",2020-12-03,2014-09-23,,"3780.0","3780.0",M10,"35.0","2497.0",,"1549.0",
"2486911","26075.0","26075.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.641271","54.392298",2020-12-03,2014-09-04,,"3780.0","3780.0",M11,"35.0","2497.0",,"1549.0",
"2486923","26087.0","26087.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.088318","54.846257",2020-12-03,2017-12-02,,"5230.0","5230.0",WK57,"35.0","2497.0",WIK_PROD,,"1540.0"
"2486924","26088.0","26088.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.098178","54.85085",2020-12-03,2017-11-18,,"5230.0","5230.0",WK58,"35.0","2497.0",WIK_PROD,,"1540.0"
"2486931","26095.0","26095.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.10769","54.855108",2020-12-03,2017-11-29,,"5230.0","5230.0",WK59,"35.0","2497.0",WIK_PROD,,"1540.0"
"2486942","26106.0","26106.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.094227","54.815059",2020-12-03,2017-12-08,,"5230.0","5230.0",WK60,"35.0","2497.0",WIK_PROD,,"1540.0"
"2486943","26107.0","26107.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.091142","54.821014",2020-12-03,2017-11-30,,"5230.0","5230.0",WK61,"35.0","2497.0",WIK_PROD,,"1540.0"
"2486944","26108.0","26108.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.092752","54.827133",2020-12-03,2017-11-30,,"5230.0","5230.0",WK62,"35.0","2497.0",WIK_PROD,,"1540.0"
"2486945","26109.0","26109.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.093461","54.83285",2020-12-03,2017-11-15,,"5230.0","5230.0",WK63,"35.0","2497.0",WIK_PROD,,"1540.0"
"2486946","26110.0","26110.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.095833","54.841244",2020-12-03,2017-11-30,,"5230.0","5230.0",WK64,"35.0","2497.0",WIK_PROD,,"1540.0"
"2486947","26111.0","26111.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.104222","54.845748",2020-12-03,2017-12-18,,"5230.0","5230.0",WK65,"35.0","2497.0",WIK_PROD,,"1540.0"
"2486948","26112.0","26112.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.113451","54.850012",2020-12-03,2017-12-15,,"5230.0","5230.0",WK66,"35.0","2497.0",WIK_PROD,,"1540.0"
"2486949","26113.0","26113.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.103328","54.823419",2020-12-03,2017-11-29,,"5230.0","5230.0",WK67,"35.0","2497.0",WIK_PROD,,"1540.0"
"2486950","26114.0","26114.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.10639","54.829016",2020-12-03,2017-12-03,,"5230.0","5230.0",WK68,"35.0","2497.0",WIK_PROD,,"1540.0"
"2486951","26115.0","26115.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.107905","54.834589",2020-12-03,2017-12-03,,"5230.0","5230.0",WK69,"35.0","2497.0",WIK_PROD,,"1540.0"
"2486952","26116.0","26116.0",wind,"84.0","1416.0",offshoreOstsee,,Noneid,"0","14.119046","54.844359",2020-12-03,2017-11-13,,"5230.0","5230.0",WK70,"35.0","2497.0",WIK_PROD,,"1540.0"
"2486959","26123.0","26123.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.641267","54.351533",2020-12-03,2014-10-01,,"3780.0","3780.0",M02,"35.0","2497.0",,"1549.0",
"2487138","26302.0","26302.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.652546","54.352303",2020-12-07,2014-11-30,,"3780.0","3780.0",M12,"35.0","2497.0",,"1549.0",
"2487141","26305.0","26305.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.652004","54.358546",2020-12-07,2014-10-02,,"3780.0","3780.0",M13,"35.0","2497.0",,"1549.0",
"2487154","26318.0","26318.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.660458","54.35667",2020-12-07,2015-01-05,,"3780.0","3780.0",M14,"35.0","2497.0",,"1549.0",
"2487160","26324.0","26324.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.662089","54.362978",2020-12-07,2014-12-03,,"3780.0","3780.0",M15,"35.0","2497.0",,"1549.0",
"2487163","26327.0","26327.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.660523","54.367308",2020-12-07,2014-11-30,,"3780.0","3780.0",M16,"35.0","2497.0",,"1549.0",
"2487201","26365.0","26365.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.660775","54.372214",2020-12-07,2014-10-12,,"3780.0","3780.0",M17,"35.0","2497.0",,"1549.0",
"2487204","26368.0","26368.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.660815","54.377172",2020-12-07,2014-09-04,,"3780.0","3780.0",M18,"35.0","2497.0",,"1549.0",
"2487207","26371.0","26371.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.660945","54.381754",2020-12-07,2014-09-03,,"3780.0","3780.0",M19,"35.0","2497.0",,"1549.0",
"2487209","26373.0","26373.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.662584","54.387564",2020-12-07,2014-09-03,,"3780.0","3780.0",M20,"35.0","2497.0",,"1549.0",
"2487269","26433.0","26433.0",wind,"84.0","1410.0",Rhein-Hunsrück-Kreis,Beltheim,07140010id,"7140","15.214967","49.929775",2020-12-08,2010-12-21,,"2050.0","2050.0",Bic VI,"35.0","2497.0",,,
"2487280","26444.0","26444.0",wind,"84.0","1410.0",Rhein-Hunsrück-Kreis,Beltheim,07140010id,"7140","15.293","49.93266",2020-12-08,2010-12-21,,"2050.0","2050.0",Bic 7,"35.0","2497.0",,,
"2487284","26448.0","26448.0",wind,"84.0","1410.0",Rhein-Hunsrück-Kreis,Beltheim,07140010id,"7140","15.410309","49.912068",2020-12-08,2010-12-30,,"2050.0","2050.0",Bic 8,"35.0","2497.0",,,
"2487307","26471.0","26471.0",wind,"84.0","1410.0",Rhein-Hunsrück-Kreis,Beltheim,07140010id,"7140","15.743331","50.113617",2020-12-08,2009-01-15,,"2050.0","2050.0",Bic I,"35.0","2497.0",,,
"2487309","26473.0","26473.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.66042","54.391851",2020-12-08,2014-09-02,,"3780.0","3780.0",M21,"35.0","2497.0",,"1549.0",
"2487315","26479.0","26479.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.653233","54.395",2020-12-08,2014-09-07,,"3780.0","3780.0",M22,"35.0","2497.0",,"1549.0",
"2487317","26481.0","26481.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.670999","54.360116",2020-12-08,2014-11-23,,"3780.0","3780.0",M23,"35.0","2497.0",,"1549.0",
"2487321","26485.0","26485.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.679128","54.363019",2020-12-08,2014-10-18,,"3780.0","3780.0",M24,"35.0","2497.0",,"1549.0",
"2487331","26495.0","26495.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.68963","54.37216",2020-12-08,2014-11-20,,"3780.0","3780.0",M25,"35.0","2497.0",,"1549.0",
"2487339","26503.0","26503.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.671428","54.375713",2020-12-08,2014-09-30,,"3780.0","3780.0",M26,"35.0","2497.0",,"1549.0",
"2487343","26507.0","26507.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.677765","54.381298",2020-12-08,2014-10-11,,"3780.0","3780.0",M27,"35.0","2497.0",,"1549.0",
"2487346","26510.0","26510.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.676427","54.386467",2020-12-08,2015-02-09,,"3780.0","3780.0",M28,"35.0","2497.0",,"1549.0",
"2487351","26515.0","26515.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.675305","54.391936",2020-12-08,2014-09-01,,"3780.0","3780.0",M29,"35.0","2497.0",,"1549.0",
"2487360","26524.0","26524.0",wind,"84.0","1408.0",Friesland,Wangerland,03455020id,"3455","7.0","53.0",2020-12-08,1994-01-11,,"600.0","600.0",Altebrücke,"35.0","2497.0",,,
"2487362","26526.0","26526.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.674474","54.397158",2020-12-08,2014-10-01,,"3780.0","3780.0",M30,"35.0","2497.0",,"1549.0",
"2487374","26538.0","26538.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.673703","54.403042",2020-12-08,2014-09-06,,"3780.0","3780.0",M31,"35.0","2497.0",,"1549.0",
"2487378","26542.0","26542.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.689196","54.366558",2020-12-08,2014-09-30,,"3780.0","3780.0",M32,"35.0","2497.0",,"1549.0",
"2487385","26549.0","26549.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.699239","54.369949",2020-12-08,2014-10-14,,"3780.0","3780.0",M33,"35.0","2497.0",,"1549.0",
"2487388","26552.0","26552.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.695947","54.376263",2020-12-08,2014-09-29,,"3780.0","3780.0",M34,"35.0","2497.0",,"1549.0",
"2487394","26558.0","26558.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.6938","54.382211",2020-12-08,2014-12-04,,"3780.0","3780.0",M35,"35.0","2497.0",,"1549.0",
"2487397","26561.0","26561.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.688126","54.389611",2020-12-08,2014-09-02,,"3780.0","3780.0",M36,"35.0","2497.0",,"1549.0",
"2487399","26563.0","26563.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.690262","54.395174",2020-12-08,2014-09-03,,"3780.0","3780.0",M37,"35.0","2497.0",,"1549.0",
"2487462","26626.0","26626.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.68837","54.401563",2020-12-09,2014-09-03,,"3780.0","3780.0",M38,"35.0","2497.0",,"1549.0",
"2487465","26629.0","26629.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.663799","54.399377",2020-12-09,2014-09-04,,"3780.0","3780.0",M39,"35.0","2497.0",,"1549.0",
"2487471","26635.0","26635.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.686036","54.407886",2020-12-09,2014-09-03,,"3780.0","3780.0",M40,"35.0","2497.0",,"1549.0",
"2487475","26639.0","26639.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.712721","54.373887",2020-12-09,2014-10-12,,"3780.0","3780.0",M41,"35.0","2497.0",,"1549.0",
"2487577","26741.0","26741.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.712705","54.378384",2020-12-10,2014-09-06,,"3780.0","3780.0",M42,"35.0","2497.0",,"1549.0",
"2487581","26745.0","26745.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.710796","54.384418",2020-12-10,2014-10-05,,"3780.0","3780.0",M43,"35.0","2497.0",,"1549.0",
"2487596","26760.0","26760.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.709367","54.391475",2020-12-10,2014-12-26,,"3780.0","3780.0",M44,"35.0","2497.0",,"1549.0",
"2487602","26766.0","26766.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.697265","54.412155",2020-12-10,2014-09-06,,"3780.0","3780.0",M45,"35.0","2497.0",,"1549.0",
"2487605","26769.0","26769.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.707938","54.398657",2020-12-10,2015-02-17,,"3780.0","3780.0",M46,"35.0","2497.0",,"1549.0",
"2487612","26776.0","26776.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.706268","54.406847",2020-12-10,2014-11-01,,"3780.0","3780.0",M47,"35.0","2497.0",,"1549.0",
"2487618","26782.0","26782.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.70521","54.415381",2020-12-10,2015-02-13,,"3780.0","3780.0",M48,"35.0","2497.0",,"1549.0",
"2487620","26784.0","26784.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.72584","54.377438",2020-12-10,2014-11-20,,"3780.0","3780.0",M49,"35.0","2497.0",,"1549.0",
"2487624","26788.0","26788.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.726653","54.382792",2020-12-10,2014-10-15,,"3780.0","3780.0",M50,"35.0","2497.0",,"1549.0",
"2487651","26815.0","26815.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.727683","54.389023",2020-12-10,2014-11-17,,"3780.0","3780.0",M51,"35.0","2497.0",,"1549.0",
"2487656","26820.0","26820.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.726977","54.39554",2020-12-10,2015-02-05,,"3780.0","3780.0",M52,"35.0","2497.0",,"1549.0",
"2487660","26824.0","26824.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.725697","54.401442",2020-12-10,2015-01-19,,"3780.0","3780.0",M53,"35.0","2497.0",,"1549.0",
"2487664","26828.0","26828.0",wind,"84.0","1416.0",offshoreNordsee,,Noneid,"0","7.724523","54.407793",2020-12-10,2015-01-21,,"3780.0","3780.0",M54,"35.0","2497.0",,"1549.0",
