AGS,Name,mobility_cartype_density_Insgesamt_1996,mobility_cartype_density_Insgesamt_1997,mobility_cartype_density_Insgesamt_1998,mobility_cartype_density_Insgesamt_1999,mobility_cartype_density_Insgesamt_2000,mobility_cartype_density_Insgesamt_2001,mobility_cartype_density_Insgesamt_2002,mobility_cartype_density_Insgesamt_2003,mobility_cartype_density_Insgesamt_2004,mobility_cartype_density_Insgesamt_2005,mobility_cartype_density_Insgesamt_2006,mobility_cartype_density_Insgesamt_2007,mobility_cartype_density_Insgesamt_2008,mobility_cartype_density_Insgesamt_2009,mobility_cartype_density_Insgesamt_2010,mobility_cartype_density_Insgesamt_2011,mobility_cartype_density_Insgesamt_2012,mobility_cartype_density_Insgesamt_2013,mobility_cartype_density_Insgesamt_2014,mobility_cartype_density_Insgesamt_2015,mobility_cartype_density_Insgesamt_2016,mobility_cartype_density_Insgesamt_2017,mobility_cartype_density_Insgesamt_2018,mobility_cartype_density_Insgesamt_2019,mobility_cartype_density_Insgesamt_2020,mobility_cartype_density_Krafträder_1996,mobility_cartype_density_Krafträder_1997,mobility_cartype_density_Krafträder_1998,mobility_cartype_density_Krafträder_1999,mobility_cartype_density_Krafträder_2000,mobility_cartype_density_Krafträder_2001,mobility_cartype_density_Krafträder_2002,mobility_cartype_density_Krafträder_2003,mobility_cartype_density_Krafträder_2004,mobility_cartype_density_Krafträder_2005,mobility_cartype_density_Krafträder_2006,mobility_cartype_density_Krafträder_2007,mobility_cartype_density_Krafträder_2008,mobility_cartype_density_Krafträder_2009,mobility_cartype_density_Krafträder_2010,mobility_cartype_density_Krafträder_2011,mobility_cartype_density_Krafträder_2012,mobility_cartype_density_Krafträder_2013,mobility_cartype_density_Krafträder_2014,mobility_cartype_density_Krafträder_2015,mobility_cartype_density_Krafträder_2016,mobility_cartype_density_Krafträder_2017,mobility_cartype_density_Krafträder_2018,mobility_cartype_density_Krafträder_2019,mobility_cartype_density_Krafträder_2020,mobility_cartype_density_Lkw_1996,mobility_cartype_density_Lkw_1997,mobility_cartype_density_Lkw_1998,mobility_cartype_density_Lkw_1999,mobility_cartype_density_Lkw_2000,mobility_cartype_density_Lkw_2001,mobility_cartype_density_Lkw_2002,mobility_cartype_density_Lkw_2003,mobility_cartype_density_Lkw_2004,mobility_cartype_density_Lkw_2005,mobility_cartype_density_Lkw_2006,mobility_cartype_density_Lkw_2007,mobility_cartype_density_Lkw_2008,mobility_cartype_density_Lkw_2009,mobility_cartype_density_Lkw_2010,mobility_cartype_density_Lkw_2011,mobility_cartype_density_Lkw_2012,mobility_cartype_density_Lkw_2013,mobility_cartype_density_Lkw_2014,mobility_cartype_density_Lkw_2015,mobility_cartype_density_Lkw_2016,mobility_cartype_density_Lkw_2017,mobility_cartype_density_Lkw_2018,mobility_cartype_density_Lkw_2019,mobility_cartype_density_Lkw_2020,mobility_cartype_density_Pkw_1996,mobility_cartype_density_Pkw_1997,mobility_cartype_density_Pkw_1998,mobility_cartype_density_Pkw_1999,mobility_cartype_density_Pkw_2000,mobility_cartype_density_Pkw_2001,mobility_cartype_density_Pkw_2002,mobility_cartype_density_Pkw_2003,mobility_cartype_density_Pkw_2004,mobility_cartype_density_Pkw_2005,mobility_cartype_density_Pkw_2006,mobility_cartype_density_Pkw_2007,mobility_cartype_density_Pkw_2008,mobility_cartype_density_Pkw_2009,mobility_cartype_density_Pkw_2010,mobility_cartype_density_Pkw_2011,mobility_cartype_density_Pkw_2012,mobility_cartype_density_Pkw_2013,mobility_cartype_density_Pkw_2014,mobility_cartype_density_Pkw_2015,mobility_cartype_density_Pkw_2016,mobility_cartype_density_Pkw_2017,mobility_cartype_density_Pkw_2018,mobility_cartype_density_Pkw_2019,mobility_cartype_density_Pkw_2020,mobility_cartype_density_Zugmaschinen_1996,mobility_cartype_density_Zugmaschinen_1997,mobility_cartype_density_Zugmaschinen_1998,mobility_cartype_density_Zugmaschinen_1999,mobility_cartype_density_Zugmaschinen_2000,mobility_cartype_density_Zugmaschinen_2001,mobility_cartype_density_Zugmaschinen_2002,mobility_cartype_density_Zugmaschinen_2003,mobility_cartype_density_Zugmaschinen_2004,mobility_cartype_density_Zugmaschinen_2005,mobility_cartype_density_Zugmaschinen_2006,mobility_cartype_density_Zugmaschinen_2007,mobility_cartype_density_Zugmaschinen_2008,mobility_cartype_density_Zugmaschinen_2009,mobility_cartype_density_Zugmaschinen_2010,mobility_cartype_density_Zugmaschinen_2011,mobility_cartype_density_Zugmaschinen_2012,mobility_cartype_density_Zugmaschinen_2013,mobility_cartype_density_Zugmaschinen_2014,mobility_cartype_density_Zugmaschinen_2015,mobility_cartype_density_Zugmaschinen_2016,mobility_cartype_density_Zugmaschinen_2017,mobility_cartype_density_Zugmaschinen_2018,mobility_cartype_density_Zugmaschinen_2019,mobility_cartype_density_Zugmaschinen_2020
8337,"Waldshut, Landkreis",658.0486378478483,666.555080129278,671.0040336297808,676.0280781727366,686.5663497914444,708.4532309137098,720.6887045737847,727.6498440651993,731.2065811342413,737.4367803723233,746.8175727411945,757.9126794258374,675.2006136770884,680.1976151553034,691.001564945227,713.8487565970541,726.8278975436624,738.6357410282167,744.8474980479507,746.2781706292707,758.0603131736668,766.6717587750737,779.0046829485578,787.6996310006258,798.3321361621612,39.94468541351918,43.293547660638964,46.76337658550809,49.72479511177926,52.12678242312543,54.787675933395136,56.8367053408764,58.6386682389843,58.91215190176127,59.602807369943925,60.244783690658494,61.578947368421055,54.709552147570164,55.86474661025099,57.32514746599254,59.218712647341874,61.2404474065205,62.758347791678084,63.99089648994316,64.5772395017306,65.64328524388222,67.00431262412015,68.15770810988225,68.24441676461817,68.56578893580243,25.037769871826114,25.575634369465053,25.696165621810756,26.774889675573448,27.736686390532547,29.570054300058995,30.360053696423435,30.145399474430885,30.01207657264477,29.99868479261571,30.041634762633997,30.681818181818183,28.064939501267506,27.700980863544572,28.048633682436503,29.140436800068652,30.140685037782756,30.639515417161295,31.020936862557576,31.44863905254943,32.44261246535427,33.778305267982,34.966797367233426,36.63678414998567,38.12844186711984,532.51254934451,536.8935525298697,537.6937843223016,538.2983366471074,545.2456591327966,561.8490915877048,571.1417681465146,576.162627127268,578.9461097891981,583.9281657639561,597.5126818529862,605.8732057416269,534.2106997956407,538.0805846716031,546.3825689177802,564.2726230683887,573.8214650058949,583.2648464371595,587.7453680445007,588.1473361888706,597.5884206287162,603.2092033983948,612.8156887568208,619.4628164418168,627.8724808306616,51.446220576051466,51.68688411839535,51.726442144141515,51.955530769603804,52.248035696963825,52.79506844697015,52.84543100968453,53.041776160232736,53.42388769983141,53.85774238674271,54.69348200612557,55.47248803827752,54.14621575783727,54.506442927204546,55.080052967376915,56.97525453442115,57.49576967483002,57.81511581895109,57.95618935785147,57.85739391520365,58.12782792030891,58.33206030623156,58.615980635216474,58.82937726238721,59.22201393390447
8415,"Reutlingen, Landkreis",637.8773481470653,647.6980653992616,655.8745939346371,666.1522168929885,674.4689652691595,693.4704506460059,701.3538218115341,703.7239518619759,709.8435298585061,718.1624469507072,724.020986835337,732.8929611478088,663.6473601821546,669.3945402186332,679.1560917093522,707.4358843176951,715.6950901194434,720.421420264547,725.0954030305973,728.7150893436318,735.4883449144966,745.0254414636365,755.189225382566,765.7733926991227,776.1611425510526,39.83626927856151,42.58378779825398,45.09414902507976,47.2546815531805,48.66994010683646,51.69838489560386,53.1122934432831,54.32567716283858,55.376731410076694,56.58591237692742,57.71024970644682,59.066695077775414,52.52952895972677,53.82893064746357,55.212845858947574,57.384357893044296,59.02632412419774,59.71690354649499,60.81336253870971,61.98225533740026,62.81284981097007,63.69814595771187,64.59678881805627,65.54275800079434,66.39721457963039,25.126087274322053,25.749776104732018,27.49616645227869,29.381467519183435,29.78111117106423,30.98750971605827,31.042752830410567,31.357165678582838,30.99947121680466,30.874067981095486,31.23547754273815,32.22174870374317,29.881172619894695,29.9828781142432,30.14975207435278,31.361686266197932,31.420760054024342,31.425372890996634,31.62237304473242,31.50510610996303,32.08932632127343,32.741448938597536,33.98454392009709,35.19095298814775,36.20559518881936,525.1809078283751,531.4691170153122,535.1196575606282,541.2601971294425,547.8875519343873,561.4645905644089,567.504000171054,568.5363342681671,574.2869411844034,581.2110661622627,592.9348577996459,598.9736486966405,539.6114985057635,543.3938354091988,551.0249847827403,573.7741461596369,580.0008008999204,583.717062955811,587.0172750520625,589.7175954316178,594.9514576777128,602.7282207773119,610.5535173741404,618.668868496415,626.6117559487577,37.124479204736495,37.272191115544516,37.44885574959484,37.4307390366175,37.48988291156316,38.25888235778735,38.494296415347826,38.489119244559625,38.11497663062187,38.42949274771405,38.312681142711185,38.72789260600895,38.00697310374271,38.61501386481185,39.176879732033846,41.16267001892956,41.5739867705895,41.97174832167351,42.103218705827764,41.98672163282089,42.05123872684648,42.16563897618231,42.28102724343326,42.43748127399542,42.87696915098244
8416,"Tübingen, Landkreis",565.7640515222482,573.2595553822152,577.1882566880282,584.016809158093,596.628863260364,612.6799268447536,619.2879578202101,621.5287010472791,622.0863159357842,628.3947024395201,634.8332197520859,640.006989084154,573.8161432516964,573.5884265927476,580.5950186169251,612.0394736842105,615.8385064264241,621.2621516152124,627.1438712188867,628.6327348458553,630.1377790638146,641.2969812407256,648.8512345434631,656.0928467102214,668.5750051428846,35.3727556596409,37.96314352574103,39.987163653690935,41.92629087571849,43.50348862301293,45.92102644770632,47.30202401017874,47.77365708021365,48.15715708759006,48.80888038914065,49.73016779326985,49.97654978343035,44.61525798840378,45.31619425496643,46.352528648375085,49.29981203007519,50.50862285591966,51.83457639642552,53.092441208124384,54.138849695947926,54.657555590179626,56.07849217071604,56.4903158830076,57.25955273353799,58.58511583527012,17.905932864949257,18.247854914196566,18.57380412902473,19.16147418248563,19.60821924377203,20.871040188005193,21.657988760193998,21.64532456324493,21.168948502328167,21.08769060916402,21.13992595730573,21.46384528374762,19.241673220785398,19.02781929686297,19.394136572316814,20.39003759398496,20.591547460608485,20.985060151938487,21.451306358910948,21.98911813628926,22.538785140338774,23.42805253482758,24.171802349877492,25.057067142444836,25.985792507583017,472.5848946135831,476.9549531981279,478.7859928233155,483.4275225812684,494.353465845062,506.81803106255154,511.51915790659785,513.4326965689362,514.1103157504575,519.7503660897,532.1588418396478,536.4627877249611,479.1030307464379,478.41309527044774,483.75085854751836,509.76973684210526,512.1780971083418,515.7549587826448,520.006411577477,520.4181448541046,520.9428628664277,529.8177227525415,536.2840967575913,541.8055081818102,551.8118273216294,29.34718969555035,29.265795631825274,29.18323884356189,28.87987248224895,28.714604263073344,28.579821660396668,28.367129436178654,28.353509201595408,28.36425973544606,28.441820609117826,28.438288545484685,28.83457021730534,28.0028533279681,28.032176536130663,28.277844051621297,29.722744360902254,29.69370945675542,29.828896021428406,29.795516475464268,29.404472653344573,29.26080085471988,29.137782108923393,28.9709718428195,28.95774844978529,29.128423300987873
8417,"Zollernalbkreis, Landkreis",679.5599016934036,691.2333733256464,695.6043385749131,701.6690856313498,716.6119725648165,738.126048158347,743.5517511977532,749.1351538624623,757.6764216603354,767.6653417876527,778.6486795948745,790.6709618808443,709.8174403817251,717.308291564776,730.3137590037846,751.7514813994567,766.606375028431,775.6086991847899,777.141017385705,779.9570508231926,799.4034183382158,813.1476856034437,823.6959800989758,835.8549452638583,846.2356869726433,36.13389607292109,39.4469634407932,42.74222844984172,45.37632179141613,46.876215064466464,50.0838526677571,51.88542871303486,53.65924286534255,55.7625634195511,57.704880605224105,58.96803339266569,60.413196819313846,52.28225797975764,54.06233329988328,56.0052655884242,57.90556854949792,60.43604934527614,61.89096227283807,62.77098089718823,63.46403669238315,65.76805886841585,67.46558962640167,68.03397994019107,69.38525477522008,70.53544153121742,27.122458079703005,27.506401367009975,28.216305983704395,29.037943188886587,29.882161427956724,31.103128429160023,31.71980835949116,31.42920672020353,31.369033120682417,31.646620520750094,31.92497059405219,32.87196328531674,29.98518082545955,30.427227641718208,31.651919126506822,32.94999702909863,33.78678421730984,34.01132085691845,34.0362738785147,34.79943794904425,36.13107720876623,37.36514853589839,37.95485219784582,38.78265553460813,40.71378158873287,562.1571453755457,569.4230199909628,569.2822668534952,571.4804063860668,583.5471846794304,599.520694010228,602.32529324302,605.9973007492748,611.9112152196558,619.124957192225,634.3045102998886,642.7001373145862,573.8751615920628,578.8778738439925,587.4687488388635,604.070675042808,614.8501554224567,621.7479619749207,622.6550761966087,623.8023277393356,638.2730081483023,648.493383642451,657.4324503135999,667.126101719977,674.4846256754906,44.30537264214532,44.77580932496092,45.05163734495822,45.485175202156334,45.823807227916284,46.574463239404544,46.64009582025442,46.94214192267319,47.37744932913905,47.95508556366165,48.77744121412734,49.892706663673245,49.19755746371404,49.37756487110285,50.527355050346884,52.12581497226259,52.84905067746862,53.300111041898,53.13908564069543,53.20395556616029,54.49810833453397,54.95562523250253,55.368248339375974,55.72366301759055,55.59827664303547
8421,"Ulm, Stadtkreis",552.8050956292395,559.2244093126233,557.6442727374872,563.8613989302602,572.3047264848634,591.371137417932,600.4615836515463,599.8063552213142,604.1113340604628,606.3502590673576,609.9648542485012,612.1267519804998,539.0799684335132,544.6116294118128,548.7414597600997,580.4953165278499,588.4113005077261,589.7683235752991,591.0913398611594,592.8764799895627,595.5241099448984,601.746870919456,610.0024539100286,617.8562978152851,624.4531466318579,29.96871256065712,32.52672363095444,33.163066870640705,34.478006597590074,34.75130722578113,36.10568920209216,36.616172212664175,37.21819259308722,37.716369570466334,38.65699481865285,39.26400661567087,39.964095722779454,34.903985268972775,36.00710968407775,37.108818332098274,39.271403169957715,39.77046373445671,40.35464443288765,40.99773017214242,42.1980495123781,42.58872314506305,43.416987802159305,44.225791385984216,45.01932329048032,45.63901744393022,25.590194878513373,25.711765316359358,26.101762301103708,26.821012376941166,27.253418406080197,28.391087226545668,28.55943938567412,27.6611550243308,27.159116454494743,26.437305699481865,27.157328922886087,27.125846138643215,25.508023148757072,26.65312441128048,26.180568562145258,27.462757676044955,28.446222568805783,27.940411682799578,29.20125254734331,29.477478065168466,29.76128048534525,30.66180451606739,31.71876607904757,32.857480873885955,33.4875993829358,475.46564846019254,478.74217317604734,475.9422995479728,480.39241018750596,487.9172246722339,504.10234310966905,512.6348034073266,512.215479896834,517.1555363134538,519.4694300518134,527.8395699813934,529.2833967422633,463.0902275417599,466.4952042395996,470.5499140886475,497.96241311542354,504.3101621502496,505.55285275713396,505.1112547011946,505.29208389053787,506.9824852968464,510.62931940507656,517.2367389910472,522.2257275810395,527.5266010047071,9.360374414976599,9.314352924897083,9.27390428777625,9.11259829634032,9.340373444337345,9.57354221061793,9.399521631488398,9.465223234034738,9.391625800328042,9.284974093264248,9.427330990283235,9.387815603537724,9.026042351703275,9.067304463210661,8.97386829097483,9.605159050884373,9.976520847283792,10.166250062909963,10.413042397733486,10.551550931211064,10.810549159762168,11.536991623937068,11.335481164261571,11.885795409732628,11.914085676990625
8425,"Alb-Donau-Kreis, Landkreis",667.7034704483397,679.1381976508264,682.3855453236154,688.4628496290645,701.482824088765,723.1604278074866,734.7326012777312,739.4143870206926,746.5540779160539,756.2357740244857,765.149404013902,777.6323260362122,697.4732540978871,708.0270059615344,720.7729213897823,744.4004634099248,757.4857179502253,765.1469993400465,771.721946396375,774.2628992628992,785.0536421854147,799.1974474513048,810.4536157145991,824.5549940124622,835.7449900102924,43.331057870166475,46.791546484464966,49.27879369790075,51.47102590325915,52.831995008847464,55.775401069518715,57.593570950219515,58.957911380690746,60.289800070631514,61.871494430514154,63.80495191625173,64.96435556116333,58.46021333697473,60.87400728866045,62.498022881847426,64.49657806097274,65.70544508157737,67.42703255061419,68.52465777326587,69.54566276600174,71.0797752925232,73.34467114356032,74.69637382872475,76.27514258458666,77.56150229056931,20.914075574737954,22.329213322951055,23.294636232706324,24.766913957024506,25.784035841638474,27.02139037433155,27.72846619114943,27.31873443292209,26.539529931424173,26.37292162768815,26.815430966039045,27.74798645721616,24.526924470727877,25.210128288850036,25.82907154531555,26.98933728089936,28.184669976432616,28.542992783088156,29.239302275166686,29.827593386915417,30.778303106798123,32.28706924456274,33.68069901605227,35.438105096510995,36.744969829065,526.4963005373029,533.5322051743236,533.8181381748352,536.4685638220159,547.1497184409102,563.9946524064171,572.9433525028436,576.755278925019,583.7326122593125,592.2316317358187,604.2988816387909,614.4091855403445,546.503994159756,553.5695477238736,562.9778035535404,581.3059149127888,590.868038669752,596.0498584293105,600.3997271703441,601.6688876858368,609.4466112829638,619.3989590451578,627.3801690410972,637.0537254663176,645.214021916813,68.03267858715758,67.50309823318455,67.1125561908087,66.94155397910207,66.42320455657804,66.49732620320856,66.36867113837127,66.16041163187926,65.7611073335547,65.51965221596673,65.80822234724405,66.12095977120266,64.10088076343335,64.36561268985275,65.4136131175199,67.46797966145331,68.44695734890955,68.7735507632044,69.03224783084562,68.65031441302628,69.03650979215593,69.2240108103109,69.58025371467046,70.4398303192677,70.70493027385925
8426,"Biberach, Landkreis",677.5786445048789,687.3099454431625,693.0843008581525,701.3047864218424,708.5075336514026,731.825866441251,741.6657705129584,742.4093449753658,749.469090134923,757.6432648038528,777.6124145966845,813.8760054789014,734.8808215704505,746.5404455050871,730.7671991210277,750.3199863472491,767.3464822340702,778.7287488870988,784.9483821506212,787.4744226080951,797.9419589614997,808.6853453710943,821.6399154909834,834.5306584791487,848.8603213844252,44.008265626143704,47.491279849745105,49.96366581424633,52.869482770976084,54.241197077260225,57.24797884561198,58.37724486503925,59.05802135322596,60.27623280197994,61.69244478390936,62.999841110110694,64.62036395559763,58.27909728678895,60.61150034582346,62.52641142663962,64.42391791283572,66.49906523140183,68.48581845932081,69.76023692750397,70.63225766548636,72.46975117988238,73.57324792575594,75.11690080203464,75.79912759213441,77.34981458590853,24.77998682454688,25.59587693408461,26.964958312762455,28.625922638898842,28.872165658354234,30.501549732318963,32.02494891923863,31.404631875941817,30.71559730686324,30.00551630492436,30.7663788994227,33.291201497707426,33.3287549657679,33.00370110293924,30.43652805949966,31.67331527188173,33.097732586938804,34.27205664137025,34.683203982398474,35.16665893546508,36.40561450720162,37.767634226918524,38.62983248390424,40.19236692799157,42.18541409147095,524.4674921031739,530.5764242912084,533.2749027852511,537.332767393018,543.7837128850852,562.2222944708152,569.8085815679106,570.6056493069285,577.2520424727892,584.6010226380668,607.9921614321275,639.2122228157111,568.2423294734173,577.2189458456307,561.5861646382691,576.4820700983424,589.0533537153723,596.753508288464,601.0407586721138,602.6677799596946,609.9864428203011,618.2382165283838,628.5157853631184,638.7953219860692,649.1470951792336,75.07193009127097,74.19394508541276,73.48381048532488,72.99527586834171,72.15035605178736,72.14383249886208,71.57221206581353,71.46063332941465,71.09135907603056,71.11790040947956,71.26211535405963,72.00841931577195,70.72521342236497,71.35578633918153,71.75984617985125,73.11154724065106,73.89731926475523,74.29410268368169,74.5229418498409,74.06491116849381,74.14656024790271,74.18858598340606,74.31586746903506,74.67135660416729,75.07540173053152
8435,"Bodenseekreis, Landkreis",663.8194208887106,671.2783647573486,675.4507910804218,679.0086050175736,690.2013746291061,711.9553317276111,719.4108145755226,724.458660691912,732.1176954088223,738.5006279022225,746.7109098682421,752.7749698924836,678.6914124543958,689.5045977564873,699.7989124957408,725.2143209948994,736.255301370462,745.4567365630272,753.1305817962997,758.3564639186432,770.3055333927817,779.9864899489879,788.7821594897954,798.3951809444981,810.923309209228,51.78492501567527,55.26362915398194,59.324666330578424,62.250030299357654,64.79031634543455,68.67448295081314,70.73880335294321,72.05573817209849,73.25139927198717,75.00267710249895,76.7713475067045,78.40529311904199,70.79117853739304,73.5641037985653,75.75095864508296,78.71559004905053,80.16789494906313,81.706435285611,83.38188799633214,84.99488692324731,87.2624020275027,89.04987072278773,90.45586351380724,91.83335632501034,93.47823093973868,20.938049276881802,21.504771163242857,21.723521593669318,22.593221023714296,23.385764706473005,24.508828154547444,24.974191030827516,24.827660755786816,24.36983834983757,24.424909708633898,24.68032181584982,25.377371722633598,23.46870999104762,24.25978527755043,24.936770217932782,26.24668065315943,27.346084151513534,28.14654133526151,28.726848977486558,29.349531811819926,30.379687426667292,31.32468379492674,32.44738168683837,33.57244677426772,34.78643971344785,539.1008048351783,542.3367187699864,542.1612510630064,542.3433523209308,550.0574854027241,566.2360411648784,571.0672811424112,574.9423898036094,581.4855767349015,585.6867498028679,600.135061603638,603.6496597487896,539.9969196114861,546.8441577198979,553.729717277688,574.1259664617596,582.2544366337452,588.6623282718728,593.8553675985978,596.9576015193143,605.350354343643,612.2894877827212,618.5397753287054,625.2172713477721,634.4670286047333,40.22634062104906,40.19545140576633,40.152360001425826,39.823455742738254,40.02389786174384,40.289029997810374,40.326205612277654,40.295200051099876,40.44189596461701,40.46805486599885,40.82455594854056,41.004260999521186,40.54080070848936,40.85985267921621,41.36931471874146,42.18932625206007,42.61986076767245,42.998312846469034,43.25504092919297,43.19960791890708,43.38949640963064,43.47907106752696,43.43120886845769,43.932496436290066,44.32288057420571
8436,"Ravensburg, Landkreis",655.2735523674735,664.3608567320064,670.8445431113954,678.0049935054483,688.6557279458274,706.7028369528258,713.8643934580365,718.7163157106266,724.8899407079421,731.0620762704178,740.0652410293585,752.7362824176221,674.5914624883353,681.1476210636012,692.0080154532162,722.8768477283076,731.6986326511884,744.1361409665861,751.1031855276586,754.2320692025664,762.9204586207999,776.5865058743786,789.5949487310269,803.4538090700152,818.4358909782852,44.3595357255332,48.00575191099675,51.048858954339366,54.68150493922822,56.516724336793544,59.355735257158905,61.831323708189935,63.19766443414048,64.08340876620898,65.63478273486724,67.50271837622327,69.12142366260353,61.37285965407236,63.684357167927686,65.91446572671637,68.90781811652951,69.83573460585482,71.52518827228192,72.90648981800616,74.04330889092576,75.34078763754896,77.18594667871668,78.298186678861,80.18596894444757,81.14366465189165,24.35581728014692,25.03216529175812,29.62767858822644,30.99042849068116,31.51021319343677,32.44977307334092,32.94487518042553,32.80461559260599,32.45976610355571,32.79562676610671,32.88147879666546,33.830071978876546,30.36813588257847,30.59020201691254,31.5057859296301,33.03236601771746,33.71937230430394,34.17781677268407,34.56103203687091,34.543996333638866,35.43339239490532,36.98316764572978,38.63728300824876,40.480127809854814,42.285790239534364,517.5506827900482,522.7049118292591,520.8247888171882,523.4683526298255,532.10923838226,545.7105687210798,550.2014522189126,554.0647688367114,560.2281526397871,563.9353301145906,579.3222181949982,589.0874235902629,524.1794888488611,527.9360840633515,534.8545845142888,558.7996845951378,565.4730659814628,575.2211742341157,580.1539193503281,582.6435036663612,589.1622607207405,599.3878502033439,608.952283799708,618.3572509669825,629.6941459592568,57.84079741681876,57.269355937334446,56.881079148872125,56.16383489240007,55.70934256055364,56.04423221915054,55.763884042854045,55.46603527464457,55.27503008226727,55.496105950079254,55.73758608191374,56.17607697037653,54.73570751680086,55.090587379641995,55.768779448666805,57.98340792732361,58.41607781958337,58.934707903780065,59.11621673645942,58.647456461961504,58.630742080837415,58.669650926344325,59.32426965896899,60.005465553001855,60.74056973360197
8437,"Sigmaringen, Landkreis",678.5472059014044,682.6214630963132,683.8070758996068,692.8193590621449,703.1011235955057,724.0912389373912,732.5329468368049,733.9363203847963,740.0397810546466,751.7412002848896,761.9516373855934,779.163111033915,693.6406089828771,705.2091042965382,721.1073993011557,749.1856933183684,764.9993714249796,777.4368415669428,785.6259200100222,780.2817116813998,800.2149299558625,818.5910040555486,829.26195624766,846.7088017485805,862.699127884777,40.11491887855025,43.03090546251964,45.21469609918355,48.593292650810014,50.91385767790262,54.03565470446095,55.95732600185279,57.53273233798146,59.26778930996321,61.54365183491397,63.13590525857016,64.97556997107665,58.24063176278523,60.84282651324976,63.89432861037515,66.2355092654365,68.33396190835376,71.0065223719719,72.44198064455512,72.71434251980547,75.75513337171368,77.17064028511736,78.0222047328326,79.54206757407394,80.61338261573474,26.466396896885453,26.436197254702595,27.17719987904445,28.337308783361802,30.04494382022472,31.846847857800125,31.437707318530915,30.876322924213337,30.52373403523465,30.498181954492637,31.056974105411864,31.324809883778006,27.761114696837392,28.078956805713457,29.29002035095803,30.547292577447433,31.86089634797913,32.34435606328825,32.69754768392371,32.49931177927997,33.48301669545193,35.16345090328131,36.26416449535046,37.57766585912006,39.2222748308463,529.7165893174214,531.1975961574942,530.3069247051709,535.1733271130709,542.3370786516854,557.6751875874348,564.9000388488779,565.1696554608668,569.9084736637454,579.3604978070998,592.7726596432168,606.7935870230102,534.6596302061582,542.6563608756362,553.1543984947971,575.0064752097576,586.3976365579232,594.7081454905941,600.5433931535595,596.5726608142417,611.0228363078104,625.1689811970014,633.1710895295439,647.0129691476435,659.4703160081255,72.53301631573733,72.06974785452505,71.38645297853039,71.06148278015635,70.05992509363296,70.25458027545243,69.69638107760811,69.6248384856112,69.42990458528999,69.27315665179744,69.74856850869415,70.82820441175359,68.46881050913095,69.02997886448088,69.9765771992474,72.45171063268685,73.47256270035828,74.49980723991156,75.04149832440729,73.63197014651455,74.94914603722894,75.77270492810618,76.19600681576796,77.05828856162448,77.84124753715273
9161,Ingolstadt,630.404944699767,673.0840396849172,709.9061375652067,710.7188267465557,727.3811375537928,790.6078713846101,826.9743953519795,835.5782745465498,845.1692369150362,867.2288441564865,854.387846145031,863.475681605786,708.1541254791205,722.0127505285922,720.8045535942697,737.420286176592,753.6165021972695,766.6878329822823,779.8354223599639,788.821939322551,803.2161270287864,809.8769631185118,796.6068286842701,813.5480959590078,840.3528243472166,35.35849958823685,38.22228487849578,41.67069855819559,44.197307230069846,46.74996975510275,50.08907945546453,52.070666126199164,53.56903821698681,54.25401766022787,55.146149661209755,55.6778835528416,55.812441591158425,48.747226144845676,50.576024825745456,52.970708621130726,53.74535994162252,54.517304474297426,55.56932226489902,56.67089052075541,58.33673114967004,59.81038469309109,60.40933424033599,60.716449726604424,60.74589495749389,61.75156259127286,20.676708374288268,21.234602710275432,21.51710548307925,21.850451988225664,22.182471785831563,22.964598375258927,22.91075530333739,22.480088347500168,22.24589495410172,21.25888190975485,21.13500372441003,21.364430539189794,18.729070002017348,19.093635186956835,19.594205679201842,20.146578254386245,20.23677337628826,20.49002601908066,20.93861162425001,20.91544722813694,21.670320789589862,22.366981159977524,22.34616479657763,23.6913357400722,25.695134061569018,553.8347103047047,593.247220117363,626.5295530318358,624.7017226063783,638.1327664575448,696.9678887742837,731.0245237130118,738.7557727059768,748.0546285276763,770.430453204082,762.8410290831403,771.6712039332006,626.7984668146056,638.209780764871,633.8497697620875,648.9419080554586,664.2087484165585,675.3732499070748,686.9360773117967,694.1889789939444,706.365656731942,711.6027328384254,697.629598265453,712.9599976708979,736.0754132834862,11.006915849781722,10.881632509207535,10.864114992478688,10.607353735216764,10.922728608216243,10.749205104380662,10.682678016484259,10.441068201592932,10.502925339347687,10.584104060537118,10.45290463054671,10.458737962699605,10.05446842848497,10.218109609525111,10.416666666666668,10.652304958913671,10.720485432338176,10.934208896047577,10.854796109983052,10.903215089324817,10.872574622677512,10.73615095678921,10.753316153335135,10.830324909747294,10.850516969449151
