,ort,kWh pro m² und Jahr,Durchschnitt Mehrfamilienhaus,Durchschnitt Ein/Zweifamilienhaus,variable,value
327,Nordrhein-Westfalen,80,128.164,140.372,Ein- oder Zweifamilienhaus,4.68
328,Nordrhein-Westfalen,90,128.164,140.372,Ein- oder Zweifamilienhaus,5.51
329,Nordrhein-Westfalen,100,128.164,140.372,Ein- oder Zweifamilienhaus,5.95
330,Nordrhein-Westfalen,110,128.164,140.372,Ein- oder Zweifamilienhaus,6.41
331,Nordrhein-Westfalen,120,128.164,140.372,Ein- oder Zweifamilienhaus,6.68
332,Nordrhein-Westfalen,130,128.164,140.372,Ein- oder Zweifamilienhaus,6.39
333,Nordrhein-Westfalen,140,128.164,140.372,Ein- oder Zweifamilienhaus,6.43
334,Nordrhein-Westfalen,150,128.164,140.372,Ein- oder Zweifamilienhaus,6.01
335,Nordrhein-Westfalen,160,128.164,140.372,Ein- oder Zweifamilienhaus,5.52
336,Nordrhein-Westfalen,170,128.164,140.372,Ein- oder Zweifamilienhaus,4.94
337,Nordrhein-Westfalen,180,128.164,140.372,Ein- oder Zweifamilienhaus,4.2
338,Nordrhein-Westfalen,190,128.164,140.372,Ein- oder Zweifamilienhaus,3.6
339,Nordrhein-Westfalen,200,128.164,140.372,Ein- oder Zweifamilienhaus,3.19
340,Nordrhein-Westfalen,210,128.164,140.372,Ein- oder Zweifamilienhaus,2.82
341,Nordrhein-Westfalen,220,128.164,140.372,Ein- oder Zweifamilienhaus,2.26
342,Nordrhein-Westfalen,230,128.164,140.372,Ein- oder Zweifamilienhaus,1.97
343,Nordrhein-Westfalen,240,128.164,140.372,Ein- oder Zweifamilienhaus,1.61
344,Nordrhein-Westfalen,250,128.164,140.372,Ein- oder Zweifamilienhaus,1.5
345,Nordrhein-Westfalen,260,128.164,140.372,Ein- oder Zweifamilienhaus,1.19
346,Nordrhein-Westfalen,270,128.164,140.372,Ein- oder Zweifamilienhaus,0.99
347,Nordrhein-Westfalen,280,128.164,140.372,Ein- oder Zweifamilienhaus,0.73
348,Nordrhein-Westfalen,290,128.164,140.372,Ein- oder Zweifamilienhaus,0.55
349,Nordrhein-Westfalen,300,128.164,140.372,Ein- oder Zweifamilienhaus,0.65
350,Nordrhein-Westfalen,310,128.164,140.372,Ein- oder Zweifamilienhaus,0.45
351,Nordrhein-Westfalen,320,128.164,140.372,Ein- oder Zweifamilienhaus,0.35
352,Nordrhein-Westfalen,330,128.164,140.372,Ein- oder Zweifamilienhaus,0.27
353,Nordrhein-Westfalen,340,128.164,140.372,Ein- oder Zweifamilienhaus,0.2
354,Nordrhein-Westfalen,350,128.164,140.372,Ein- oder Zweifamilienhaus,0.22
355,Rheinland-Pfalz,20,119.958,133.18800000000002,Ein- oder Zweifamilienhaus,2.07
356,Rheinland-Pfalz,30,119.958,133.18800000000002,Ein- oder Zweifamilienhaus,1.78
357,Rheinland-Pfalz,40,119.958,133.18800000000002,Ein- oder Zweifamilienhaus,2.15
358,Rheinland-Pfalz,50,119.958,133.18800000000002,Ein- oder Zweifamilienhaus,2.57
359,Rheinland-Pfalz,60,119.958,133.18800000000002,Ein- oder Zweifamilienhaus,2.84
360,Rheinland-Pfalz,70,119.958,133.18800000000002,Ein- oder Zweifamilienhaus,3.81
361,Rheinland-Pfalz,80,119.958,133.18800000000002,Ein- oder Zweifamilienhaus,6.07
362,Rheinland-Pfalz,90,119.958,133.18800000000002,Ein- oder Zweifamilienhaus,6.12
363,Rheinland-Pfalz,100,119.958,133.18800000000002,Ein- oder Zweifamilienhaus,6.97
364,Rheinland-Pfalz,110,119.958,133.18800000000002,Ein- oder Zweifamilienhaus,7.13
365,Rheinland-Pfalz,120,119.958,133.18800000000002,Ein- oder Zweifamilienhaus,7.21
366,Rheinland-Pfalz,130,119.958,133.18800000000002,Ein- oder Zweifamilienhaus,7.0
367,Rheinland-Pfalz,140,119.958,133.18800000000002,Ein- oder Zweifamilienhaus,6.9
368,Rheinland-Pfalz,150,119.958,133.18800000000002,Ein- oder Zweifamilienhaus,5.55
369,Rheinland-Pfalz,160,119.958,133.18800000000002,Ein- oder Zweifamilienhaus,4.85
370,Rheinland-Pfalz,170,119.958,133.18800000000002,Ein- oder Zweifamilienhaus,4.63
371,Rheinland-Pfalz,180,119.958,133.18800000000002,Ein- oder Zweifamilienhaus,4.38
372,Rheinland-Pfalz,190,119.958,133.18800000000002,Ein- oder Zweifamilienhaus,3.27
373,Rheinland-Pfalz,200,119.958,133.18800000000002,Ein- oder Zweifamilienhaus,2.51
374,Rheinland-Pfalz,210,119.958,133.18800000000002,Ein- oder Zweifamilienhaus,2.64
375,Rheinland-Pfalz,220,119.958,133.18800000000002,Ein- oder Zweifamilienhaus,1.63
376,Rheinland-Pfalz,230,119.958,133.18800000000002,Ein- oder Zweifamilienhaus,1.59
377,Rheinland-Pfalz,240,119.958,133.18800000000002,Ein- oder Zweifamilienhaus,1.18
378,Rheinland-Pfalz,250,119.958,133.18800000000002,Ein- oder Zweifamilienhaus,1.14
379,Rheinland-Pfalz,260,119.958,133.18800000000002,Ein- oder Zweifamilienhaus,0.82
380,Rheinland-Pfalz,270,119.958,133.18800000000002,Ein- oder Zweifamilienhaus,0.59
381,Rheinland-Pfalz,280,119.958,133.18800000000002,Ein- oder Zweifamilienhaus,0.68
382,Rheinland-Pfalz,290,119.958,133.18800000000002,Ein- oder Zweifamilienhaus,0.58
383,Rheinland-Pfalz,300,119.958,133.18800000000002,Ein- oder Zweifamilienhaus,0.41
384,Rheinland-Pfalz,310,119.958,133.18800000000002,Ein- oder Zweifamilienhaus,0.34
385,Rheinland-Pfalz,320,119.958,133.18800000000002,Ein- oder Zweifamilienhaus,0.21
386,Rheinland-Pfalz,330,119.958,133.18800000000002,Ein- oder Zweifamilienhaus,0.15
387,Rheinland-Pfalz,340,119.958,133.18800000000002,Ein- oder Zweifamilienhaus,0.09
388,Rheinland-Pfalz,350,119.958,133.18800000000002,Ein- oder Zweifamilienhaus,0.15
389,Saarland,20,127.814,144.356,Ein- oder Zweifamilienhaus,2.05
390,Saarland,30,127.814,144.356,Ein- oder Zweifamilienhaus,1.03
391,Saarland,40,127.814,144.356,Ein- oder Zweifamilienhaus,1.02
392,Saarland,50,127.814,144.356,Ein- oder Zweifamilienhaus,1.48
393,Saarland,60,127.814,144.356,Ein- oder Zweifamilienhaus,2.41
394,Saarland,70,127.814,144.356,Ein- oder Zweifamilienhaus,2.59
395,Saarland,80,127.814,144.356,Ein- oder Zweifamilienhaus,3.54
396,Saarland,90,127.814,144.356,Ein- oder Zweifamilienhaus,4.06
397,Saarland,100,127.814,144.356,Ein- oder Zweifamilienhaus,7.16
398,Saarland,110,127.814,144.356,Ein- oder Zweifamilienhaus,6.44
399,Saarland,120,127.814,144.356,Ein- oder Zweifamilienhaus,7.55
400,Saarland,130,127.814,144.356,Ein- oder Zweifamilienhaus,7.25
401,Saarland,140,127.814,144.356,Ein- oder Zweifamilienhaus,7.79
402,Saarland,150,127.814,144.356,Ein- oder Zweifamilienhaus,7.03
403,Saarland,160,127.814,144.356,Ein- oder Zweifamilienhaus,6.53
404,Saarland,170,127.814,144.356,Ein- oder Zweifamilienhaus,5.14
405,Saarland,180,127.814,144.356,Ein- oder Zweifamilienhaus,5.33
406,Saarland,190,127.814,144.356,Ein- oder Zweifamilienhaus,3.69
407,Saarland,200,127.814,144.356,Ein- oder Zweifamilienhaus,3.31
408,Saarland,210,127.814,144.356,Ein- oder Zweifamilienhaus,3.12
409,Saarland,220,127.814,144.356,Ein- oder Zweifamilienhaus,1.85
410,Saarland,230,127.814,144.356,Ein- oder Zweifamilienhaus,2.27
411,Saarland,240,127.814,144.356,Ein- oder Zweifamilienhaus,1.41
412,Saarland,250,127.814,144.356,Ein- oder Zweifamilienhaus,1.28
413,Saarland,260,127.814,144.356,Ein- oder Zweifamilienhaus,0.67
414,Saarland,270,127.814,144.356,Ein- oder Zweifamilienhaus,0.55
415,Saarland,280,127.814,144.356,Ein- oder Zweifamilienhaus,0.92
416,Saarland,290,127.814,144.356,Ein- oder Zweifamilienhaus,0.68
417,Saarland,300,127.814,144.356,Ein- oder Zweifamilienhaus,0.83
418,Saarland,310,127.814,144.356,Ein- oder Zweifamilienhaus,0.24
419,Saarland,320,127.814,144.356,Ein- oder Zweifamilienhaus,0.18
420,Saarland,330,127.814,144.356,Ein- oder Zweifamilienhaus,0.2
421,Saarland,340,127.814,144.356,Ein- oder Zweifamilienhaus,0.24
422,Saarland,350,127.814,144.356,Ein- oder Zweifamilienhaus,0.19
423,Sachsen-Anhalt,20,113.635,141.696,Ein- oder Zweifamilienhaus,2.56
424,Sachsen-Anhalt,30,113.635,141.696,Ein- oder Zweifamilienhaus,2.19
425,Sachsen-Anhalt,40,113.635,141.696,Ein- oder Zweifamilienhaus,2.35
426,Sachsen-Anhalt,50,113.635,141.696,Ein- oder Zweifamilienhaus,2.14
427,Sachsen-Anhalt,60,113.635,141.696,Ein- oder Zweifamilienhaus,2.97
428,Sachsen-Anhalt,70,113.635,141.696,Ein- oder Zweifamilienhaus,3.03
429,Sachsen-Anhalt,80,113.635,141.696,Ein- oder Zweifamilienhaus,4.55
430,Sachsen-Anhalt,90,113.635,141.696,Ein- oder Zweifamilienhaus,4.15
431,Sachsen-Anhalt,100,113.635,141.696,Ein- oder Zweifamilienhaus,6.26
432,Sachsen-Anhalt,110,113.635,141.696,Ein- oder Zweifamilienhaus,5.16
433,Sachsen-Anhalt,120,113.635,141.696,Ein- oder Zweifamilienhaus,6.88
434,Sachsen-Anhalt,130,113.635,141.696,Ein- oder Zweifamilienhaus,5.86
435,Sachsen-Anhalt,140,113.635,141.696,Ein- oder Zweifamilienhaus,6.38
436,Sachsen-Anhalt,150,113.635,141.696,Ein- oder Zweifamilienhaus,6.28
437,Sachsen-Anhalt,160,113.635,141.696,Ein- oder Zweifamilienhaus,5.47
438,Sachsen-Anhalt,170,113.635,141.696,Ein- oder Zweifamilienhaus,5.26
439,Sachsen-Anhalt,180,113.635,141.696,Ein- oder Zweifamilienhaus,3.91
440,Sachsen-Anhalt,190,113.635,141.696,Ein- oder Zweifamilienhaus,4.24
441,Sachsen-Anhalt,200,113.635,141.696,Ein- oder Zweifamilienhaus,3.91
442,Sachsen-Anhalt,210,113.635,141.696,Ein- oder Zweifamilienhaus,2.7
443,Sachsen-Anhalt,220,113.635,141.696,Ein- oder Zweifamilienhaus,3.29
444,Sachsen-Anhalt,230,113.635,141.696,Ein- oder Zweifamilienhaus,1.92
445,Sachsen-Anhalt,240,113.635,141.696,Ein- oder Zweifamilienhaus,1.75
446,Sachsen-Anhalt,250,113.635,141.696,Ein- oder Zweifamilienhaus,1.39
447,Sachsen-Anhalt,260,113.635,141.696,Ein- oder Zweifamilienhaus,1.5
448,Sachsen-Anhalt,270,113.635,141.696,Ein- oder Zweifamilienhaus,0.78
449,Sachsen-Anhalt,280,113.635,141.696,Ein- oder Zweifamilienhaus,0.75
450,Sachsen-Anhalt,290,113.635,141.696,Ein- oder Zweifamilienhaus,0.57
451,Sachsen-Anhalt,300,113.635,141.696,Ein- oder Zweifamilienhaus,0.38
452,Sachsen-Anhalt,310,113.635,141.696,Ein- oder Zweifamilienhaus,0.44
453,Sachsen-Anhalt,320,113.635,141.696,Ein- oder Zweifamilienhaus,0.33
454,Sachsen-Anhalt,330,113.635,141.696,Ein- oder Zweifamilienhaus,0.34
455,Sachsen-Anhalt,340,113.635,141.696,Ein- oder Zweifamilienhaus,0.21
456,Sachsen-Anhalt,350,113.635,141.696,Ein- oder Zweifamilienhaus,0.09
457,Sachsen,20,111.251,132.483,Ein- oder Zweifamilienhaus,4.19
458,Sachsen,30,111.251,132.483,Ein- oder Zweifamilienhaus,2.29
459,Sachsen,40,111.251,132.483,Ein- oder Zweifamilienhaus,3.07
460,Sachsen,50,111.251,132.483,Ein- oder Zweifamilienhaus,1.92
461,Sachsen,60,111.251,132.483,Ein- oder Zweifamilienhaus,2.72
462,Sachsen,70,111.251,132.483,Ein- oder Zweifamilienhaus,4.04
463,Sachsen,80,111.251,132.483,Ein- oder Zweifamilienhaus,4.1
464,Sachsen,90,111.251,132.483,Ein- oder Zweifamilienhaus,5.97
465,Sachsen,100,111.251,132.483,Ein- oder Zweifamilienhaus,6.67
466,Sachsen,110,111.251,132.483,Ein- oder Zweifamilienhaus,5.81
467,Sachsen,120,111.251,132.483,Ein- oder Zweifamilienhaus,5.87
468,Sachsen,130,111.251,132.483,Ein- oder Zweifamilienhaus,6.64
469,Sachsen,140,111.251,132.483,Ein- oder Zweifamilienhaus,6.9
470,Sachsen,150,111.251,132.483,Ein- oder Zweifamilienhaus,6.25
471,Sachsen,160,111.251,132.483,Ein- oder Zweifamilienhaus,5.26
472,Sachsen,170,111.251,132.483,Ein- oder Zweifamilienhaus,4.98
473,Sachsen,180,111.251,132.483,Ein- oder Zweifamilienhaus,5.15
474,Sachsen,190,111.251,132.483,Ein- oder Zweifamilienhaus,2.89
475,Sachsen,200,111.251,132.483,Ein- oder Zweifamilienhaus,3.34
476,Sachsen,210,111.251,132.483,Ein- oder Zweifamilienhaus,1.8
477,Sachsen,220,111.251,132.483,Ein- oder Zweifamilienhaus,1.91
478,Sachsen,230,111.251,132.483,Ein- oder Zweifamilienhaus,1.36
479,Sachsen,240,111.251,132.483,Ein- oder Zweifamilienhaus,2.07
480,Sachsen,250,111.251,132.483,Ein- oder Zweifamilienhaus,0.9
481,Sachsen,260,111.251,132.483,Ein- oder Zweifamilienhaus,0.97
482,Sachsen,270,111.251,132.483,Ein- oder Zweifamilienhaus,0.66
483,Sachsen,280,111.251,132.483,Ein- oder Zweifamilienhaus,0.43
484,Sachsen,290,111.251,132.483,Ein- oder Zweifamilienhaus,0.32
485,Sachsen,300,111.251,132.483,Ein- oder Zweifamilienhaus,0.49
486,Sachsen,310,111.251,132.483,Ein- oder Zweifamilienhaus,0.47
487,Sachsen,320,111.251,132.483,Ein- oder Zweifamilienhaus,0.23
488,Sachsen,330,111.251,132.483,Ein- oder Zweifamilienhaus,0.08
489,Sachsen,340,111.251,132.483,Ein- oder Zweifamilienhaus,0.04
490,Sachsen,350,111.251,132.483,Ein- oder Zweifamilienhaus,0.21
491,Schleswig-Holstein,20,133.054,141.069,Ein- oder Zweifamilienhaus,2.18
492,Schleswig-Holstein,30,133.054,141.069,Ein- oder Zweifamilienhaus,1.79
493,Schleswig-Holstein,40,133.054,141.069,Ein- oder Zweifamilienhaus,2.07
494,Schleswig-Holstein,50,133.054,141.069,Ein- oder Zweifamilienhaus,1.99
495,Schleswig-Holstein,60,133.054,141.069,Ein- oder Zweifamilienhaus,3.27
496,Schleswig-Holstein,70,133.054,141.069,Ein- oder Zweifamilienhaus,3.35
497,Schleswig-Holstein,80,133.054,141.069,Ein- oder Zweifamilienhaus,4.68
498,Schleswig-Holstein,90,133.054,141.069,Ein- oder Zweifamilienhaus,5.53
499,Schleswig-Holstein,100,133.054,141.069,Ein- oder Zweifamilienhaus,6.24
500,Schleswig-Holstein,110,133.054,141.069,Ein- oder Zweifamilienhaus,6.69
501,Schleswig-Holstein,120,133.054,141.069,Ein- oder Zweifamilienhaus,5.72
502,Schleswig-Holstein,130,133.054,141.069,Ein- oder Zweifamilienhaus,5.49
503,Schleswig-Holstein,140,133.054,141.069,Ein- oder Zweifamilienhaus,6.62
504,Schleswig-Holstein,150,133.054,141.069,Ein- oder Zweifamilienhaus,6.02
505,Schleswig-Holstein,160,133.054,141.069,Ein- oder Zweifamilienhaus,5.38
506,Schleswig-Holstein,170,133.054,141.069,Ein- oder Zweifamilienhaus,4.86
507,Schleswig-Holstein,180,133.054,141.069,Ein- oder Zweifamilienhaus,4.81
508,Schleswig-Holstein,190,133.054,141.069,Ein- oder Zweifamilienhaus,4.48
509,Schleswig-Holstein,200,133.054,141.069,Ein- oder Zweifamilienhaus,3.17
510,Schleswig-Holstein,210,133.054,141.069,Ein- oder Zweifamilienhaus,2.79
511,Schleswig-Holstein,220,133.054,141.069,Ein- oder Zweifamilienhaus,2.28
512,Schleswig-Holstein,230,133.054,141.069,Ein- oder Zweifamilienhaus,2.09
513,Schleswig-Holstein,240,133.054,141.069,Ein- oder Zweifamilienhaus,1.5
514,Schleswig-Holstein,250,133.054,141.069,Ein- oder Zweifamilienhaus,1.35
515,Schleswig-Holstein,260,133.054,141.069,Ein- oder Zweifamilienhaus,1.12
516,Schleswig-Holstein,270,133.054,141.069,Ein- oder Zweifamilienhaus,0.93
517,Schleswig-Holstein,280,133.054,141.069,Ein- oder Zweifamilienhaus,1.1
518,Schleswig-Holstein,290,133.054,141.069,Ein- oder Zweifamilienhaus,0.51
519,Schleswig-Holstein,300,133.054,141.069,Ein- oder Zweifamilienhaus,0.56
520,Schleswig-Holstein,310,133.054,141.069,Ein- oder Zweifamilienhaus,0.46
521,Schleswig-Holstein,320,133.054,141.069,Ein- oder Zweifamilienhaus,0.38
522,Schleswig-Holstein,330,133.054,141.069,Ein- oder Zweifamilienhaus,0.22
523,Schleswig-Holstein,340,133.054,141.069,Ein- oder Zweifamilienhaus,0.15
524,Schleswig-Holstein,350,133.054,141.069,Ein- oder Zweifamilienhaus,0.22
525,Thueringen,20,114.38099999999999,132.023,Ein- oder Zweifamilienhaus,2.79
526,Thueringen,30,114.38099999999999,132.023,Ein- oder Zweifamilienhaus,3.22
527,Thueringen,40,114.38099999999999,132.023,Ein- oder Zweifamilienhaus,0.83
528,Thueringen,50,114.38099999999999,132.023,Ein- oder Zweifamilienhaus,2.05
529,Thueringen,60,114.38099999999999,132.023,Ein- oder Zweifamilienhaus,2.2
530,Thueringen,70,114.38099999999999,132.023,Ein- oder Zweifamilienhaus,4.67
531,Thueringen,80,114.38099999999999,132.023,Ein- oder Zweifamilienhaus,5.76
532,Thueringen,90,114.38099999999999,132.023,Ein- oder Zweifamilienhaus,6.81
533,Thueringen,100,114.38099999999999,132.023,Ein- oder Zweifamilienhaus,6.44
534,Thueringen,110,114.38099999999999,132.023,Ein- oder Zweifamilienhaus,7.53
535,Thueringen,120,114.38099999999999,132.023,Ein- oder Zweifamilienhaus,6.54
536,Thueringen,130,114.38099999999999,132.023,Ein- oder Zweifamilienhaus,6.8
537,Thueringen,140,114.38099999999999,132.023,Ein- oder Zweifamilienhaus,6.36
538,Thueringen,150,114.38099999999999,132.023,Ein- oder Zweifamilienhaus,6.9
539,Thueringen,160,114.38099999999999,132.023,Ein- oder Zweifamilienhaus,5.25
540,Thueringen,170,114.38099999999999,132.023,Ein- oder Zweifamilienhaus,4.33
541,Thueringen,180,114.38099999999999,132.023,Ein- oder Zweifamilienhaus,2.52
542,Thueringen,190,114.38099999999999,132.023,Ein- oder Zweifamilienhaus,3.29
543,Thueringen,200,114.38099999999999,132.023,Ein- oder Zweifamilienhaus,3.76
544,Thueringen,210,114.38099999999999,132.023,Ein- oder Zweifamilienhaus,2.52
545,Thueringen,220,114.38099999999999,132.023,Ein- oder Zweifamilienhaus,2.32
546,Thueringen,230,114.38099999999999,132.023,Ein- oder Zweifamilienhaus,1.65
547,Thueringen,240,114.38099999999999,132.023,Ein- oder Zweifamilienhaus,1.35
548,Thueringen,250,114.38099999999999,132.023,Ein- oder Zweifamilienhaus,0.75
549,Thueringen,260,114.38099999999999,132.023,Ein- oder Zweifamilienhaus,0.56
550,Thueringen,270,114.38099999999999,132.023,Ein- oder Zweifamilienhaus,0.6
551,Thueringen,280,114.38099999999999,132.023,Ein- oder Zweifamilienhaus,0.8
552,Thueringen,290,114.38099999999999,132.023,Ein- oder Zweifamilienhaus,0.43
553,Thueringen,300,114.38099999999999,132.023,Ein- oder Zweifamilienhaus,0.08
554,Thueringen,310,114.38099999999999,132.023,Ein- oder Zweifamilienhaus,0.38
555,Thueringen,320,114.38099999999999,132.023,Ein- oder Zweifamilienhaus,0.0
556,Thueringen,330,114.38099999999999,132.023,Ein- oder Zweifamilienhaus,0.23
557,Thueringen,340,114.38099999999999,132.023,Ein- oder Zweifamilienhaus,0.13
558,Thueringen,350,114.38099999999999,132.023,Ein- oder Zweifamilienhaus,0.17
559,Niedersachsen,20,127.15099999999998,140.011,Ein- oder Zweifamilienhaus,2.79
560,Niedersachsen,30,127.15099999999998,140.011,Ein- oder Zweifamilienhaus,2.15
561,Niedersachsen,40,127.15099999999998,140.011,Ein- oder Zweifamilienhaus,2.07
562,Niedersachsen,50,127.15099999999998,140.011,Ein- oder Zweifamilienhaus,2.17
563,Niedersachsen,60,127.15099999999998,140.011,Ein- oder Zweifamilienhaus,3.02
564,Niedersachsen,70,127.15099999999998,140.011,Ein- oder Zweifamilienhaus,4.25
565,Niedersachsen,80,127.15099999999998,140.011,Ein- oder Zweifamilienhaus,4.49
566,Niedersachsen,90,127.15099999999998,140.011,Ein- oder Zweifamilienhaus,5.21
567,Niedersachsen,100,127.15099999999998,140.011,Ein- oder Zweifamilienhaus,5.44
568,Niedersachsen,110,127.15099999999998,140.011,Ein- oder Zweifamilienhaus,5.83
569,Niedersachsen,120,127.15099999999998,140.011,Ein- oder Zweifamilienhaus,6.14
570,Niedersachsen,130,127.15099999999998,140.011,Ein- oder Zweifamilienhaus,6.43
571,Niedersachsen,140,127.15099999999998,140.011,Ein- oder Zweifamilienhaus,6.42
572,Niedersachsen,150,127.15099999999998,140.011,Ein- oder Zweifamilienhaus,5.53
573,Niedersachsen,160,127.15099999999998,140.011,Ein- oder Zweifamilienhaus,5.77
574,Niedersachsen,170,127.15099999999998,140.011,Ein- oder Zweifamilienhaus,4.65
575,Niedersachsen,180,127.15099999999998,140.011,Ein- oder Zweifamilienhaus,4.65
576,Niedersachsen,190,127.15099999999998,140.011,Ein- oder Zweifamilienhaus,3.7
577,Niedersachsen,200,127.15099999999998,140.011,Ein- oder Zweifamilienhaus,3.23
578,Niedersachsen,210,127.15099999999998,140.011,Ein- oder Zweifamilienhaus,2.75
579,Niedersachsen,220,127.15099999999998,140.011,Ein- oder Zweifamilienhaus,2.47
580,Niedersachsen,230,127.15099999999998,140.011,Ein- oder Zweifamilienhaus,2.02
581,Niedersachsen,240,127.15099999999998,140.011,Ein- oder Zweifamilienhaus,1.69
582,Niedersachsen,250,127.15099999999998,140.011,Ein- oder Zweifamilienhaus,1.4
583,Niedersachsen,260,127.15099999999998,140.011,Ein- oder Zweifamilienhaus,1.26
584,Niedersachsen,270,127.15099999999998,140.011,Ein- oder Zweifamilienhaus,0.99
585,Niedersachsen,280,127.15099999999998,140.011,Ein- oder Zweifamilienhaus,0.89
586,Niedersachsen,290,127.15099999999998,140.011,Ein- oder Zweifamilienhaus,0.6
587,Niedersachsen,300,127.15099999999998,140.011,Ein- oder Zweifamilienhaus,0.53
588,Niedersachsen,310,127.15099999999998,140.011,Ein- oder Zweifamilienhaus,0.37
589,Niedersachsen,320,127.15099999999998,140.011,Ein- oder Zweifamilienhaus,0.29
590,Niedersachsen,330,127.15099999999998,140.011,Ein- oder Zweifamilienhaus,0.34
591,Niedersachsen,340,127.15099999999998,140.011,Ein- oder Zweifamilienhaus,0.22
592,Niedersachsen,350,127.15099999999998,140.011,Ein- oder Zweifamilienhaus,0.24
593,Bundesweit,20,124.116,137.476,Mehrfamilienhaus,2.59
594,Bundesweit,30,124.116,137.476,Mehrfamilienhaus,1.55
595,Bundesweit,40,124.116,137.476,Mehrfamilienhaus,2.05
596,Bundesweit,50,124.116,137.476,Mehrfamilienhaus,2.67
597,Bundesweit,60,124.116,137.476,Mehrfamilienhaus,3.37
598,Bundesweit,70,124.116,137.476,Mehrfamilienhaus,4.81
599,Bundesweit,80,124.116,137.476,Mehrfamilienhaus,6.01
600,Bundesweit,90,124.116,137.476,Mehrfamilienhaus,7.48
601,Bundesweit,100,124.116,137.476,Mehrfamilienhaus,8.0
602,Bundesweit,110,124.116,137.476,Mehrfamilienhaus,8.48
603,Bundesweit,120,124.116,137.476,Mehrfamilienhaus,8.16
604,Bundesweit,130,124.116,137.476,Mehrfamilienhaus,7.78
605,Bundesweit,140,124.116,137.476,Mehrfamilienhaus,6.67
606,Bundesweit,150,124.116,137.476,Mehrfamilienhaus,5.95
607,Bundesweit,160,124.116,137.476,Mehrfamilienhaus,4.96
608,Bundesweit,170,124.116,137.476,Mehrfamilienhaus,3.89
609,Bundesweit,180,124.116,137.476,Mehrfamilienhaus,3.27
610,Bundesweit,190,124.116,137.476,Mehrfamilienhaus,2.52
611,Bundesweit,200,124.116,137.476,Mehrfamilienhaus,1.84
612,Bundesweit,210,124.116,137.476,Mehrfamilienhaus,1.6
613,Bundesweit,220,124.116,137.476,Mehrfamilienhaus,1.2
614,Bundesweit,230,124.116,137.476,Mehrfamilienhaus,1.02
615,Bundesweit,240,124.116,137.476,Mehrfamilienhaus,0.78
616,Bundesweit,250,124.116,137.476,Mehrfamilienhaus,0.68
617,Bundesweit,260,124.116,137.476,Mehrfamilienhaus,0.51
618,Bundesweit,270,124.116,137.476,Mehrfamilienhaus,0.39
619,Bundesweit,280,124.116,137.476,Mehrfamilienhaus,0.34
620,Bundesweit,290,124.116,137.476,Mehrfamilienhaus,0.41
621,Bundesweit,300,124.116,137.476,Mehrfamilienhaus,0.22
622,Bundesweit,310,124.116,137.476,Mehrfamilienhaus,0.22
623,Bundesweit,320,124.116,137.476,Mehrfamilienhaus,0.16
624,Bundesweit,330,124.116,137.476,Mehrfamilienhaus,0.12
625,Bundesweit,340,124.116,137.476,Mehrfamilienhaus,0.19
626,Bundesweit,350,124.116,137.476,Mehrfamilienhaus,0.09
627,Baden-Wuerttemberg,20,126.92000000000002,135.127,Mehrfamilienhaus,2.23
628,Baden-Wuerttemberg,30,126.92000000000002,135.127,Mehrfamilienhaus,1.4
629,Baden-Wuerttemberg,40,126.92000000000002,135.127,Mehrfamilienhaus,1.97
630,Baden-Wuerttemberg,50,126.92000000000002,135.127,Mehrfamilienhaus,2.55
631,Baden-Wuerttemberg,60,126.92000000000002,135.127,Mehrfamilienhaus,2.97
632,Baden-Wuerttemberg,70,126.92000000000002,135.127,Mehrfamilienhaus,4.31
633,Baden-Wuerttemberg,80,126.92000000000002,135.127,Mehrfamilienhaus,5.25
634,Baden-Wuerttemberg,90,126.92000000000002,135.127,Mehrfamilienhaus,6.97
635,Baden-Wuerttemberg,100,126.92000000000002,135.127,Mehrfamilienhaus,7.84
636,Baden-Wuerttemberg,110,126.92000000000002,135.127,Mehrfamilienhaus,8.66
637,Baden-Wuerttemberg,120,126.92000000000002,135.127,Mehrfamilienhaus,8.31
638,Baden-Wuerttemberg,130,126.92000000000002,135.127,Mehrfamilienhaus,8.7
639,Baden-Wuerttemberg,140,126.92000000000002,135.127,Mehrfamilienhaus,6.73
640,Baden-Wuerttemberg,150,126.92000000000002,135.127,Mehrfamilienhaus,5.62
641,Baden-Wuerttemberg,160,126.92000000000002,135.127,Mehrfamilienhaus,5.97
642,Baden-Wuerttemberg,170,126.92000000000002,135.127,Mehrfamilienhaus,4.33
643,Baden-Wuerttemberg,180,126.92000000000002,135.127,Mehrfamilienhaus,3.67
644,Baden-Wuerttemberg,190,126.92000000000002,135.127,Mehrfamilienhaus,2.22
645,Baden-Wuerttemberg,200,126.92000000000002,135.127,Mehrfamilienhaus,1.89
646,Baden-Wuerttemberg,210,126.92000000000002,135.127,Mehrfamilienhaus,1.6
647,Baden-Wuerttemberg,220,126.92000000000002,135.127,Mehrfamilienhaus,1.78
648,Baden-Wuerttemberg,230,126.92000000000002,135.127,Mehrfamilienhaus,0.88
649,Baden-Wuerttemberg,240,126.92000000000002,135.127,Mehrfamilienhaus,0.71
650,Baden-Wuerttemberg,250,126.92000000000002,135.127,Mehrfamilienhaus,0.75
651,Baden-Wuerttemberg,260,126.92000000000002,135.127,Mehrfamilienhaus,0.52
